training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.30916e+00 1.27215e+00
1 1.25098e+00 1.21834e+00
2 1.21197e+00 1.18084e+00
3 1.17213e+00 1.15367e+00
4 1.15355e+00 1.13290e+00
5 1.11967e+00 1.11887e+00
6 1.10896e+00 1.10705e+00
7 1.09975e+00 1.09766e+00
8 1.08864e+00 1.09065e+00
9 1.07712e+00 1.08601e+00
10 1.06151e+00 1.08209e+00
11 1.06296e+00 1.07900e+00
12 1.05085e+00 1.07695e+00
13 1.05247e+00 1.07437e+00
14 1.04841e+00 1.07270e+00
15 1.05605e+00 1.07145e+00
16 1.04681e+00 1.07098e+00
17 1.03254e+00 1.07024e+00
18 1.02966e+00 1.06952e+00
19 1.02545e+00 1.06923e+00
20 1.02277e+00 1.06873e+00
21 1.02796e+00 1.06765e+00
22 1.01918e+00 1.06756e+00
23 1.03335e+00 1.06641e+00
24 1.01955e+00 1.06588e+00
25 1.01490e+00 1.06563e+00
26 1.01593e+00 1.06494e+00
27 1.00921e+00 1.06455e+00
28 1.01281e+00 1.06380e+00
29 1.01677e+00 1.06403e+00
30 1.00055e+00 1.06369e+00
31 1.00919e+00 1.06295e+00
32 9.94049e-01 1.06210e+00
33 9.98452e-01 1.06196e+00
34 9.99847e-01 1.06164e+00
35 1.00733e+00 1.06149e+00
36 9.98391e-01 1.06038e+00
37 9.99685e-01 1.06018e+00
38 9.92460e-01 1.05925e+00
39 9.85229e-01 1.05920e+00
40 9.85512e-01 1.05802e+00
41 9.85650e-01 1.05761e+00
42 9.84161e-01 1.05757e+00
43 9.90759e-01 1.05663e+00
44 9.76461e-01 1.05649e+00
45 9.86266e-01 1.05644e+00
46 9.82223e-01 1.05662e+00
47 9.83100e-01 1.05629e+00
48 9.80603e-01 1.05646e+00
49 9.78705e-01 1.05656e+00
50 9.84272e-01 1.05479e+00
51 9.83251e-01 1.05473e+00
52 9.78585e-01 1.05356e+00
53 9.75654e-01 1.05402e+00
54 9.81921e-01 1.05260e+00
55 9.73888e-01 1.05219e+00
56 9.83170e-01 1.05255e+00
57 9.78253e-01 1.05221e+00
58 9.71912e-01 1.05310e+00
59 9.76297e-01 1.05297e+00
60 9.74256e-01 1.05196e+00
61 9.73280e-01 1.05170e+00
62 9.79117e-01 1.05076e+00
63 9.69254e-01 1.04986e+00
64 9.60188e-01 1.05075e+00
65 9.75151e-01 1.05026e+00
66 9.65641e-01 1.04998e+00
67 9.65339e-01 1.04924e+00
68 9.65473e-01 1.04964e+00
69 9.65239e-01 1.04949e+00
70 9.66821e-01 1.04904e+00
71 9.63368e-01 1.04873e+00
72 9.54739e-01 1.05058e+00
73 9.61829e-01 1.04955e+00
74 9.65020e-01 1.04927e+00
75 9.58649e-01 1.04998e+00
76 9.69742e-01 1.05022e+00
77 9.60976e-01 1.04849e+00
78 9.55870e-01 1.04901e+00
79 9.76419e-01 1.04926e+00
80 9.54363e-01 1.04785e+00
