training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.31799e+00 1.20291e+00
1 1.12648e+00 1.10932e+00
2 1.08260e+00 1.05415e+00
3 1.04364e+00 1.06793e+00
4 1.02501e+00 1.04172e+00
5 1.02258e+00 1.04324e+00
6 1.01035e+00 1.04742e+00
7 9.88770e-01 1.06774e+00
8 1.02370e+00 1.03573e+00
9 9.92576e-01 1.03428e+00
10 9.86856e-01 1.02798e+00
11 9.54880e-01 1.03983e+00
12 9.62656e-01 1.02534e+00
13 9.74962e-01 1.03014e+00
14 9.75507e-01 1.02581e+00
15 9.73944e-01 1.01840e+00
16 9.51478e-01 1.02212e+00
17 9.66909e-01 1.01108e+00
18 9.50217e-01 1.02702e+00
19 9.40834e-01 1.01669e+00
20 9.59323e-01 1.00963e+00
21 9.77472e-01 1.00600e+00
22 9.47654e-01 1.02290e+00
23 9.61936e-01 1.00395e+00
24 9.42000e-01 1.00859e+00
25 9.42588e-01 1.01930e+00
26 9.37544e-01 1.01278e+00
27 9.63299e-01 1.00043e+00
28 9.25738e-01 1.00523e+00
29 9.47257e-01 1.01674e+00
30 9.38112e-01 1.00140e+00
31 9.32926e-01 1.00836e+00
32 9.53074e-01 1.00779e+00
33 9.40153e-01 9.96107e-01
34 9.36876e-01 1.00388e+00
35 9.54334e-01 9.94741e-01
36 9.20271e-01 9.99580e-01
37 9.35740e-01 9.97699e-01
38 9.22290e-01 9.98227e-01
39 9.29088e-01 9.80264e-01
40 9.29328e-01 9.95656e-01
41 9.04025e-01 9.96080e-01
42 9.22397e-01 1.01101e+00
43 8.99234e-01 1.00864e+00
44 9.29059e-01 9.95465e-01
45 9.20324e-01 1.01035e+00
46 9.14227e-01 1.01905e+00
47 9.18411e-01 1.00116e+00
48 9.15592e-01 9.90570e-01
49 9.20888e-01 9.97133e-01
50 9.26624e-01 1.00375e+00
51 9.33811e-01 9.82538e-01
52 9.11237e-01 9.89423e-01
53 9.10093e-01 9.80677e-01
54 8.94448e-01 9.82951e-01
55 9.34216e-01 9.84605e-01
56 8.98947e-01 9.92864e-01
57 9.11245e-01 9.88318e-01
58 9.19228e-01 9.87924e-01
59 9.03840e-01 9.81639e-01
60 9.02133e-01 1.00574e+00
61 9.01488e-01 9.99016e-01
62 9.22153e-01 9.64200e-01
63 9.00607e-01 9.90545e-01
64 8.88206e-01 9.75636e-01
65 8.98096e-01 1.00183e+00
66 8.97506e-01 9.96985e-01
67 8.86826e-01 9.80003e-01
68 9.06809e-01 9.79984e-01
69 8.89380e-01 9.55020e-01
70 8.88631e-01 9.59236e-01
71 9.12458e-01 9.53657e-01
72 8.80507e-01 9.53013e-01
73 9.09882e-01 9.52169e-01
74 8.70632e-01 9.99635e-01
75 9.12389e-01 9.73609e-01
76 9.04986e-01 9.94163e-01
77 8.75590e-01 9.65152e-01
78 8.77276e-01 9.65550e-01
79 8.69232e-01 1.02388e+00
80 8.93618e-01 9.92987e-01
