training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.30623e+00 1.15784e+00
1 1.12409e+00 1.08896e+00
2 1.08085e+00 1.05136e+00
3 1.05436e+00 1.03181e+00
4 1.05790e+00 1.03960e+00
5 1.02985e+00 1.02774e+00
6 9.99464e-01 1.03795e+00
7 1.00821e+00 1.05411e+00
8 9.86992e-01 1.04153e+00
9 9.71827e-01 1.04026e+00
10 9.81272e-01 1.01569e+00
11 9.70786e-01 1.01857e+00
12 9.75756e-01 1.02939e+00
13 9.42765e-01 1.01608e+00
14 9.72124e-01 1.00719e+00
15 9.65667e-01 1.01138e+00
16 9.72007e-01 1.00264e+00
17 9.82762e-01 1.01204e+00
18 9.59731e-01 1.00567e+00
19 9.52523e-01 1.00444e+00
20 9.47724e-01 1.01712e+00
21 9.57841e-01 1.02252e+00
22 9.54406e-01 1.01714e+00
23 9.42450e-01 1.01268e+00
24 9.63419e-01 1.00792e+00
25 9.39340e-01 1.01774e+00
26 9.58654e-01 1.00561e+00
27 9.40120e-01 1.01369e+00
28 9.43153e-01 9.96147e-01
29 9.54490e-01 9.97023e-01
30 9.21266e-01 9.88155e-01
31 9.35673e-01 9.94341e-01
32 9.52450e-01 9.99639e-01
33 9.23914e-01 1.00425e+00
34 9.40957e-01 1.02346e+00
35 9.54866e-01 9.96452e-01
36 9.23721e-01 1.00347e+00
37 9.33039e-01 1.00012e+00
38 9.41287e-01 1.01494e+00
39 9.29466e-01 1.00607e+00
40 9.20552e-01 1.01377e+00
41 9.20762e-01 9.84303e-01
42 9.11246e-01 1.00040e+00
43 9.05206e-01 9.89028e-01
44 9.14732e-01 9.96962e-01
45 9.12265e-01 9.98477e-01
46 9.16268e-01 9.88797e-01
47 9.37557e-01 9.79407e-01
48 9.24321e-01 9.72328e-01
49 9.21393e-01 9.89110e-01
50 9.01154e-01 9.86563e-01
51 9.31529e-01 9.93028e-01
52 9.10818e-01 9.97280e-01
53 9.14057e-01 9.94270e-01
54 9.28047e-01 9.84565e-01
55 8.99483e-01 9.93684e-01
56 8.96992e-01 9.97949e-01
57 9.12780e-01 9.83345e-01
58 8.98496e-01 9.84757e-01
59 9.38856e-01 9.74602e-01
60 9.21340e-01 9.79767e-01
61 9.16416e-01 9.82489e-01
62 9.02596e-01 9.84751e-01
63 8.83135e-01 9.92438e-01
64 8.72765e-01 1.00530e+00
65 8.97039e-01 9.92996e-01
66 9.02573e-01 1.00304e+00
67 8.79534e-01 9.92708e-01
68 9.04113e-01 9.85375e-01
69 9.07545e-01 9.73669e-01
70 8.71241e-01 1.00535e+00
71 8.70638e-01 9.95281e-01
72 8.92871e-01 9.99359e-01
73 8.55824e-01 9.94670e-01
74 8.61507e-01 1.01661e+00
75 9.12445e-01 9.87722e-01
76 9.02397e-01 9.89236e-01
77 8.77235e-01 1.02361e+00
78 8.72011e-01 9.75245e-01
79 9.00129e-01 9.82262e-01
80 8.60454e-01 1.01198e+00
