training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.35431e+00 1.34439e+00
1 1.32589e+00 1.31443e+00
2 1.27628e+00 1.27491e+00
3 1.23028e+00 1.22634e+00
4 1.20410e+00 1.18388e+00
5 1.16530e+00 1.15071e+00
6 1.13724e+00 1.12135e+00
7 1.12290e+00 1.11076e+00
8 1.10220e+00 1.09713e+00
9 1.10067e+00 1.09159e+00
10 1.09134e+00 1.08356e+00
11 1.07380e+00 1.07810e+00
12 1.06453e+00 1.07708e+00
13 1.07622e+00 1.07247e+00
14 1.06922e+00 1.06991e+00
15 1.05001e+00 1.06557e+00
16 1.05232e+00 1.06234e+00
17 1.04938e+00 1.06160e+00
18 1.06600e+00 1.05896e+00
19 1.04919e+00 1.05543e+00
20 1.04076e+00 1.05296e+00
21 1.03065e+00 1.05074e+00
22 1.03841e+00 1.05285e+00
23 1.04927e+00 1.04652e+00
24 1.04292e+00 1.04464e+00
25 1.03400e+00 1.04405e+00
26 1.03284e+00 1.04038e+00
27 1.04480e+00 1.04046e+00
28 1.02973e+00 1.03903e+00
29 1.01688e+00 1.03966e+00
30 1.01199e+00 1.03878e+00
31 1.01299e+00 1.03840e+00
32 1.00065e+00 1.04184e+00
33 1.00585e+00 1.04372e+00
34 1.02160e+00 1.04539e+00
35 1.00754e+00 1.04329e+00
36 9.89278e-01 1.04513e+00
37 1.00743e+00 1.04361e+00
38 9.84465e-01 1.03868e+00
39 9.88563e-01 1.04047e+00
40 9.96914e-01 1.04109e+00
41 9.75398e-01 1.04179e+00
42 1.00783e+00 1.03901e+00
43 9.85346e-01 1.03730e+00
44 1.00382e+00 1.03731e+00
45 1.00258e+00 1.03693e+00
46 1.00361e+00 1.03648e+00
47 9.91171e-01 1.03727e+00
48 1.00261e+00 1.03507e+00
49 1.00938e+00 1.03568e+00
50 1.00599e+00 1.03304e+00
51 9.88312e-01 1.03098e+00
52 9.89722e-01 1.03295e+00
53 9.78889e-01 1.03219e+00
54 9.68508e-01 1.03265e+00
55 9.70002e-01 1.03294e+00
56 9.93832e-01 1.02973e+00
57 9.82464e-01 1.02966e+00
58 9.84818e-01 1.03080e+00
59 1.00653e+00 1.03239e+00
60 9.90748e-01 1.03044e+00
61 9.93926e-01 1.03214e+00
62 9.81627e-01 1.03159e+00
63 9.93113e-01 1.03491e+00
64 9.80792e-01 1.03343e+00
65 9.85147e-01 1.03717e+00
66 9.84513e-01 1.03416e+00
67 9.81360e-01 1.03075e+00
68 9.81741e-01 1.03383e+00
69 9.63562e-01 1.03247e+00
70 9.86212e-01 1.03405e+00
71 9.97240e-01 1.03095e+00
72 9.67984e-01 1.02902e+00
73 9.77132e-01 1.03161e+00
74 9.51627e-01 1.03268e+00
75 9.93787e-01 1.03124e+00
76 9.77804e-01 1.03075e+00
77 9.75219e-01 1.02855e+00
78 9.88429e-01 1.02874e+00
79 1.00275e+00 1.02372e+00
80 9.78429e-01 1.02710e+00
