training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.41405e+00 1.41815e+00
1 1.42021e+00 1.41714e+00
2 1.42756e+00 1.41617e+00
3 1.41452e+00 1.41518e+00
4 1.41076e+00 1.41420e+00
5 1.40790e+00 1.41323e+00
6 1.40727e+00 1.41226e+00
7 1.40405e+00 1.41130e+00
8 1.40866e+00 1.41036e+00
9 1.40513e+00 1.40940e+00
10 1.40655e+00 1.40846e+00
11 1.40615e+00 1.40749e+00
12 1.40629e+00 1.40656e+00
13 1.40580e+00 1.40561e+00
14 1.40301e+00 1.40468e+00
15 1.39100e+00 1.40375e+00
16 1.39614e+00 1.40279e+00
17 1.39566e+00 1.40185e+00
18 1.40291e+00 1.40088e+00
19 1.39228e+00 1.39996e+00
20 1.40660e+00 1.39901e+00
21 1.40264e+00 1.39808e+00
22 1.39660e+00 1.39716e+00
23 1.39192e+00 1.39625e+00
24 1.39162e+00 1.39532e+00
25 1.38922e+00 1.39441e+00
26 1.39466e+00 1.39348e+00
27 1.38091e+00 1.39256e+00
28 1.38652e+00 1.39165e+00
29 1.38710e+00 1.39076e+00
30 1.39677e+00 1.38986e+00
31 1.38234e+00 1.38891e+00
32 1.38720e+00 1.38802e+00
33 1.39193e+00 1.38711e+00
34 1.38813e+00 1.38620e+00
35 1.38597e+00 1.38529e+00
36 1.38190e+00 1.38439e+00
37 1.38576e+00 1.38349e+00
38 1.37576e+00 1.38262e+00
39 1.38159e+00 1.38172e+00
40 1.38349e+00 1.38084e+00
41 1.37317e+00 1.37997e+00
42 1.37611e+00 1.37906e+00
43 1.37937e+00 1.37818e+00
44 1.37069e+00 1.37728e+00
45 1.36715e+00 1.37641e+00
46 1.36502e+00 1.37553e+00
47 1.35966e+00 1.37467e+00
48 1.36762e+00 1.37379e+00
49 1.36092e+00 1.37296e+00
50 1.37157e+00 1.37206e+00
51 1.37525e+00 1.37115e+00
52 1.36750e+00 1.37030e+00
53 1.36034e+00 1.36943e+00
54 1.35571e+00 1.36860e+00
55 1.36018e+00 1.36777e+00
56 1.36489e+00 1.36691e+00
57 1.36960e+00 1.36602e+00
58 1.36990e+00 1.36517e+00
59 1.37002e+00 1.36429e+00
60 1.36582e+00 1.36344e+00
61 1.35277e+00 1.36262e+00
62 1.35762e+00 1.36180e+00
63 1.36267e+00 1.36095e+00
64 1.35612e+00 1.36012e+00
65 1.35551e+00 1.35924e+00
66 1.35934e+00 1.35843e+00
67 1.36066e+00 1.35759e+00
68 1.35304e+00 1.35676e+00
69 1.34519e+00 1.35596e+00
70 1.34679e+00 1.35511e+00
71 1.35366e+00 1.35427e+00
72 1.34451e+00 1.35344e+00
73 1.34912e+00 1.35265e+00
74 1.34871e+00 1.35182e+00
75 1.34906e+00 1.35098e+00
76 1.34011e+00 1.35014e+00
77 1.34049e+00 1.34933e+00
78 1.33955e+00 1.34852e+00
79 1.35264e+00 1.34771e+00
80 1.34028e+00 1.34687e+00
