training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.41445e+00 1.40598e+00
1 1.40731e+00 1.40086e+00
2 1.40743e+00 1.39643e+00
3 1.40054e+00 1.39145e+00
4 1.39956e+00 1.38644e+00
5 1.38834e+00 1.38098e+00
6 1.38726e+00 1.37565e+00
7 1.37728e+00 1.36951e+00
8 1.38198e+00 1.36389e+00
9 1.36759e+00 1.35745e+00
10 1.36768e+00 1.35198e+00
11 1.36459e+00 1.34618e+00
12 1.36713e+00 1.34077e+00
13 1.35244e+00 1.33446e+00
14 1.34598e+00 1.32837e+00
15 1.33825e+00 1.32163e+00
16 1.34039e+00 1.31590e+00
17 1.33319e+00 1.30948e+00
18 1.33111e+00 1.30360e+00
19 1.32159e+00 1.29693e+00
20 1.30811e+00 1.29081e+00
21 1.30694e+00 1.28324e+00
22 1.29226e+00 1.27599e+00
23 1.30260e+00 1.26943e+00
24 1.28586e+00 1.26283e+00
25 1.27313e+00 1.25582e+00
26 1.29518e+00 1.25072e+00
27 1.27179e+00 1.24419e+00
28 1.28114e+00 1.23873e+00
29 1.27895e+00 1.23351e+00
30 1.24964e+00 1.22757e+00
31 1.26483e+00 1.22255e+00
32 1.25557e+00 1.21810e+00
33 1.23499e+00 1.21323e+00
34 1.24585e+00 1.20939e+00
35 1.25642e+00 1.20479e+00
36 1.24530e+00 1.20131e+00
37 1.23571e+00 1.19758e+00
38 1.21498e+00 1.19359e+00
39 1.24076e+00 1.19146e+00
40 1.24144e+00 1.18850e+00
41 1.22698e+00 1.18553e+00
42 1.23821e+00 1.18319e+00
43 1.24564e+00 1.18152e+00
44 1.21854e+00 1.17939e+00
45 1.20229e+00 1.17647e+00
46 1.21654e+00 1.17367e+00
47 1.22050e+00 1.17191e+00
48 1.20778e+00 1.16979e+00
49 1.25663e+00 1.16906e+00
50 1.24014e+00 1.16793e+00
51 1.20692e+00 1.16500e+00
52 1.18786e+00 1.16231e+00
53 1.21935e+00 1.16115e+00
54 1.22802e+00 1.15949e+00
55 1.18742e+00 1.15707e+00
56 1.19325e+00 1.15563e+00
57 1.22347e+00 1.15457e+00
58 1.20677e+00 1.15426e+00
59 1.19409e+00 1.15300e+00
60 1.19705e+00 1.15211e+00
61 1.24399e+00 1.15166e+00
62 1.19920e+00 1.15014e+00
63 1.17230e+00 1.14860e+00
64 1.17988e+00 1.14812e+00
65 1.17816e+00 1.14669e+00
66 1.21839e+00 1.14602e+00
67 1.19724e+00 1.14514e+00
68 1.20565e+00 1.14438e+00
69 1.22322e+00 1.14463e+00
70 1.20536e+00 1.14439e+00
71 1.18511e+00 1.14341e+00
72 1.21175e+00 1.14285e+00
73 1.19850e+00 1.14202e+00
74 1.18624e+00 1.14167e+00
75 1.19444e+00 1.14146e+00
76 1.21260e+00 1.14058e+00
77 1.20044e+00 1.14045e+00
78 1.20076e+00 1.13886e+00
79 1.19946e+00 1.13785e+00
80 1.19086e+00 1.13689e+00
