training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.44293e+00 1.39224e+00
1 1.40663e+00 1.34772e+00
2 1.35392e+00 1.31083e+00
3 1.32714e+00 1.27791e+00
4 1.29660e+00 1.25048e+00
5 1.26412e+00 1.22660e+00
6 1.24027e+00 1.20598e+00
7 1.23065e+00 1.18771e+00
8 1.20679e+00 1.17234e+00
9 1.18615e+00 1.15893e+00
10 1.17641e+00 1.14718e+00
11 1.14533e+00 1.13769e+00
12 1.14864e+00 1.12827e+00
13 1.14119e+00 1.12091e+00
14 1.12994e+00 1.11399e+00
15 1.10311e+00 1.10769e+00
16 1.11339e+00 1.10291e+00
17 1.09755e+00 1.09770e+00
18 1.09253e+00 1.09396e+00
19 1.08374e+00 1.09080e+00
20 1.07550e+00 1.08691e+00
21 1.07427e+00 1.08435e+00
22 1.07540e+00 1.08166e+00
23 1.06390e+00 1.07949e+00
24 1.05741e+00 1.07737e+00
25 1.07238e+00 1.07552e+00
26 1.05731e+00 1.07466e+00
27 1.04341e+00 1.07300e+00
28 1.04252e+00 1.07183e+00
29 1.04839e+00 1.07119e+00
30 1.05752e+00 1.07018e+00
31 1.03683e+00 1.06908e+00
32 1.04840e+00 1.06853e+00
33 1.02744e+00 1.06753e+00
34 1.04461e+00 1.06695e+00
35 1.04954e+00 1.06639e+00
36 1.03110e+00 1.06575e+00
37 1.03982e+00 1.06510e+00
38 1.04004e+00 1.06462e+00
39 1.02761e+00 1.06452e+00
40 1.02696e+00 1.06414e+00
41 1.02390e+00 1.06422e+00
42 1.03460e+00 1.06395e+00
43 1.02265e+00 1.06412e+00
44 1.01715e+00 1.06375e+00
45 1.02250e+00 1.06306e+00
46 1.02896e+00 1.06280e+00
47 1.01658e+00 1.06272e+00
48 1.02640e+00 1.06275e+00
49 1.01161e+00 1.06205e+00
50 1.01331e+00 1.06180e+00
51 1.01189e+00 1.06185e+00
52 1.01537e+00 1.06176e+00
53 1.01895e+00 1.06091e+00
54 1.01796e+00 1.06137e+00
55 1.01907e+00 1.06078e+00
56 1.01799e+00 1.06071e+00
57 1.02236e+00 1.06109e+00
58 1.01009e+00 1.06093e+00
59 1.01306e+00 1.06077e+00
60 1.00196e+00 1.06002e+00
61 1.01483e+00 1.06034e+00
62 1.00970e+00 1.06048e+00
63 1.00153e+00 1.06023e+00
64 1.00640e+00 1.06003e+00
65 1.00359e+00 1.05920e+00
66 9.92776e-01 1.05944e+00
67 9.98733e-01 1.06020e+00
68 9.95516e-01 1.05918e+00
69 9.95145e-01 1.05939e+00
70 9.94355e-01 1.05976e+00
71 1.00258e+00 1.05972e+00
72 1.00235e+00 1.05907e+00
73 9.96379e-01 1.05844e+00
74 9.94321e-01 1.05854e+00
75 1.00517e+00 1.05843e+00
76 1.00248e+00 1.05811e+00
77 9.95554e-01 1.05816e+00
78 9.96732e-01 1.05830e+00
79 9.91979e-01 1.05763e+00
80 9.86169e-01 1.05727e+00
