training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.34767e+00 1.28580e+00
1 1.19173e+00 1.12092e+00
2 1.09049e+00 1.11554e+00
3 1.07738e+00 1.07279e+00
4 1.06378e+00 1.05549e+00
5 1.02075e+00 1.06133e+00
6 1.04074e+00 1.04681e+00
7 1.02442e+00 1.03764e+00
8 9.96507e-01 1.03374e+00
9 1.00036e+00 1.03902e+00
10 1.00760e+00 1.04823e+00
11 9.76751e-01 1.05116e+00
12 9.74591e-01 1.04237e+00
13 9.72858e-01 1.05392e+00
14 1.00013e+00 1.03301e+00
15 9.78259e-01 1.02596e+00
16 9.79728e-01 1.03093e+00
17 9.77013e-01 1.02086e+00
18 9.73785e-01 1.01995e+00
19 9.75962e-01 1.02559e+00
20 9.70557e-01 1.02567e+00
21 9.60865e-01 1.02954e+00
22 9.46271e-01 1.02575e+00
23 9.48018e-01 1.02696e+00
24 9.60270e-01 1.01658e+00
25 9.57403e-01 1.01980e+00
26 9.76314e-01 1.01123e+00
27 9.63519e-01 1.02019e+00
28 9.63751e-01 1.00107e+00
29 9.61586e-01 1.00878e+00
30 9.52415e-01 1.00572e+00
31 9.34992e-01 1.00834e+00
32 9.57684e-01 1.00247e+00
33 9.55016e-01 1.00549e+00
34 9.44045e-01 1.02967e+00
35 9.49162e-01 1.01565e+00
36 9.30282e-01 1.02595e+00
37 9.39463e-01 1.01212e+00
38 9.44671e-01 1.01969e+00
39 9.51476e-01 1.01632e+00
40 9.30075e-01 1.00837e+00
41 9.38387e-01 1.00397e+00
42 9.26204e-01 1.01078e+00
43 9.23665e-01 1.01971e+00
44 9.41687e-01 1.01424e+00
45 9.49065e-01 1.01841e+00
46 9.25887e-01 1.01557e+00
47 9.22227e-01 1.02648e+00
48 9.18951e-01 1.01963e+00
49 9.24050e-01 1.00823e+00
50 9.24753e-01 1.01291e+00
51 9.13374e-01 9.99927e-01
52 9.36564e-01 9.97622e-01
53 9.15499e-01 1.00588e+00
54 9.32062e-01 1.01038e+00
55 9.30726e-01 1.01385e+00
56 9.41974e-01 9.95688e-01
57 9.39758e-01 9.95021e-01
58 9.05435e-01 1.01192e+00
59 9.23740e-01 1.00592e+00
60 9.29018e-01 1.00932e+00
61 9.16932e-01 1.00915e+00
62 9.06824e-01 1.01409e+00
63 9.31371e-01 1.00854e+00
64 9.17506e-01 1.01167e+00
65 8.99060e-01 1.01601e+00
66 8.96898e-01 1.00528e+00
67 9.14869e-01 1.00089e+00
68 8.98744e-01 1.00267e+00
69 9.05493e-01 1.00809e+00
70 9.21355e-01 9.98831e-01
71 8.97582e-01 1.00450e+00
72 9.35946e-01 9.89078e-01
73 9.24402e-01 9.91177e-01
74 9.06960e-01 1.00468e+00
75 9.12079e-01 1.00823e+00
76 9.05644e-01 1.00347e+00
77 9.10465e-01 9.98340e-01
78 8.97278e-01 1.00137e+00
79 8.76403e-01 9.99877e-01
80 8.93997e-01 9.92493e-01
