training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.53124e+00 1.15926e+00
1 1.15199e+00 1.08115e+00
2 1.11479e+00 1.06833e+00
3 1.10024e+00 1.03379e+00
4 1.08084e+00 1.05108e+00
5 1.05676e+00 1.01063e+00
6 1.02691e+00 9.69482e-01
7 1.03095e+00 1.13177e+00
8 1.04102e+00 1.00935e+00
9 1.03394e+00 9.66933e-01
10 9.94586e-01 9.64693e-01
11 9.97291e-01 9.48472e-01
12 1.00992e+00 9.91424e-01
13 9.97547e-01 9.82760e-01
14 1.00535e+00 9.76729e-01
15 9.84959e-01 9.60420e-01
16 9.70857e-01 9.78612e-01
17 9.66452e-01 9.26331e-01
18 9.64651e-01 1.10004e+00
19 9.91006e-01 9.64734e-01
20 9.76631e-01 9.60322e-01
21 9.64966e-01 9.29102e-01
22 9.61011e-01 9.34646e-01
23 9.46201e-01 9.91775e-01
24 9.73224e-01 9.23438e-01
25 9.50117e-01 9.42410e-01
26 9.44506e-01 1.02918e+00
27 9.69563e-01 9.25837e-01
28 9.42197e-01 9.02713e-01
29 9.48018e-01 9.14847e-01
30 9.42330e-01 9.22086e-01
31 9.47567e-01 9.24302e-01
32 9.33611e-01 9.32877e-01
33 9.39517e-01 9.14232e-01
34 9.42329e-01 9.18153e-01
35 9.38408e-01 9.07032e-01
36 9.34070e-01 9.14285e-01
37 9.54282e-01 9.12359e-01
38 9.45527e-01 9.26410e-01
39 9.36593e-01 9.00271e-01
40 9.16038e-01 9.03854e-01
41 9.22503e-01 9.14949e-01
42 9.35251e-01 9.16840e-01
43 9.27470e-01 8.98821e-01
44 9.26280e-01 8.89958e-01
45 9.36088e-01 8.93935e-01
46 9.24049e-01 8.92788e-01
47 9.27223e-01 9.02668e-01
48 9.22441e-01 9.23280e-01
49 9.19597e-01 9.08100e-01
50 9.26887e-01 9.05830e-01
51 9.30807e-01 9.02395e-01
52 9.23425e-01 8.92564e-01
53 9.19487e-01 8.95128e-01
54 9.10376e-01 9.34275e-01
55 9.13711e-01 9.33129e-01
56 9.22281e-01 8.97091e-01
57 9.19892e-01 8.91029e-01
58 9.13199e-01 9.02064e-01
59 9.24645e-01 8.91576e-01
60 9.14140e-01 8.98609e-01
61 9.20382e-01 9.04714e-01
62 9.08707e-01 9.12344e-01
63 9.13920e-01 8.87371e-01
64 9.14235e-01 8.96635e-01
65 9.35161e-01 9.14618e-01
66 9.15004e-01 9.42563e-01
67 9.25780e-01 8.85437e-01
68 9.14032e-01 9.29703e-01
69 9.13801e-01 8.91307e-01
70 9.02881e-01 9.08256e-01
71 9.04526e-01 9.25324e-01
72 9.14377e-01 8.94700e-01
73 9.02136e-01 8.90273e-01
74 9.02581e-01 8.99020e-01
75 9.08783e-01 9.01614e-01
76 9.01349e-01 9.07309e-01
77 9.07052e-01 8.96539e-01
78 9.06686e-01 8.83777e-01
79 9.06273e-01 8.83831e-01
80 9.09579e-01 8.92977e-01
81 9.03614e-01 8.90805e-01
82 9.03485e-01 8.83875e-01
83 8.97826e-01 9.39853e-01
84 9.03789e-01 9.04798e-01
85 9.03229e-01 8.90739e-01
86 8.99655e-01 9.05470e-01
87 8.99270e-01 8.77986e-01
88 9.00142e-01 8.83302e-01
89 9.01785e-01 8.87212e-01
90 8.93136e-01 8.96112e-01
91 9.01573e-01 8.92225e-01
92 8.98843e-01 8.79652e-01
93 9.05892e-01 8.84602e-01
94 8.92354e-01 8.76053e-01
95 8.90041e-01 8.84117e-01
96 8.96676e-01 8.80213e-01
97 8.92434e-01 8.86964e-01
98 8.79582e-01 9.00513e-01
99 9.00957e-01 9.05720e-01
100 8.97723e-01 8.83330e-01
101 8.91859e-01 8.83649e-01
102 8.90301e-01 9.09391e-01
103 8.91388e-01 9.03210e-01
104 8.98612e-01 8.81658e-01
105 8.95278e-01 8.77134e-01
106 8.95547e-01 8.89015e-01
107 8.83543e-01 9.01394e-01
108 8.87303e-01 8.86127e-01
109 8.95684e-01 9.08104e-01
110 8.92849e-01 8.72554e-01
111 8.85772e-01 8.83919e-01
112 8.86484e-01 8.93252e-01
113 8.89774e-01 8.72269e-01
114 8.96422e-01 8.78341e-01
115 8.81563e-01 8.71565e-01
116 8.88738e-01 8.99784e-01
117 8.85564e-01 8.73058e-01
118 8.89054e-01 8.82588e-01
119 8.81747e-01 8.78974e-01
120 8.86592e-01 8.71566e-01
121 8.88360e-01 8.77862e-01
122 8.87329e-01 8.72489e-01
123 8.83435e-01 8.82918e-01
124 8.79228e-01 8.69794e-01
125 8.83411e-01 9.15453e-01
126 8.82422e-01 8.81444e-01
127 8.79139e-01 8.85229e-01
128 8.80055e-01 8.65333e-01
129 8.78493e-01 8.75775e-01
130 8.80873e-01 8.83580e-01
131 8.74187e-01 8.66512e-01
132 8.72125e-01 8.69791e-01
133 8.82405e-01 9.19332e-01
134 8.89024e-01 8.62967e-01
135 8.72498e-01 8.81107e-01
136 8.75172e-01 8.91940e-01
137 8.79922e-01 8.68794e-01
138 8.73778e-01 8.75785e-01
139 8.74313e-01 8.72333e-01
140 8.73098e-01 8.74445e-01
141 8.69264e-01 8.70863e-01
142 8.73755e-01 8.88650e-01
143 8.68552e-01 8.60040e-01
144 8.55538e-01 8.62993e-01
