training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 2.08844e+00 1.47914e+00
1 1.78340e+00 1.32385e+00
2 1.68787e+00 1.28611e+00
3 1.65174e+00 1.27321e+00
4 1.61164e+00 1.26069e+00
5 1.60449e+00 1.24659e+00
6 1.57321e+00 1.23757e+00
7 1.49275e+00 1.22217e+00
8 1.51545e+00 1.21282e+00
9 1.50322e+00 1.20012e+00
10 1.47793e+00 1.19338e+00
11 1.47667e+00 1.18261e+00
12 1.44621e+00 1.17454e+00
13 1.43912e+00 1.16683e+00
14 1.43065e+00 1.16264e+00
15 1.38015e+00 1.14906e+00
16 1.36649e+00 1.14424e+00
17 1.37290e+00 1.13959e+00
18 1.36606e+00 1.13111e+00
19 1.35692e+00 1.12695e+00
20 1.34755e+00 1.11998e+00
21 1.33762e+00 1.11759e+00
22 1.29860e+00 1.11357e+00
23 1.33152e+00 1.10771e+00
24 1.29808e+00 1.10372e+00
25 1.31084e+00 1.10258e+00
26 1.27872e+00 1.10114e+00
27 1.28330e+00 1.09614e+00
28 1.28538e+00 1.09309e+00
29 1.26456e+00 1.08816e+00
30 1.25343e+00 1.09152e+00
31 1.24831e+00 1.08696e+00
32 1.24994e+00 1.08462e+00
33 1.23023e+00 1.08600e+00
34 1.23072e+00 1.07852e+00
35 1.22110e+00 1.07510e+00
36 1.21516e+00 1.07251e+00
37 1.21628e+00 1.07309e+00
38 1.19786e+00 1.06971e+00
39 1.19602e+00 1.06721e+00
40 1.21482e+00 1.06530e+00
41 1.21438e+00 1.06451e+00
42 1.18263e+00 1.06462e+00
43 1.18341e+00 1.06080e+00
44 1.18400e+00 1.06080e+00
45 1.20138e+00 1.05786e+00
46 1.19077e+00 1.05615e+00
47 1.17349e+00 1.05446e+00
48 1.15561e+00 1.05328e+00
49 1.16037e+00 1.05350e+00
50 1.17251e+00 1.05347e+00
51 1.16746e+00 1.05309e+00
52 1.15012e+00 1.05233e+00
53 1.15344e+00 1.04993e+00
54 1.14718e+00 1.04961e+00
55 1.16298e+00 1.04819e+00
56 1.15298e+00 1.04700e+00
57 1.17253e+00 1.04720e+00
58 1.15710e+00 1.04728e+00
59 1.14496e+00 1.04674e+00
60 1.15028e+00 1.04675e+00
61 1.14046e+00 1.04552e+00
62 1.13802e+00 1.04506e+00
63 1.13509e+00 1.04541e+00
64 1.13217e+00 1.04562e+00
65 1.13663e+00 1.04461e+00
66 1.14900e+00 1.04544e+00
67 1.12920e+00 1.04610e+00
68 1.14199e+00 1.04547e+00
69 1.12719e+00 1.04303e+00
70 1.12249e+00 1.04263e+00
71 1.12695e+00 1.04354e+00
72 1.13262e+00 1.04357e+00
73 1.12606e+00 1.04136e+00
74 1.10869e+00 1.04324e+00
75 1.12772e+00 1.04274e+00
76 1.13152e+00 1.04261e+00
77 1.11974e+00 1.04257e+00
78 1.11293e+00 1.04223e+00
79 1.11662e+00 1.04293e+00
80 1.10875e+00 1.03975e+00
81 1.11354e+00 1.03760e+00
82 1.10976e+00 1.03855e+00
83 1.09046e+00 1.03859e+00
84 1.10820e+00 1.03692e+00
85 1.10715e+00 1.03685e+00
86 1.10367e+00 1.03587e+00
87 1.11544e+00 1.03728e+00
88 1.09614e+00 1.03713e+00
89 1.10050e+00 1.03657e+00
90 1.10469e+00 1.03589e+00
91 1.09818e+00 1.03457e+00
92 1.09245e+00 1.03429e+00
93 1.10767e+00 1.03308e+00
94 1.07259e+00 1.03308e+00
95 1.09239e+00 1.03151e+00
96 1.10698e+00 1.03193e+00
97 1.09059e+00 1.03212e+00
98 1.11091e+00 1.03152e+00
99 1.08822e+00 1.03024e+00
100 1.10699e+00 1.02892e+00
101 1.07953e+00 1.02817e+00
102 1.08708e+00 1.02783e+00
103 1.08867e+00 1.02715e+00
104 1.09902e+00 1.02693e+00
105 1.08197e+00 1.02715e+00
106 1.07532e+00 1.02760e+00
107 1.08212e+00 1.02864e+00
108 1.08969e+00 1.02933e+00
109 1.07633e+00 1.02917e+00
110 1.09885e+00 1.02819e+00
111 1.08646e+00 1.02755e+00
112 1.08376e+00 1.02966e+00
113 1.08128e+00 1.02848e+00
114 1.08432e+00 1.02755e+00
115 1.07637e+00 1.02752e+00
116 1.08454e+00 1.02708e+00
117 1.08512e+00 1.02714e+00
118 1.08159e+00 1.02716e+00
119 1.07936e+00 1.02631e+00
120 1.07407e+00 1.02494e+00
121 1.08745e+00 1.02441e+00
122 1.06922e+00 1.02450e+00
123 1.07866e+00 1.02365e+00
124 1.08027e+00 1.02278e+00
125 1.07591e+00 1.02290e+00
126 1.08033e+00 1.02299e+00
127 1.07035e+00 1.02290e+00
128 1.07145e+00 1.02285e+00
129 1.06843e+00 1.02268e+00
130 1.07371e+00 1.02293e+00
131 1.06772e+00 1.02214e+00
132 1.06255e+00 1.02180e+00
133 1.05830e+00 1.02158e+00
134 1.07410e+00 1.02198e+00
135 1.06702e+00 1.02142e+00
136 1.06727e+00 1.02117e+00
137 1.06917e+00 1.02171e+00
138 1.06602e+00 1.02031e+00
139 1.05055e+00 1.01987e+00
140 1.06471e+00 1.01944e+00
141 1.06965e+00 1.01900e+00
142 1.07391e+00 1.01867e+00
143 1.06456e+00 1.01835e+00
144 1.06540e+00 1.01872e+00
