training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.35046e+00 1.26470e+00
1 1.27946e+00 1.19019e+00
2 1.20568e+00 1.08495e+00
3 1.15836e+00 1.05235e+00
4 1.15100e+00 1.05265e+00
5 1.12064e+00 1.03148e+00
6 1.10052e+00 1.06498e+00
7 1.09577e+00 1.05712e+00
8 1.08845e+00 1.01708e+00
9 1.06968e+00 1.00849e+00
10 1.06272e+00 1.01167e+00
11 1.05879e+00 1.00798e+00
12 1.06983e+00 1.03890e+00
13 1.06018e+00 9.81386e-01
14 1.04833e+00 9.91165e-01
15 1.03234e+00 9.87817e-01
16 1.03287e+00 9.94565e-01
17 1.04227e+00 9.72418e-01
18 1.03259e+00 9.85575e-01
19 1.01961e+00 9.75507e-01
20 1.01930e+00 9.66843e-01
21 1.02768e+00 9.72087e-01
22 1.00918e+00 9.62213e-01
23 1.01590e+00 9.76937e-01
24 1.00867e+00 9.60292e-01
25 1.00898e+00 9.59314e-01
26 1.01735e+00 9.63832e-01
27 9.99893e-01 9.64888e-01
28 1.00304e+00 9.67289e-01
29 1.00579e+00 9.49695e-01
30 9.99613e-01 9.48255e-01
31 9.95581e-01 9.58247e-01
32 9.97516e-01 9.47133e-01
33 1.00134e+00 9.46405e-01
34 9.89242e-01 9.42329e-01
35 9.89184e-01 9.42774e-01
36 9.82496e-01 9.48448e-01
37 9.90483e-01 9.44125e-01
38 9.79761e-01 9.39850e-01
39 9.85138e-01 9.45512e-01
40 9.77427e-01 9.47062e-01
41 9.74868e-01 9.44017e-01
42 9.72027e-01 9.46555e-01
43 9.86683e-01 9.37084e-01
44 9.75743e-01 9.38208e-01
45 9.75903e-01 9.36752e-01
46 9.77410e-01 9.35116e-01
47 9.78931e-01 9.34694e-01
48 9.70969e-01 9.35172e-01
49 9.81156e-01 9.44601e-01
50 9.75314e-01 9.53937e-01
51 9.89055e-01 9.36072e-01
52 9.67360e-01 9.35302e-01
53 9.76761e-01 9.41680e-01
54 9.72809e-01 9.35351e-01
55 9.68912e-01 9.44683e-01
56 9.71469e-01 9.25880e-01
57 9.65823e-01 9.32244e-01
58 9.64692e-01 9.43333e-01
59 9.65612e-01 9.28254e-01
60 9.60966e-01 9.35781e-01
61 9.67975e-01 9.23383e-01
62 9.60264e-01 9.29221e-01
63 9.64657e-01 9.28869e-01
64 9.57620e-01 9.26706e-01
65 9.53238e-01 9.21191e-01
66 9.60037e-01 9.18103e-01
67 9.56334e-01 9.12331e-01
68 9.58452e-01 9.17175e-01
69 9.47358e-01 9.12443e-01
70 9.42728e-01 9.13878e-01
71 9.49470e-01 9.16974e-01
72 9.58654e-01 9.17000e-01
73 9.46291e-01 9.19872e-01
74 9.51901e-01 9.17257e-01
75 9.56653e-01 9.09464e-01
76 9.52744e-01 9.11639e-01
77 9.54497e-01 9.13269e-01
78 9.51380e-01 9.13931e-01
79 9.41502e-01 9.04983e-01
80 9.47313e-01 9.05642e-01
81 9.54975e-01 9.11270e-01
82 9.47488e-01 9.10422e-01
83 9.37769e-01 9.20771e-01
84 9.54745e-01 9.07215e-01
85 9.33707e-01 9.12947e-01
86 9.52652e-01 9.13491e-01
87 9.38109e-01 9.04516e-01
88 9.40041e-01 9.05389e-01
89 9.44037e-01 9.09421e-01
90 9.44650e-01 9.05817e-01
91 9.44142e-01 9.09245e-01
92 9.38738e-01 9.21731e-01
93 9.44093e-01 9.09121e-01
94 9.45318e-01 9.08575e-01
95 9.31050e-01 9.07742e-01
96 9.36536e-01 9.02905e-01
97 9.34847e-01 8.99103e-01
98 9.40949e-01 9.00609e-01
99 9.47415e-01 9.00968e-01
100 9.35094e-01 8.95709e-01
101 9.40171e-01 9.00641e-01
102 9.36484e-01 8.97558e-01
103 9.34252e-01 8.97178e-01
104 9.28734e-01 8.93000e-01
105 9.38409e-01 8.93897e-01
106 9.35219e-01 8.86835e-01
107 9.21348e-01 8.87673e-01
108 9.26172e-01 8.87480e-01
109 9.35225e-01 8.94678e-01
110 9.21822e-01 8.86914e-01
111 9.16696e-01 8.91632e-01
112 9.23235e-01 8.89757e-01
113 9.29007e-01 8.89948e-01
114 9.22845e-01 8.89824e-01
115 9.36026e-01 8.87434e-01
116 9.25716e-01 8.93388e-01
117 9.29211e-01 8.89817e-01
118 9.20642e-01 8.85414e-01
119 9.26870e-01 9.00700e-01
120 9.25433e-01 8.90352e-01
121 9.16687e-01 8.95918e-01
122 9.25670e-01 9.00518e-01
123 9.18001e-01 8.85116e-01
124 9.16038e-01 8.86926e-01
125 9.15301e-01 8.95520e-01
126 9.31439e-01 8.87246e-01
127 9.22744e-01 8.89766e-01
128 9.25325e-01 8.95496e-01
129 9.27320e-01 8.82869e-01
130 9.17202e-01 8.89012e-01
131 9.28513e-01 8.85913e-01
132 9.18088e-01 8.79834e-01
133 9.20457e-01 8.93001e-01
134 9.12461e-01 8.78128e-01
135 9.22631e-01 8.86416e-01
136 9.15696e-01 8.87062e-01
137 9.11593e-01 8.98466e-01
138 9.20199e-01 8.83230e-01
139 9.18575e-01 8.85084e-01
140 9.13320e-01 8.78946e-01
141 9.22315e-01 8.81343e-01
142 9.17823e-01 8.83608e-01
143 9.18192e-01 8.80357e-01
144 9.08595e-01 8.76768e-01
