training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.32782e+00 1.27934e+00
1 1.29366e+00 1.25490e+00
2 1.26732e+00 1.21506e+00
3 1.23608e+00 1.15954e+00
4 1.19507e+00 1.10396e+00
5 1.17782e+00 1.08301e+00
6 1.14709e+00 1.06920e+00
7 1.14135e+00 1.06457e+00
8 1.12074e+00 1.05049e+00
9 1.11653e+00 1.04816e+00
10 1.12944e+00 1.04812e+00
11 1.10084e+00 1.03604e+00
12 1.10336e+00 1.03879e+00
13 1.10398e+00 1.02737e+00
14 1.08468e+00 1.02807e+00
15 1.08936e+00 1.02520e+00
16 1.08635e+00 1.02332e+00
17 1.08333e+00 1.02269e+00
18 1.06904e+00 1.01505e+00
19 1.07950e+00 1.01207e+00
20 1.06711e+00 1.00980e+00
21 1.06645e+00 1.01093e+00
22 1.05143e+00 1.00410e+00
23 1.05835e+00 9.97949e-01
24 1.07190e+00 1.01171e+00
25 1.05301e+00 9.94172e-01
26 1.05991e+00 9.91839e-01
27 1.04624e+00 9.84976e-01
28 1.06170e+00 9.87967e-01
29 1.04046e+00 9.87425e-01
30 1.05199e+00 9.87414e-01
31 1.03683e+00 9.81593e-01
32 1.04004e+00 9.78187e-01
33 1.03082e+00 9.73757e-01
34 1.03613e+00 9.76298e-01
35 1.02581e+00 9.75610e-01
36 1.03539e+00 9.74705e-01
37 1.01877e+00 9.66860e-01
38 1.02232e+00 9.69450e-01
39 1.01900e+00 9.63186e-01
40 1.03119e+00 9.66413e-01
41 1.02678e+00 9.69592e-01
42 1.01490e+00 9.63869e-01
43 1.02065e+00 9.68446e-01
44 1.00971e+00 9.59957e-01
45 1.00849e+00 9.58053e-01
46 1.01441e+00 9.59243e-01
47 1.01552e+00 9.56268e-01
48 1.00354e+00 9.62805e-01
49 1.01156e+00 9.57485e-01
50 1.00185e+00 9.54780e-01
51 9.94345e-01 9.50690e-01
52 1.00680e+00 9.54053e-01
53 9.95774e-01 9.55844e-01
54 1.00083e+00 9.53292e-01
55 9.94558e-01 9.60026e-01
56 9.96024e-01 9.57136e-01
57 1.00874e+00 9.51362e-01
58 9.93714e-01 9.48798e-01
59 9.94288e-01 9.59498e-01
60 9.83792e-01 9.45509e-01
61 9.82515e-01 9.46941e-01
62 9.88333e-01 9.45099e-01
63 9.80185e-01 9.40402e-01
64 9.83317e-01 9.43913e-01
65 9.85846e-01 9.46555e-01
66 9.85977e-01 9.47767e-01
67 9.90569e-01 9.48233e-01
68 9.82778e-01 9.42327e-01
69 9.78989e-01 9.47446e-01
70 9.79482e-01 9.47178e-01
71 9.74609e-01 9.38696e-01
72 9.88595e-01 9.40847e-01
73 9.83971e-01 9.39863e-01
74 9.77011e-01 9.47976e-01
75 9.74242e-01 9.41818e-01
76 9.74456e-01 9.37926e-01
77 9.67906e-01 9.39151e-01
78 9.70334e-01 9.43586e-01
79 9.70928e-01 9.43840e-01
80 9.81817e-01 9.40758e-01
81 9.68287e-01 9.40596e-01
82 9.70187e-01 9.40403e-01
83 9.62189e-01 9.38166e-01
84 9.80387e-01 9.40748e-01
85 9.74532e-01 9.40474e-01
86 9.71483e-01 9.36625e-01
87 9.65091e-01 9.37113e-01
88 9.81910e-01 9.35709e-01
89 9.76715e-01 9.44493e-01
90 9.65210e-01 9.38668e-01
91 9.75459e-01 9.33344e-01
92 9.63299e-01 9.32894e-01
93 9.70717e-01 9.35490e-01
94 9.64482e-01 9.38194e-01
95 9.59254e-01 9.32040e-01
96 9.65732e-01 9.36136e-01
97 9.58665e-01 9.30177e-01
98 9.74098e-01 9.28618e-01
99 9.68882e-01 9.31936e-01
100 9.70148e-01 9.36379e-01
101 9.70392e-01 9.37102e-01
102 9.58502e-01 9.29460e-01
103 9.60565e-01 9.32432e-01
104 9.52985e-01 9.27867e-01
105 9.59667e-01 9.29170e-01
106 9.66847e-01 9.28914e-01
107 9.72180e-01 9.32968e-01
108 9.58466e-01 9.31796e-01
109 9.65706e-01 9.29008e-01
110 9.55015e-01 9.24734e-01
111 9.50192e-01 9.26587e-01
112 9.73542e-01 9.28989e-01
113 9.64635e-01 9.28858e-01
114 9.58596e-01 9.31340e-01
115 9.68150e-01 9.26529e-01
116 9.51826e-01 9.25253e-01
117 9.56621e-01 9.29222e-01
118 9.53536e-01 9.26484e-01
119 9.63777e-01 9.29676e-01
120 9.61099e-01 9.31598e-01
121 9.59324e-01 9.27514e-01
122 9.60766e-01 9.26016e-01
123 9.55402e-01 9.26352e-01
124 9.47268e-01 9.22246e-01
125 9.53719e-01 9.24886e-01
126 9.57761e-01 9.28368e-01
127 9.45473e-01 9.29167e-01
128 9.53315e-01 9.21456e-01
129 9.57430e-01 9.24900e-01
130 9.65519e-01 9.26772e-01
131 9.54480e-01 9.22883e-01
132 9.55134e-01 9.23340e-01
133 9.49989e-01 9.24973e-01
134 9.45453e-01 9.20450e-01
135 9.53668e-01 9.18635e-01
136 9.62410e-01 9.20777e-01
137 9.45716e-01 9.23489e-01
138 9.57501e-01 9.18188e-01
139 9.44150e-01 9.15242e-01
140 9.54464e-01 9.18395e-01
141 9.44991e-01 9.18737e-01
142 9.53382e-01 9.19914e-01
143 9.51261e-01 9.16748e-01
144 9.47025e-01 9.16351e-01
