training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.65119e+00 1.38532e+00
1 1.61725e+00 1.36919e+00
2 1.55145e+00 1.35310e+00
3 1.53591e+00 1.34109e+00
4 1.48895e+00 1.33395e+00
5 1.48807e+00 1.33051e+00
6 1.46824e+00 1.32737e+00
7 1.46950e+00 1.32657e+00
8 1.43553e+00 1.32445e+00
9 1.43188e+00 1.32311e+00
10 1.43764e+00 1.32133e+00
11 1.42321e+00 1.31994e+00
12 1.41410e+00 1.31805e+00
13 1.39659e+00 1.31586e+00
14 1.40859e+00 1.31486e+00
15 1.40011e+00 1.31346e+00
16 1.37990e+00 1.31168e+00
17 1.40426e+00 1.31187e+00
18 1.39750e+00 1.31094e+00
19 1.38130e+00 1.30974e+00
20 1.37341e+00 1.30892e+00
21 1.39132e+00 1.30805e+00
22 1.37683e+00 1.30647e+00
23 1.37202e+00 1.30678e+00
24 1.37378e+00 1.30553e+00
25 1.35128e+00 1.30348e+00
26 1.36924e+00 1.30148e+00
27 1.37189e+00 1.30104e+00
28 1.35222e+00 1.30111e+00
29 1.36244e+00 1.29977e+00
30 1.36224e+00 1.29902e+00
31 1.35101e+00 1.29698e+00
32 1.35635e+00 1.29566e+00
33 1.34940e+00 1.29290e+00
34 1.35001e+00 1.29393e+00
35 1.36164e+00 1.29346e+00
36 1.33455e+00 1.29191e+00
37 1.35169e+00 1.29085e+00
38 1.35592e+00 1.28745e+00
39 1.33603e+00 1.28691e+00
40 1.33914e+00 1.28548e+00
41 1.36285e+00 1.28570e+00
42 1.34885e+00 1.28491e+00
43 1.34487e+00 1.28369e+00
44 1.33431e+00 1.28182e+00
45 1.34397e+00 1.28185e+00
46 1.32519e+00 1.27918e+00
47 1.33712e+00 1.27873e+00
48 1.32791e+00 1.27876e+00
49 1.33845e+00 1.27762e+00
50 1.33217e+00 1.27686e+00
51 1.32630e+00 1.27486e+00
52 1.33293e+00 1.27371e+00
53 1.34110e+00 1.27267e+00
54 1.33378e+00 1.27162e+00
55 1.31532e+00 1.27005e+00
56 1.31323e+00 1.26857e+00
57 1.32158e+00 1.26682e+00
58 1.31877e+00 1.26609e+00
59 1.31381e+00 1.26419e+00
60 1.29501e+00 1.26249e+00
61 1.30810e+00 1.26004e+00
62 1.32964e+00 1.25961e+00
63 1.30671e+00 1.25870e+00
64 1.33310e+00 1.25888e+00
65 1.31266e+00 1.25839e+00
66 1.31355e+00 1.25692e+00
67 1.31368e+00 1.25623e+00
68 1.31286e+00 1.25557e+00
69 1.31031e+00 1.25388e+00
70 1.31058e+00 1.25300e+00
71 1.30835e+00 1.25178e+00
72 1.30451e+00 1.25040e+00
73 1.29462e+00 1.24983e+00
74 1.31273e+00 1.24955e+00
75 1.30710e+00 1.24947e+00
76 1.31282e+00 1.24882e+00
77 1.30565e+00 1.24756e+00
78 1.31258e+00 1.24620e+00
79 1.31003e+00 1.24544e+00
80 1.29350e+00 1.24408e+00
81 1.29883e+00 1.24336e+00
82 1.29913e+00 1.24180e+00
83 1.29534e+00 1.24065e+00
84 1.30307e+00 1.23853e+00
85 1.29624e+00 1.23751e+00
86 1.29191e+00 1.23612e+00
87 1.29410e+00 1.23401e+00
88 1.28430e+00 1.23260e+00
89 1.28795e+00 1.23031e+00
90 1.28320e+00 1.22833e+00
91 1.27435e+00 1.22599e+00
92 1.29340e+00 1.22524e+00
93 1.28251e+00 1.22395e+00
94 1.28357e+00 1.22300e+00
95 1.29339e+00 1.22255e+00
96 1.29431e+00 1.22087e+00
97 1.28767e+00 1.22007e+00
98 1.26913e+00 1.21813e+00
99 1.25995e+00 1.21655e+00
100 1.28551e+00 1.21565e+00
101 1.27826e+00 1.21524e+00
102 1.28099e+00 1.21463e+00
103 1.26530e+00 1.21231e+00
104 1.27078e+00 1.21129e+00
105 1.28575e+00 1.21116e+00
106 1.26796e+00 1.20936e+00
107 1.28073e+00 1.20932e+00
108 1.26691e+00 1.20676e+00
109 1.26279e+00 1.20427e+00
110 1.27937e+00 1.20336e+00
111 1.26869e+00 1.20236e+00
112 1.26837e+00 1.19913e+00
113 1.24768e+00 1.19631e+00
114 1.26109e+00 1.19468e+00
115 1.25384e+00 1.19441e+00
116 1.25812e+00 1.19265e+00
117 1.27460e+00 1.19082e+00
118 1.26805e+00 1.18978e+00
119 1.25489e+00 1.18812e+00
120 1.24912e+00 1.18631e+00
121 1.25352e+00 1.18356e+00
122 1.23283e+00 1.18004e+00
123 1.25894e+00 1.17920e+00
124 1.25228e+00 1.17617e+00
125 1.25029e+00 1.17605e+00
126 1.24398e+00 1.17447e+00
127 1.24076e+00 1.17254e+00
128 1.26838e+00 1.17279e+00
129 1.25740e+00 1.17318e+00
130 1.24738e+00 1.17243e+00
131 1.24990e+00 1.17209e+00
132 1.23600e+00 1.17039e+00
133 1.23765e+00 1.16729e+00
134 1.24706e+00 1.16665e+00
135 1.22213e+00 1.16253e+00
136 1.25343e+00 1.16212e+00
137 1.24648e+00 1.16100e+00
138 1.23259e+00 1.16042e+00
139 1.24304e+00 1.15890e+00
140 1.24219e+00 1.15700e+00
141 1.21927e+00 1.15474e+00
142 1.23603e+00 1.15497e+00
143 1.23860e+00 1.15265e+00
144 1.23684e+00 1.15046e+00
