training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 2.20860e+00 1.18767e+00
1 1.67365e+00 1.19094e+00
2 1.50775e+00 1.03889e+00
3 1.36367e+00 1.02278e+00
4 1.29488e+00 9.89733e-01
5 1.25284e+00 1.06717e+00
6 1.18577e+00 9.70889e-01
7 1.19468e+00 9.65595e-01
8 1.11161e+00 9.67315e-01
9 1.12676e+00 9.58124e-01
10 1.08434e+00 9.81986e-01
11 1.07510e+00 9.42594e-01
12 1.04442e+00 9.71544e-01
13 1.06017e+00 9.64102e-01
14 1.04028e+00 9.51916e-01
15 1.02698e+00 9.50635e-01
16 1.01294e+00 9.46413e-01
17 1.02760e+00 9.56981e-01
18 1.00336e+00 9.32392e-01
19 9.96031e-01 9.33234e-01
20 9.95064e-01 9.47663e-01
21 1.00792e+00 1.04621e+00
22 9.97986e-01 9.33748e-01
23 9.89534e-01 9.30952e-01
24 9.93598e-01 9.21750e-01
25 9.75862e-01 9.35323e-01
26 9.80474e-01 9.35311e-01
27 9.68808e-01 9.56441e-01
28 9.74217e-01 9.55576e-01
29 9.66009e-01 9.13039e-01
30 9.69956e-01 9.21299e-01
31 9.54903e-01 9.27763e-01
32 9.93603e-01 9.27016e-01
33 9.64956e-01 9.25781e-01
34 9.65532e-01 9.50967e-01
35 9.64565e-01 9.10513e-01
36 9.45788e-01 9.19189e-01
37 9.64404e-01 9.34840e-01
38 9.75597e-01 9.24928e-01
39 9.70557e-01 9.10268e-01
40 9.55104e-01 9.20653e-01
41 9.52117e-01 9.55465e-01
42 9.68533e-01 9.11709e-01
43 9.34305e-01 9.11828e-01
44 9.52485e-01 9.45793e-01
45 9.58222e-01 9.36257e-01
46 9.63893e-01 9.20624e-01
47 9.42007e-01 9.14003e-01
48 9.45182e-01 9.51150e-01
49 9.44109e-01 9.05586e-01
50 9.37551e-01 9.13104e-01
51 9.46436e-01 9.36142e-01
52 9.37616e-01 9.04459e-01
53 9.40390e-01 9.26076e-01
54 9.41805e-01 9.84255e-01
55 9.48455e-01 9.21029e-01
56 9.38133e-01 9.04068e-01
57 9.47068e-01 9.06457e-01
58 9.40369e-01 9.09754e-01
59 9.30009e-01 9.30470e-01
60 9.45761e-01 9.16825e-01
61 9.42957e-01 9.24637e-01
62 9.42932e-01 9.19333e-01
63 9.48908e-01 9.40034e-01
64 9.61260e-01 9.05877e-01
65 9.45107e-01 9.05340e-01
66 9.45212e-01 9.19202e-01
67 9.40811e-01 9.11926e-01
68 9.35013e-01 9.08714e-01
69 9.38086e-01 9.03513e-01
70 9.43915e-01 9.16386e-01
71 9.40223e-01 9.39623e-01
72 9.39859e-01 9.04902e-01
73 9.30022e-01 9.25147e-01
74 9.34572e-01 9.26688e-01
75 9.42999e-01 9.08289e-01
76 9.35046e-01 9.14840e-01
77 9.40178e-01 9.09028e-01
78 9.23089e-01 9.04319e-01
79 9.30875e-01 9.05849e-01
80 9.34251e-01 9.28005e-01
81 9.31659e-01 9.36742e-01
82 9.33569e-01 9.10809e-01
83 9.39069e-01 9.12715e-01
84 9.35718e-01 8.99364e-01
85 9.32215e-01 9.21972e-01
86 9.45768e-01 9.08259e-01
87 9.36776e-01 9.26327e-01
88 9.25661e-01 8.99481e-01
89 9.27992e-01 8.95594e-01
90 9.28841e-01 9.14364e-01
91 9.27830e-01 9.13056e-01
92 9.36785e-01 9.11658e-01
93 9.32248e-01 9.07907e-01
94 9.27212e-01 9.30839e-01
95 9.41065e-01 9.23496e-01
96 9.27122e-01 9.03495e-01
97 9.25213e-01 9.09512e-01
98 9.29815e-01 9.04309e-01
99 9.17277e-01 8.97971e-01
100 9.17400e-01 8.98436e-01
101 9.18810e-01 8.95971e-01
102 9.18628e-01 9.13861e-01
103 9.28346e-01 8.93244e-01
104 9.27022e-01 9.03910e-01
105 9.29469e-01 8.99761e-01
106 9.07840e-01 9.02319e-01
107 9.13996e-01 8.99088e-01
108 9.17875e-01 9.00230e-01
109 9.21071e-01 9.02515e-01
110 9.24064e-01 9.01351e-01
111 9.32387e-01 9.25293e-01
112 9.29713e-01 9.10924e-01
113 9.26443e-01 9.09269e-01
114 9.20429e-01 9.45378e-01
115 9.26296e-01 9.08333e-01
116 9.22979e-01 9.11945e-01
117 9.18430e-01 8.95051e-01
118 9.17821e-01 9.01254e-01
119 9.18549e-01 9.20467e-01
120 9.21795e-01 8.98940e-01
121 9.15838e-01 8.97087e-01
122 9.20244e-01 9.05722e-01
123 9.12017e-01 8.95223e-01
124 9.17818e-01 8.94686e-01
125 9.18194e-01 9.00189e-01
126 9.24427e-01 9.13741e-01
127 9.13241e-01 9.02408e-01
128 9.11480e-01 9.02118e-01
129 9.12704e-01 8.92999e-01
130 9.06964e-01 8.99124e-01
131 9.09769e-01 8.92874e-01
132 9.19660e-01 8.92381e-01
133 9.14144e-01 8.95016e-01
134 9.30183e-01 8.92206e-01
135 9.01762e-01 9.15225e-01
136 9.22612e-01 8.93748e-01
137 9.20531e-01 9.05608e-01
138 9.18284e-01 9.04691e-01
139 9.16265e-01 8.96707e-01
140 9.19942e-01 8.94152e-01
141 9.10670e-01 8.91707e-01
142 9.05398e-01 9.00041e-01
143 9.09651e-01 9.13329e-01
144 9.15638e-01 8.92612e-01
