training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.35847e+00 1.29459e+00
1 1.30234e+00 1.25386e+00
2 1.28189e+00 1.19876e+00
3 1.22577e+00 1.12380e+00
4 1.19560e+00 1.09936e+00
5 1.17310e+00 1.08676e+00
6 1.14485e+00 1.04643e+00
7 1.14301e+00 1.03747e+00
8 1.13123e+00 1.04293e+00
9 1.10026e+00 1.02049e+00
10 1.11475e+00 1.01417e+00
11 1.09457e+00 1.01600e+00
12 1.07892e+00 9.95499e-01
13 1.06072e+00 1.01123e+00
14 1.08696e+00 1.00668e+00
15 1.06516e+00 9.88781e-01
16 1.05324e+00 9.81046e-01
17 1.06060e+00 9.79864e-01
18 1.05473e+00 9.81559e-01
19 1.05858e+00 9.74635e-01
20 1.03131e+00 9.82295e-01
21 1.05404e+00 9.66702e-01
22 1.05305e+00 9.65058e-01
23 1.03318e+00 9.63973e-01
24 1.03385e+00 9.95282e-01
25 1.01862e+00 9.59718e-01
26 1.01843e+00 9.57062e-01
27 1.02260e+00 9.56451e-01
28 1.02732e+00 9.58681e-01
29 1.02902e+00 9.57046e-01
30 1.01926e+00 9.53087e-01
31 1.02090e+00 9.50609e-01
32 1.00212e+00 9.50052e-01
33 1.00822e+00 9.60027e-01
34 1.00589e+00 9.47856e-01
35 1.00676e+00 9.44982e-01
36 1.00545e+00 9.54955e-01
37 9.95428e-01 9.39570e-01
38 1.00652e+00 9.46158e-01
39 9.93154e-01 9.39729e-01
40 9.90658e-01 9.42561e-01
41 1.01385e+00 9.44313e-01
42 9.94978e-01 9.38658e-01
43 9.96488e-01 9.37274e-01
44 9.90472e-01 9.33684e-01
45 9.95839e-01 9.38549e-01
46 9.93861e-01 9.38629e-01
47 9.97851e-01 9.41253e-01
48 9.87711e-01 9.39423e-01
49 9.91309e-01 9.30417e-01
50 9.73742e-01 9.38892e-01
51 9.83520e-01 9.35780e-01
52 9.89702e-01 9.33948e-01
53 9.83595e-01 9.33507e-01
54 9.86755e-01 9.31295e-01
55 9.73931e-01 9.42818e-01
56 9.91307e-01 9.29275e-01
57 9.84874e-01 9.39255e-01
58 9.79287e-01 9.29527e-01
59 9.65415e-01 9.33612e-01
60 9.95283e-01 9.26570e-01
61 9.77157e-01 9.32807e-01
62 9.71930e-01 9.37306e-01
63 9.78409e-01 9.25136e-01
64 9.72322e-01 9.31837e-01
65 9.59567e-01 9.27878e-01
66 9.71509e-01 9.34285e-01
67 9.69604e-01 9.25554e-01
68 9.58983e-01 9.21921e-01
69 9.72439e-01 9.19699e-01
70 9.60044e-01 9.28995e-01
71 9.76731e-01 9.21655e-01
72 9.71026e-01 9.21111e-01
73 9.58214e-01 9.26670e-01
74 9.79469e-01 9.20712e-01
75 9.60563e-01 9.21031e-01
76 9.63517e-01 9.18624e-01
77 9.61203e-01 9.14971e-01
78 9.52468e-01 9.13809e-01
79 9.54552e-01 9.29439e-01
80 9.68953e-01 9.15679e-01
81 9.62140e-01 9.27777e-01
82 9.71231e-01 9.18355e-01
83 9.66121e-01 9.14965e-01
84 9.62498e-01 9.12175e-01
85 9.56503e-01 9.12241e-01
86 9.63221e-01 9.13298e-01
87 9.59658e-01 9.14620e-01
88 9.48839e-01 9.15408e-01
89 9.67012e-01 9.12471e-01
90 9.51664e-01 9.11327e-01
91 9.52647e-01 9.09602e-01
92 9.60580e-01 9.11956e-01
93 9.64415e-01 9.13231e-01
94 9.49249e-01 9.09137e-01
95 9.52502e-01 9.11079e-01
96 9.55340e-01 9.07996e-01
97 9.49938e-01 9.11177e-01
98 9.52376e-01 9.20417e-01
99 9.53270e-01 9.15645e-01
100 9.46935e-01 9.05844e-01
101 9.51139e-01 9.05491e-01
102 9.56225e-01 9.13729e-01
103 9.50010e-01 9.05817e-01
104 9.60948e-01 9.07178e-01
105 9.52155e-01 9.10298e-01
106 9.34581e-01 9.08189e-01
107 9.60632e-01 9.07964e-01
108 9.65093e-01 9.06862e-01
109 9.49536e-01 9.05837e-01
110 9.47652e-01 9.09578e-01
111 9.59387e-01 9.05776e-01
112 9.55801e-01 9.02809e-01
113 9.46387e-01 9.06451e-01
114 9.33728e-01 9.00708e-01
115 9.43010e-01 8.98340e-01
116 9.53472e-01 9.00647e-01
117 9.38363e-01 8.99197e-01
118 9.47076e-01 8.97046e-01
119 9.39756e-01 8.98070e-01
120 9.38377e-01 8.97310e-01
121 9.40721e-01 8.95374e-01
122 9.42924e-01 8.99029e-01
123 9.46497e-01 8.98837e-01
124 9.43688e-01 9.05392e-01
125 9.48732e-01 9.03452e-01
126 9.45813e-01 9.32003e-01
127 9.51906e-01 9.01114e-01
128 9.34253e-01 8.97332e-01
129 9.49609e-01 9.10858e-01
130 9.50370e-01 9.02689e-01
131 9.42412e-01 8.98106e-01
132 9.38804e-01 8.98449e-01
133 9.48238e-01 8.97177e-01
134 9.35184e-01 8.98857e-01
135 9.40947e-01 8.99299e-01
136 9.46245e-01 8.99341e-01
137 9.31398e-01 8.99918e-01
138 9.40839e-01 9.06041e-01
139 9.40340e-01 8.94815e-01
140 9.43780e-01 8.99290e-01
141 9.38719e-01 8.96926e-01
142 9.26604e-01 8.96127e-01
143 9.36343e-01 8.98292e-01
144 9.33470e-01 9.12792e-01
