training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.32867e+00 1.21655e+00
1 1.36564e+00 1.32496e+00
2 1.25348e+00 1.14882e+00
3 1.16476e+00 1.06916e+00
4 1.10820e+00 1.04409e+00
5 1.09701e+00 1.05780e+00
6 1.13014e+00 1.01780e+00
7 1.07370e+00 1.02825e+00
8 1.07450e+00 1.03243e+00
9 1.05460e+00 1.00981e+00
10 1.04484e+00 9.89773e-01
11 1.05386e+00 9.82886e-01
12 1.02670e+00 1.03898e+00
13 1.06127e+00 9.83247e-01
14 1.01474e+00 9.67784e-01
15 1.01874e+00 9.84011e-01
16 1.01681e+00 9.90402e-01
17 1.04545e+00 9.86157e-01
18 1.00768e+00 9.90639e-01
19 1.01115e+00 9.56158e-01
20 1.02321e+00 1.02587e+00
21 1.01595e+00 9.69502e-01
22 9.98792e-01 9.35673e-01
23 9.99203e-01 9.54053e-01
24 9.94010e-01 9.40447e-01
25 1.01261e+00 9.59506e-01
26 9.86692e-01 9.53216e-01
27 9.92848e-01 9.28044e-01
28 9.92519e-01 9.32598e-01
29 9.81928e-01 9.36412e-01
30 1.00862e+00 9.64885e-01
31 9.79034e-01 9.28456e-01
32 9.63911e-01 9.43731e-01
33 9.78235e-01 9.29944e-01
34 9.62490e-01 9.11210e-01
35 9.76885e-01 9.21803e-01
36 9.84297e-01 9.33981e-01
37 9.71094e-01 9.24867e-01
38 9.78319e-01 9.32571e-01
39 9.70078e-01 9.37861e-01
40 9.67052e-01 9.39306e-01
41 9.64851e-01 9.16431e-01
42 9.60890e-01 9.26148e-01
43 9.66039e-01 9.03822e-01
44 9.63737e-01 9.23011e-01
45 9.58122e-01 9.08784e-01
46 9.62497e-01 9.22518e-01
47 9.84335e-01 9.29678e-01
48 9.68501e-01 9.11550e-01
49 9.46060e-01 9.06194e-01
50 9.58876e-01 9.51114e-01
51 9.54772e-01 9.34471e-01
52 9.60671e-01 9.00777e-01
53 9.52467e-01 9.12386e-01
54 9.43350e-01 9.27509e-01
55 9.58910e-01 9.43685e-01
56 9.43524e-01 8.93492e-01
57 9.43527e-01 9.07531e-01
58 9.48111e-01 9.03283e-01
59 9.49934e-01 9.01921e-01
60 9.49757e-01 9.12420e-01
61 9.42664e-01 9.26797e-01
62 9.43321e-01 9.03308e-01
63 9.38955e-01 8.92966e-01
64 9.44040e-01 9.00166e-01
65 9.44899e-01 9.05386e-01
66 9.32921e-01 9.06675e-01
67 9.32114e-01 9.07707e-01
68 9.59169e-01 9.08278e-01
69 9.25794e-01 8.98908e-01
70 9.33443e-01 8.99148e-01
71 9.45174e-01 9.11344e-01
72 9.42690e-01 9.01192e-01
73 9.25991e-01 9.05138e-01
74 9.59610e-01 9.28381e-01
75 9.33748e-01 8.93178e-01
76 9.36690e-01 8.94483e-01
77 9.34597e-01 9.10114e-01
78 9.30305e-01 9.10830e-01
79 9.24098e-01 8.99459e-01
80 9.37695e-01 8.94294e-01
81 9.32599e-01 9.06251e-01
82 9.34077e-01 9.00223e-01
83 9.12014e-01 9.00161e-01
84 9.58182e-01 8.90356e-01
85 9.29844e-01 9.02390e-01
86 9.23153e-01 8.83443e-01
87 9.30716e-01 8.98034e-01
88 9.15124e-01 8.96136e-01
89 9.29225e-01 9.02650e-01
90 9.25037e-01 8.80632e-01
91 9.23388e-01 9.09996e-01
92 9.20469e-01 9.07819e-01
93 9.24326e-01 8.87691e-01
94 9.29656e-01 8.98734e-01
95 9.22353e-01 8.91644e-01
96 9.28052e-01 9.03615e-01
97 9.29249e-01 9.59234e-01
98 9.42895e-01 8.87107e-01
99 9.42442e-01 9.06821e-01
100 9.25581e-01 8.82527e-01
101 9.24618e-01 8.91694e-01
102 9.31430e-01 8.75239e-01
103 9.26766e-01 8.99590e-01
104 9.21592e-01 8.75700e-01
105 9.23776e-01 8.95277e-01
106 9.32085e-01 9.11378e-01
107 9.29020e-01 8.76681e-01
108 9.19523e-01 8.95473e-01
109 9.19100e-01 8.85702e-01
110 9.20626e-01 8.86136e-01
111 9.26195e-01 9.00994e-01
112 9.28659e-01 8.81578e-01
113 9.18946e-01 9.14441e-01
114 9.28630e-01 8.79937e-01
115 9.25187e-01 8.90970e-01
116 9.07041e-01 9.02765e-01
117 9.16887e-01 9.01249e-01
118 9.16195e-01 8.82972e-01
119 9.32704e-01 9.05714e-01
120 9.07431e-01 8.94815e-01
121 9.09969e-01 8.73172e-01
122 9.13810e-01 8.73935e-01
123 9.15679e-01 8.87344e-01
124 9.15653e-01 8.70194e-01
125 9.05712e-01 9.06495e-01
126 9.09173e-01 8.87822e-01
127 9.18593e-01 9.32034e-01
128 9.25140e-01 8.67872e-01
129 9.15694e-01 8.90505e-01
130 9.16745e-01 8.76156e-01
131 9.21731e-01 8.78598e-01
132 9.06326e-01 8.68417e-01
133 9.08042e-01 8.78908e-01
134 9.09634e-01 8.74455e-01
135 9.21618e-01 8.84780e-01
136 9.04793e-01 8.84302e-01
137 9.09531e-01 8.80674e-01
138 9.11764e-01 8.78765e-01
139 9.04918e-01 8.75563e-01
140 9.13177e-01 8.69668e-01
141 9.05591e-01 8.70814e-01
142 9.04862e-01 8.94540e-01
143 9.01996e-01 8.74167e-01
144 9.14283e-01 8.81709e-01
