training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.32964e+00 1.31792e+00
1 1.28928e+00 1.25014e+00
2 1.24932e+00 1.21352e+00
3 1.23847e+00 1.20027e+00
4 1.18982e+00 1.15500e+00
5 1.19974e+00 1.13734e+00
6 1.14647e+00 1.11957e+00
7 1.15833e+00 1.10134e+00
8 1.14018e+00 1.10132e+00
9 1.15604e+00 1.09239e+00
10 1.13706e+00 1.08975e+00
11 1.11338e+00 1.08537e+00
12 1.12208e+00 1.07887e+00
13 1.13162e+00 1.10082e+00
14 1.11378e+00 1.09486e+00
15 1.10766e+00 1.08294e+00
16 1.12593e+00 1.08589e+00
17 1.09812e+00 1.09135e+00
18 1.09878e+00 1.08008e+00
19 1.09352e+00 1.07259e+00
20 1.09414e+00 1.07492e+00
21 1.09145e+00 1.08894e+00
22 1.10406e+00 1.07240e+00
23 1.08177e+00 1.07004e+00
24 1.07911e+00 1.07351e+00
25 1.08558e+00 1.06800e+00
26 1.06728e+00 1.05974e+00
27 1.07548e+00 1.06448e+00
28 1.07015e+00 1.06363e+00
29 1.08867e+00 1.07168e+00
30 1.06997e+00 1.06043e+00
31 1.07303e+00 1.07190e+00
32 1.07325e+00 1.05603e+00
33 1.04177e+00 1.05697e+00
34 1.07153e+00 1.05228e+00
35 1.08175e+00 1.05180e+00
36 1.05644e+00 1.05364e+00
37 1.03318e+00 1.04798e+00
38 1.06337e+00 1.05259e+00
39 1.06459e+00 1.05972e+00
40 1.03153e+00 1.05458e+00
41 1.03195e+00 1.04572e+00
42 1.04154e+00 1.04201e+00
43 1.04789e+00 1.04368e+00
44 1.04800e+00 1.04252e+00
45 1.04434e+00 1.04566e+00
46 1.02209e+00 1.04359e+00
47 1.01969e+00 1.07382e+00
48 1.02807e+00 1.03656e+00
49 1.02773e+00 1.05122e+00
50 1.03098e+00 1.03592e+00
51 1.02845e+00 1.04897e+00
52 1.03730e+00 1.03577e+00
53 1.04518e+00 1.04465e+00
54 1.04082e+00 1.04156e+00
55 1.06502e+00 1.04255e+00
56 1.02988e+00 1.03252e+00
57 1.02971e+00 1.04885e+00
58 1.03469e+00 1.04330e+00
59 1.02662e+00 1.03031e+00
60 1.02044e+00 1.03965e+00
61 1.02245e+00 1.03479e+00
62 1.03159e+00 1.03424e+00
63 1.03098e+00 1.03392e+00
64 1.04086e+00 1.04569e+00
65 1.02055e+00 1.03105e+00
66 1.02619e+00 1.04017e+00
67 1.01011e+00 1.03641e+00
68 1.01946e+00 1.05379e+00
69 1.03817e+00 1.04566e+00
70 1.01354e+00 1.03023e+00
71 1.00428e+00 1.03530e+00
72 1.00304e+00 1.03032e+00
73 1.00640e+00 1.03201e+00
74 1.02310e+00 1.03268e+00
75 1.03142e+00 1.03277e+00
76 1.01449e+00 1.03355e+00
77 1.00364e+00 1.03051e+00
78 9.99923e-01 1.03612e+00
79 1.01258e+00 1.04252e+00
80 1.01553e+00 1.04171e+00
81 1.02067e+00 1.03961e+00
82 1.00873e+00 1.06241e+00
83 1.00600e+00 1.03267e+00
84 1.01836e+00 1.03217e+00
85 1.02015e+00 1.04068e+00
86 1.00520e+00 1.03198e+00
87 1.01772e+00 1.03321e+00
88 9.98268e-01 1.03707e+00
89 1.02612e+00 1.03336e+00
90 1.01067e+00 1.02900e+00
91 1.01111e+00 1.02845e+00
92 9.95204e-01 1.03251e+00
93 9.97167e-01 1.02630e+00
94 1.00751e+00 1.02728e+00
95 9.98411e-01 1.02730e+00
96 1.00973e+00 1.03209e+00
97 9.91659e-01 1.03511e+00
98 9.83328e-01 1.03071e+00
99 9.94336e-01 1.03198e+00
100 9.93620e-01 1.03508e+00
101 1.00028e+00 1.03155e+00
102 9.85630e-01 1.04338e+00
103 9.97675e-01 1.04312e+00
104 9.89382e-01 1.04022e+00
105 1.01314e+00 1.04838e+00
106 1.00085e+00 1.03692e+00
107 1.00107e+00 1.03943e+00
108 9.77690e-01 1.03825e+00
109 9.73771e-01 1.03412e+00
110 9.79958e-01 1.04209e+00
111 9.83710e-01 1.02484e+00
112 9.90272e-01 1.03923e+00
113 9.90535e-01 1.03003e+00
114 9.91513e-01 1.03961e+00
115 9.97326e-01 1.03338e+00
116 9.73464e-01 1.01988e+00
117 9.60011e-01 1.02624e+00
118 9.87353e-01 1.03119e+00
119 9.91905e-01 1.03109e+00
120 9.84622e-01 1.03061e+00
121 9.95385e-01 1.04263e+00
122 9.69001e-01 1.03536e+00
123 9.75508e-01 1.02947e+00
124 9.68643e-01 1.03327e+00
125 9.69930e-01 1.02436e+00
126 9.89543e-01 1.02882e+00
127 9.86098e-01 1.02144e+00
128 9.91069e-01 1.03011e+00
129 9.77488e-01 1.04222e+00
130 9.80331e-01 1.03217e+00
131 9.90337e-01 1.03236e+00
132 9.66708e-01 1.02476e+00
133 9.69658e-01 1.03341e+00
134 9.71060e-01 1.03393e+00
135 9.71442e-01 1.03562e+00
136 9.80573e-01 1.02897e+00
137 9.72126e-01 1.03614e+00
138 9.63964e-01 1.02734e+00
139 9.56386e-01 1.05911e+00
140 9.65240e-01 1.02396e+00
141 9.70799e-01 1.04477e+00
142 9.61707e-01 1.02200e+00
143 9.75683e-01 1.02045e+00
144 9.66141e-01 1.03156e+00
