training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 3.29931e+00 1.44935e+00
1 3.18310e+00 1.39810e+00
2 2.88295e+00 1.36207e+00
3 2.88034e+00 1.33234e+00
4 2.85480e+00 1.31078e+00
5 2.75991e+00 1.29954e+00
6 2.68054e+00 1.28974e+00
7 2.70755e+00 1.28218e+00
8 2.51654e+00 1.27831e+00
9 2.56990e+00 1.27686e+00
10 2.46116e+00 1.27615e+00
11 2.45851e+00 1.27905e+00
12 2.50109e+00 1.28131e+00
13 2.32617e+00 1.28237e+00
14 2.26095e+00 1.28176e+00
15 2.33733e+00 1.28341e+00
16 2.33420e+00 1.28521e+00
17 2.20459e+00 1.28630e+00
18 2.29086e+00 1.29027e+00
19 2.32575e+00 1.29162e+00
20 2.19433e+00 1.29229e+00
21 2.18929e+00 1.29442e+00
22 2.08170e+00 1.29602e+00
23 2.07487e+00 1.29909e+00
24 2.20953e+00 1.29998e+00
25 2.09378e+00 1.30138e+00
26 2.10178e+00 1.30246e+00
27 2.17085e+00 1.30395e+00
28 2.12268e+00 1.30567e+00
29 2.06073e+00 1.30780e+00
30 2.08945e+00 1.30943e+00
31 1.95336e+00 1.30933e+00
32 2.08552e+00 1.30932e+00
33 2.09449e+00 1.30792e+00
34 1.94579e+00 1.30786e+00
35 2.09972e+00 1.30847e+00
36 1.92688e+00 1.30771e+00
37 1.94993e+00 1.30683e+00
38 1.95325e+00 1.30765e+00
39 1.93655e+00 1.30896e+00
40 1.97877e+00 1.30941e+00
41 1.91312e+00 1.31033e+00
42 1.87038e+00 1.31062e+00
43 1.98036e+00 1.31001e+00
44 1.84997e+00 1.31108e+00
45 1.90054e+00 1.31148e+00
46 1.91089e+00 1.31154e+00
47 1.80123e+00 1.31199e+00
48 1.85187e+00 1.31184e+00
49 1.91816e+00 1.31135e+00
50 1.87990e+00 1.31085e+00
51 1.89153e+00 1.31067e+00
52 1.76409e+00 1.31114e+00
53 1.82311e+00 1.31083e+00
54 1.85944e+00 1.31039e+00
55 1.79373e+00 1.30901e+00
56 1.85932e+00 1.30872e+00
57 1.76886e+00 1.30934e+00
58 1.76872e+00 1.30896e+00
59 1.78093e+00 1.30889e+00
60 1.76818e+00 1.30972e+00
61 1.75307e+00 1.30980e+00
62 1.77788e+00 1.30890e+00
63 1.76726e+00 1.30810e+00
64 1.72048e+00 1.30834e+00
65 1.78997e+00 1.30814e+00
66 1.71177e+00 1.30845e+00
67 1.74127e+00 1.30917e+00
68 1.70193e+00 1.30847e+00
69 1.82207e+00 1.30776e+00
70 1.71698e+00 1.30656e+00
71 1.71236e+00 1.30620e+00
72 1.60872e+00 1.30561e+00
73 1.70980e+00 1.30549e+00
74 1.70014e+00 1.30518e+00
75 1.70646e+00 1.30461e+00
76 1.69901e+00 1.30441e+00
77 1.61917e+00 1.30379e+00
78 1.62788e+00 1.30226e+00
79 1.61278e+00 1.30146e+00
80 1.66046e+00 1.30249e+00
81 1.66832e+00 1.30176e+00
82 1.61776e+00 1.30165e+00
83 1.56993e+00 1.30147e+00
84 1.59858e+00 1.30070e+00
85 1.71458e+00 1.30080e+00
86 1.58689e+00 1.29986e+00
87 1.54960e+00 1.29953e+00
88 1.59438e+00 1.30015e+00
89 1.65853e+00 1.29981e+00
90 1.49900e+00 1.29875e+00
91 1.64461e+00 1.29744e+00
92 1.53199e+00 1.29689e+00
93 1.57731e+00 1.29585e+00
94 1.54466e+00 1.29486e+00
95 1.58586e+00 1.29444e+00
96 1.58229e+00 1.29394e+00
97 1.61096e+00 1.29388e+00
98 1.49932e+00 1.29338e+00
99 1.60261e+00 1.29297e+00
100 1.51468e+00 1.29243e+00
101 1.52530e+00 1.29127e+00
102 1.57107e+00 1.29090e+00
103 1.57036e+00 1.29089e+00
104 1.57134e+00 1.29084e+00
105 1.47872e+00 1.29082e+00
106 1.51463e+00 1.29024e+00
107 1.50776e+00 1.28987e+00
108 1.47724e+00 1.28954e+00
109 1.53431e+00 1.28919e+00
110 1.53951e+00 1.28800e+00
111 1.48793e+00 1.28800e+00
112 1.46298e+00 1.28770e+00
113 1.47765e+00 1.28724e+00
114 1.50627e+00 1.28667e+00
115 1.52123e+00 1.28643e+00
116 1.47321e+00 1.28578e+00
117 1.48737e+00 1.28613e+00
118 1.45192e+00 1.28526e+00
119 1.46937e+00 1.28527e+00
120 1.48765e+00 1.28476e+00
121 1.48563e+00 1.28439e+00
122 1.36569e+00 1.28411e+00
123 1.47640e+00 1.28303e+00
124 1.46180e+00 1.28256e+00
125 1.44684e+00 1.28264e+00
126 1.46055e+00 1.28190e+00
127 1.46152e+00 1.28126e+00
128 1.44135e+00 1.28096e+00
129 1.47874e+00 1.28039e+00
130 1.46484e+00 1.28056e+00
131 1.43495e+00 1.28053e+00
132 1.45755e+00 1.28021e+00
133 1.43268e+00 1.27975e+00
134 1.43853e+00 1.27989e+00
135 1.38517e+00 1.27988e+00
136 1.48360e+00 1.27923e+00
137 1.43121e+00 1.27885e+00
138 1.44295e+00 1.27855e+00
139 1.44729e+00 1.27815e+00
140 1.42251e+00 1.27823e+00
141 1.40916e+00 1.27773e+00
142 1.43175e+00 1.27779e+00
143 1.40420e+00 1.27762e+00
144 1.35648e+00 1.27777e+00
