training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.39753e+00 1.34156e+00
1 1.30971e+00 1.32416e+00
2 1.32089e+00 1.32142e+00
3 1.30833e+00 1.31996e+00
4 1.31700e+00 1.32404e+00
5 1.28681e+00 1.31996e+00
6 1.29067e+00 1.31991e+00
7 1.29742e+00 1.32046e+00
8 1.28660e+00 1.32178e+00
9 1.28953e+00 1.32192e+00
10 1.27179e+00 1.32333e+00
11 1.30211e+00 1.32258e+00
12 1.26927e+00 1.32083e+00
13 1.26897e+00 1.32075e+00
14 1.26403e+00 1.32247e+00
15 1.29899e+00 1.32467e+00
16 1.29640e+00 1.32748e+00
17 1.27950e+00 1.32691e+00
18 1.28358e+00 1.32794e+00
19 1.29998e+00 1.32941e+00
20 1.26654e+00 1.32861e+00
21 1.26917e+00 1.32870e+00
22 1.26106e+00 1.32779e+00
23 1.26175e+00 1.32688e+00
24 1.27024e+00 1.32632e+00
25 1.27942e+00 1.32738e+00
26 1.27156e+00 1.32791e+00
27 1.25971e+00 1.32711e+00
28 1.26539e+00 1.32408e+00
29 1.27818e+00 1.32541e+00
30 1.26467e+00 1.32527e+00
31 1.26546e+00 1.32639e+00
32 1.26512e+00 1.32521e+00
33 1.27078e+00 1.32594e+00
34 1.25755e+00 1.32601e+00
35 1.26116e+00 1.32644e+00
36 1.26485e+00 1.32727e+00
37 1.25367e+00 1.32700e+00
38 1.28202e+00 1.32782e+00
39 1.24702e+00 1.32565e+00
40 1.24516e+00 1.32336e+00
41 1.25748e+00 1.32539e+00
42 1.25872e+00 1.32532e+00
43 1.25195e+00 1.32815e+00
44 1.26395e+00 1.32689e+00
45 1.26239e+00 1.32665e+00
46 1.27173e+00 1.32803e+00
47 1.25472e+00 1.32609e+00
48 1.26606e+00 1.32662e+00
49 1.24867e+00 1.32437e+00
50 1.25686e+00 1.32421e+00
51 1.26725e+00 1.32434e+00
52 1.26831e+00 1.32393e+00
53 1.25134e+00 1.32451e+00
54 1.22944e+00 1.32062e+00
55 1.25071e+00 1.32154e+00
56 1.26109e+00 1.31956e+00
57 1.27472e+00 1.31945e+00
58 1.25738e+00 1.31933e+00
59 1.25431e+00 1.31944e+00
60 1.23917e+00 1.31815e+00
61 1.25466e+00 1.31686e+00
62 1.24259e+00 1.31510e+00
63 1.26456e+00 1.31699e+00
64 1.25965e+00 1.31505e+00
65 1.24200e+00 1.31288e+00
66 1.22581e+00 1.31048e+00
67 1.23985e+00 1.30775e+00
68 1.25535e+00 1.30644e+00
69 1.25227e+00 1.30643e+00
70 1.25876e+00 1.30716e+00
71 1.23803e+00 1.30707e+00
72 1.24595e+00 1.30725e+00
73 1.24401e+00 1.30282e+00
74 1.20157e+00 1.29716e+00
75 1.21981e+00 1.29149e+00
76 1.23733e+00 1.28939e+00
77 1.24156e+00 1.28790e+00
78 1.26113e+00 1.28936e+00
79 1.23498e+00 1.28894e+00
80 1.24514e+00 1.28828e+00
81 1.21452e+00 1.28253e+00
82 1.22809e+00 1.28191e+00
83 1.22682e+00 1.27977e+00
84 1.21973e+00 1.27705e+00
85 1.22886e+00 1.27663e+00
86 1.21711e+00 1.27689e+00
87 1.23245e+00 1.27427e+00
88 1.21271e+00 1.27089e+00
89 1.21803e+00 1.26806e+00
90 1.21477e+00 1.26648e+00
91 1.23611e+00 1.26675e+00
92 1.22529e+00 1.26646e+00
93 1.21311e+00 1.26172e+00
94 1.19640e+00 1.25763e+00
95 1.22673e+00 1.25858e+00
96 1.22209e+00 1.25734e+00
97 1.21439e+00 1.25222e+00
98 1.20773e+00 1.24836e+00
99 1.17631e+00 1.24031e+00
100 1.22769e+00 1.23990e+00
101 1.19879e+00 1.23999e+00
102 1.20027e+00 1.23749e+00
103 1.21144e+00 1.23600e+00
104 1.20489e+00 1.23007e+00
105 1.20572e+00 1.23190e+00
106 1.19039e+00 1.22735e+00
107 1.19584e+00 1.22775e+00
108 1.20601e+00 1.22419e+00
109 1.20694e+00 1.22547e+00
110 1.21573e+00 1.22899e+00
111 1.19577e+00 1.22749e+00
112 1.20011e+00 1.22481e+00
113 1.20020e+00 1.22400e+00
114 1.19949e+00 1.22376e+00
115 1.16340e+00 1.21225e+00
116 1.19695e+00 1.21231e+00
117 1.18704e+00 1.20961e+00
118 1.19769e+00 1.21032e+00
119 1.18239e+00 1.20856e+00
120 1.17544e+00 1.20696e+00
121 1.18769e+00 1.20502e+00
122 1.17734e+00 1.20186e+00
123 1.19347e+00 1.20268e+00
124 1.14962e+00 1.19892e+00
125 1.19039e+00 1.19848e+00
126 1.19085e+00 1.20170e+00
127 1.19015e+00 1.19831e+00
128 1.19389e+00 1.20238e+00
129 1.17933e+00 1.19571e+00
130 1.19507e+00 1.20180e+00
131 1.18762e+00 1.20014e+00
132 1.16318e+00 1.19548e+00
133 1.19296e+00 1.19734e+00
134 1.18145e+00 1.19433e+00
135 1.17950e+00 1.19349e+00
136 1.17390e+00 1.19373e+00
137 1.17032e+00 1.19039e+00
138 1.17749e+00 1.18839e+00
139 1.16785e+00 1.18928e+00
140 1.16771e+00 1.18683e+00
141 1.16969e+00 1.18350e+00
142 1.18194e+00 1.18168e+00
143 1.16084e+00 1.17975e+00
144 1.17733e+00 1.17978e+00
