training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.66179e+00 1.34732e+00
1 1.62366e+00 1.33597e+00
2 1.53895e+00 1.33185e+00
3 1.53983e+00 1.32986e+00
4 1.55448e+00 1.31555e+00
5 1.50948e+00 1.31279e+00
6 1.52435e+00 1.31048e+00
7 1.49251e+00 1.31113e+00
8 1.49431e+00 1.29762e+00
9 1.47877e+00 1.28860e+00
10 1.51270e+00 1.29069e+00
11 1.43247e+00 1.28794e+00
12 1.46889e+00 1.28039e+00
13 1.44978e+00 1.27607e+00
14 1.46437e+00 1.27134e+00
15 1.44698e+00 1.27006e+00
16 1.46965e+00 1.26633e+00
17 1.43274e+00 1.25800e+00
18 1.36973e+00 1.24575e+00
19 1.38460e+00 1.24392e+00
20 1.35597e+00 1.23958e+00
21 1.41510e+00 1.23561e+00
22 1.36355e+00 1.23557e+00
23 1.36802e+00 1.23012e+00
24 1.35517e+00 1.22437e+00
25 1.37359e+00 1.21921e+00
26 1.37410e+00 1.21585e+00
27 1.34839e+00 1.21592e+00
28 1.29987e+00 1.21196e+00
29 1.29557e+00 1.21199e+00
30 1.30046e+00 1.20563e+00
31 1.29610e+00 1.20337e+00
32 1.31812e+00 1.20289e+00
33 1.29549e+00 1.20355e+00
34 1.35926e+00 1.20361e+00
35 1.23475e+00 1.20196e+00
36 1.25082e+00 1.20070e+00
37 1.27919e+00 1.19646e+00
38 1.28620e+00 1.19511e+00
39 1.30720e+00 1.19278e+00
40 1.26884e+00 1.19265e+00
41 1.27304e+00 1.18866e+00
42 1.26154e+00 1.18848e+00
43 1.28749e+00 1.18904e+00
44 1.28391e+00 1.18665e+00
45 1.25058e+00 1.18495e+00
46 1.27848e+00 1.18402e+00
47 1.27103e+00 1.18335e+00
48 1.22736e+00 1.18194e+00
49 1.22657e+00 1.18131e+00
50 1.27333e+00 1.18006e+00
51 1.17776e+00 1.18086e+00
52 1.23255e+00 1.17788e+00
53 1.21098e+00 1.17732e+00
54 1.21290e+00 1.17685e+00
55 1.24705e+00 1.17569e+00
56 1.22821e+00 1.17316e+00
57 1.24171e+00 1.17381e+00
58 1.23751e+00 1.17229e+00
59 1.23648e+00 1.17291e+00
60 1.20598e+00 1.17298e+00
61 1.21429e+00 1.17144e+00
62 1.21456e+00 1.17127e+00
63 1.23840e+00 1.17173e+00
64 1.17329e+00 1.17033e+00
65 1.19314e+00 1.17031e+00
66 1.19041e+00 1.16964e+00
67 1.18769e+00 1.16759e+00
68 1.18175e+00 1.16658e+00
69 1.19261e+00 1.16557e+00
70 1.20630e+00 1.16581e+00
71 1.22866e+00 1.16539e+00
72 1.17198e+00 1.16332e+00
73 1.19079e+00 1.16260e+00
74 1.20829e+00 1.16123e+00
75 1.17536e+00 1.16093e+00
76 1.18027e+00 1.16166e+00
77 1.18575e+00 1.16112e+00
78 1.19721e+00 1.16128e+00
79 1.18078e+00 1.16006e+00
80 1.21530e+00 1.15925e+00
81 1.19380e+00 1.15780e+00
82 1.18275e+00 1.15704e+00
83 1.15808e+00 1.15550e+00
84 1.17998e+00 1.15505e+00
85 1.19474e+00 1.15444e+00
86 1.17944e+00 1.15375e+00
87 1.16255e+00 1.15440e+00
88 1.19831e+00 1.15347e+00
89 1.16636e+00 1.15463e+00
90 1.15305e+00 1.15310e+00
91 1.15132e+00 1.15117e+00
92 1.19734e+00 1.15003e+00
93 1.15405e+00 1.14869e+00
94 1.17463e+00 1.14862e+00
95 1.17171e+00 1.14786e+00
96 1.16635e+00 1.14650e+00
97 1.14679e+00 1.14539e+00
98 1.19734e+00 1.14421e+00
99 1.13210e+00 1.14294e+00
100 1.15569e+00 1.14323e+00
101 1.17260e+00 1.14245e+00
102 1.15131e+00 1.14075e+00
103 1.17124e+00 1.14017e+00
104 1.18110e+00 1.13942e+00
105 1.17153e+00 1.13878e+00
106 1.17737e+00 1.13843e+00
107 1.16650e+00 1.13811e+00
108 1.13749e+00 1.13711e+00
109 1.16697e+00 1.13585e+00
110 1.16854e+00 1.13542e+00
111 1.14372e+00 1.13549e+00
112 1.15371e+00 1.13447e+00
113 1.16111e+00 1.13411e+00
114 1.15403e+00 1.13336e+00
115 1.16019e+00 1.13294e+00
116 1.13981e+00 1.13222e+00
117 1.17241e+00 1.13128e+00
118 1.17031e+00 1.13201e+00
119 1.12607e+00 1.13076e+00
120 1.14265e+00 1.13002e+00
121 1.13722e+00 1.12948e+00
122 1.15145e+00 1.12875e+00
123 1.15192e+00 1.12779e+00
124 1.16683e+00 1.12744e+00
125 1.14720e+00 1.12686e+00
126 1.14243e+00 1.12703e+00
127 1.15846e+00 1.12622e+00
128 1.12995e+00 1.12639e+00
129 1.13021e+00 1.12648e+00
130 1.15217e+00 1.12578e+00
131 1.16980e+00 1.12569e+00
132 1.13967e+00 1.12644e+00
133 1.16099e+00 1.12525e+00
134 1.11517e+00 1.12415e+00
135 1.13049e+00 1.12387e+00
136 1.13831e+00 1.12346e+00
137 1.13781e+00 1.12310e+00
138 1.13852e+00 1.12367e+00
139 1.11849e+00 1.12234e+00
140 1.13450e+00 1.12138e+00
141 1.13949e+00 1.12128e+00
142 1.13709e+00 1.12056e+00
143 1.11967e+00 1.11983e+00
144 1.13171e+00 1.11949e+00
