training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.41372e+00 1.26005e+00
1 1.26273e+00 1.22756e+00
2 1.21874e+00 1.16027e+00
3 1.25373e+00 1.16901e+00
4 1.16390e+00 1.14932e+00
5 1.16972e+00 1.13848e+00
6 1.17766e+00 1.12013e+00
7 1.11131e+00 1.11745e+00
8 1.19488e+00 1.11642e+00
9 1.15244e+00 1.12403e+00
10 1.10955e+00 1.10301e+00
11 1.12534e+00 1.10900e+00
12 1.11959e+00 1.11086e+00
13 1.10592e+00 1.10100e+00
14 1.09568e+00 1.09769e+00
15 1.08165e+00 1.09913e+00
16 1.10842e+00 1.09130e+00
17 1.08338e+00 1.07261e+00
18 1.06568e+00 1.07397e+00
19 1.09539e+00 1.07672e+00
20 1.08702e+00 1.07052e+00
21 1.08058e+00 1.06728e+00
22 1.08782e+00 1.12050e+00
23 1.08905e+00 1.07725e+00
24 1.05321e+00 1.11067e+00
25 1.05067e+00 1.07216e+00
26 1.07446e+00 1.05500e+00
27 1.06403e+00 1.08022e+00
28 1.05551e+00 1.05850e+00
29 1.05338e+00 1.08774e+00
30 1.04291e+00 1.08312e+00
31 1.05505e+00 1.06114e+00
32 1.03835e+00 1.06141e+00
33 1.04020e+00 1.05328e+00
34 1.04570e+00 1.04169e+00
35 1.06284e+00 1.06772e+00
36 1.05315e+00 1.04412e+00
37 1.01860e+00 1.03709e+00
38 1.03882e+00 1.07164e+00
39 1.04589e+00 1.06121e+00
40 1.02707e+00 1.09598e+00
41 1.03476e+00 1.05083e+00
42 1.03187e+00 1.05425e+00
43 1.05715e+00 1.09976e+00
44 1.03764e+00 1.05716e+00
45 1.01805e+00 1.04240e+00
46 1.01962e+00 1.04383e+00
47 1.05325e+00 1.04574e+00
48 1.02474e+00 1.04021e+00
49 1.04931e+00 1.07051e+00
50 1.02574e+00 1.09233e+00
51 1.01644e+00 1.07523e+00
52 1.01211e+00 1.03500e+00
53 1.03733e+00 1.04969e+00
54 1.01748e+00 1.04399e+00
55 1.00408e+00 1.03247e+00
56 1.01075e+00 1.04725e+00
57 1.01151e+00 1.03300e+00
58 9.90026e-01 1.03202e+00
59 1.02560e+00 1.02967e+00
60 1.00817e+00 1.04250e+00
61 1.01212e+00 1.03513e+00
62 1.02654e+00 1.05812e+00
63 9.92654e-01 1.04101e+00
64 1.00436e+00 1.03723e+00
65 9.84342e-01 1.06649e+00
66 1.02931e+00 1.05867e+00
67 1.00313e+00 1.04342e+00
68 1.00535e+00 1.05161e+00
69 1.01341e+00 1.03682e+00
70 9.88681e-01 1.06914e+00
71 1.02288e+00 1.03911e+00
72 1.00797e+00 1.03860e+00
73 1.00098e+00 1.04479e+00
74 1.00038e+00 1.04582e+00
75 9.91410e-01 1.06267e+00
76 9.93058e-01 1.04005e+00
77 9.86207e-01 1.01894e+00
78 1.00972e+00 1.10345e+00
79 9.81702e-01 1.03955e+00
80 9.65795e-01 1.04380e+00
81 1.02464e+00 1.07155e+00
82 9.91163e-01 1.03564e+00
83 9.87916e-01 1.04696e+00
84 9.82702e-01 1.03425e+00
85 9.71045e-01 1.04261e+00
86 9.98542e-01 1.03836e+00
87 9.62526e-01 1.02539e+00
88 9.86987e-01 1.04503e+00
89 9.89962e-01 1.06161e+00
90 9.72173e-01 1.01794e+00
91 9.87461e-01 1.02611e+00
92 9.62583e-01 1.01807e+00
93 9.73249e-01 1.03771e+00
94 9.88232e-01 1.02105e+00
95 9.61395e-01 1.01973e+00
96 9.85306e-01 1.07315e+00
97 9.42550e-01 1.01718e+00
98 9.72400e-01 1.02534e+00
99 9.94071e-01 1.05919e+00
100 9.87236e-01 1.02997e+00
101 9.54305e-01 1.03817e+00
102 9.69113e-01 1.03735e+00
103 9.52966e-01 1.04124e+00
104 9.56605e-01 1.01842e+00
105 9.70998e-01 1.07931e+00
106 9.75567e-01 1.05614e+00
107 9.66070e-01 1.05048e+00
108 9.65695e-01 1.04894e+00
109 9.85524e-01 1.04188e+00
110 9.66305e-01 1.07203e+00
111 9.80529e-01 1.04425e+00
112 9.64651e-01 1.03306e+00
113 9.67522e-01 1.04426e+00
114 9.65067e-01 1.03785e+00
115 9.52012e-01 1.05307e+00
116 9.58413e-01 1.04927e+00
117 9.77852e-01 1.03324e+00
118 9.72142e-01 1.05170e+00
119 9.63547e-01 1.06512e+00
120 9.54386e-01 1.03968e+00
121 9.53948e-01 1.03064e+00
122 9.63915e-01 1.06138e+00
123 9.72676e-01 1.03376e+00
124 9.44054e-01 1.06472e+00
125 9.61397e-01 1.03628e+00
126 9.55496e-01 1.05072e+00
127 9.70781e-01 1.07590e+00
128 9.65114e-01 1.04552e+00
129 9.76277e-01 1.03723e+00
130 9.67631e-01 1.04454e+00
131 9.57093e-01 1.05289e+00
132 9.75391e-01 1.03213e+00
133 9.56192e-01 1.04088e+00
134 9.66021e-01 1.04505e+00
135 9.52095e-01 1.08881e+00
136 9.65210e-01 1.03112e+00
137 9.72970e-01 1.03444e+00
138 9.56703e-01 1.04039e+00
139 9.61590e-01 1.04429e+00
140 9.66382e-01 1.04594e+00
141 9.50857e-01 1.02788e+00
142 9.48098e-01 1.05508e+00
143 9.60344e-01 1.04106e+00
144 9.59197e-01 1.04317e+00
