training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.38663e+00 1.26490e+00
1 1.26289e+00 1.22396e+00
2 1.19241e+00 1.14863e+00
3 1.18378e+00 1.14868e+00
4 1.19376e+00 1.10380e+00
5 1.16155e+00 1.11665e+00
6 1.14595e+00 1.11117e+00
7 1.09740e+00 1.08320e+00
8 1.14183e+00 1.08961e+00
9 1.14410e+00 1.09282e+00
10 1.10261e+00 1.09040e+00
11 1.09039e+00 1.07176e+00
12 1.10827e+00 1.09114e+00
13 1.08603e+00 1.10969e+00
14 1.10362e+00 1.08118e+00
15 1.09319e+00 1.07030e+00
16 1.06964e+00 1.07276e+00
17 1.04876e+00 1.08991e+00
18 1.09632e+00 1.09279e+00
19 1.05214e+00 1.07542e+00
20 1.06779e+00 1.07888e+00
21 1.07704e+00 1.08028e+00
22 1.06436e+00 1.07488e+00
23 1.05644e+00 1.05606e+00
24 1.06720e+00 1.05836e+00
25 1.04247e+00 1.07119e+00
26 1.05433e+00 1.06667e+00
27 1.10025e+00 1.06797e+00
28 1.06168e+00 1.06706e+00
29 1.04427e+00 1.05067e+00
30 1.02718e+00 1.05332e+00
31 1.04386e+00 1.07783e+00
32 1.04170e+00 1.06555e+00
33 1.06115e+00 1.04477e+00
34 1.03394e+00 1.07127e+00
35 1.03722e+00 1.04977e+00
36 1.00495e+00 1.05069e+00
37 1.01222e+00 1.02679e+00
38 1.03483e+00 1.06083e+00
39 1.02853e+00 1.05701e+00
40 1.02953e+00 1.04130e+00
41 1.01609e+00 1.04075e+00
42 1.02052e+00 1.04031e+00
43 1.00771e+00 1.04404e+00
44 1.02628e+00 1.06136e+00
45 1.00540e+00 1.03458e+00
46 1.01823e+00 1.05773e+00
47 1.02088e+00 1.03412e+00
48 1.02117e+00 1.03866e+00
49 1.01357e+00 1.03495e+00
50 9.94264e-01 1.08260e+00
51 1.01329e+00 1.04369e+00
52 9.90273e-01 1.03439e+00
53 9.83297e-01 1.05216e+00
54 1.02087e+00 1.04876e+00
55 1.00903e+00 1.04122e+00
56 1.00096e+00 1.05312e+00
57 1.00895e+00 1.04518e+00
58 1.00026e+00 1.04603e+00
59 9.95350e-01 1.02758e+00
60 9.88465e-01 1.02339e+00
61 1.01706e+00 1.09336e+00
62 1.04001e+00 1.03389e+00
63 9.93220e-01 1.03372e+00
64 1.00644e+00 1.03290e+00
65 9.94897e-01 1.04281e+00
66 9.83279e-01 1.07331e+00
67 9.73565e-01 1.02081e+00
68 9.61378e-01 1.02942e+00
69 1.01483e+00 1.01832e+00
70 9.80331e-01 1.05839e+00
71 9.84412e-01 1.01949e+00
72 9.80973e-01 1.04571e+00
73 9.90092e-01 1.01838e+00
74 9.94058e-01 1.02841e+00
75 9.77524e-01 1.02366e+00
76 9.62347e-01 1.02041e+00
77 9.98197e-01 1.02545e+00
78 9.82868e-01 1.03973e+00
79 9.69693e-01 1.04078e+00
80 9.94215e-01 1.05966e+00
81 9.69796e-01 1.02724e+00
82 9.78207e-01 1.01221e+00
83 9.81013e-01 1.03346e+00
84 9.62164e-01 1.02251e+00
85 9.88219e-01 1.02518e+00
86 9.79943e-01 1.02605e+00
87 9.68352e-01 1.02835e+00
88 9.71092e-01 1.02374e+00
89 9.79247e-01 1.03422e+00
90 9.77426e-01 1.05748e+00
91 9.61306e-01 1.02051e+00
92 9.58608e-01 1.02772e+00
93 9.55115e-01 1.04461e+00
94 9.74578e-01 1.04699e+00
95 9.70152e-01 1.03977e+00
96 9.66021e-01 1.03092e+00
97 9.36011e-01 1.06958e+00
98 9.90629e-01 1.01047e+00
99 9.70282e-01 1.02695e+00
100 9.80213e-01 1.02996e+00
101 9.67679e-01 1.03221e+00
102 9.63834e-01 1.03504e+00
103 9.66400e-01 1.03035e+00
104 9.59528e-01 1.03309e+00
105 9.62295e-01 1.04233e+00
106 9.57068e-01 1.05202e+00
107 9.68257e-01 1.04018e+00
108 9.57746e-01 1.02703e+00
109 9.57630e-01 1.02680e+00
110 9.77027e-01 1.02700e+00
111 9.67863e-01 1.02085e+00
112 9.65164e-01 1.04999e+00
113 9.54788e-01 1.05673e+00
114 9.60149e-01 1.03599e+00
115 9.55884e-01 1.04718e+00
116 9.61422e-01 1.03839e+00
117 9.69782e-01 1.03088e+00
118 9.69184e-01 1.04640e+00
119 9.58052e-01 1.05230e+00
120 9.47891e-01 1.05538e+00
121 9.57873e-01 1.03505e+00
122 9.70179e-01 1.03232e+00
123 9.63504e-01 1.05289e+00
124 9.48896e-01 1.04401e+00
125 9.49514e-01 1.03594e+00
126 9.55939e-01 1.05085e+00
127 9.44154e-01 1.06827e+00
128 9.69780e-01 1.04104e+00
129 9.56306e-01 1.04204e+00
130 9.45261e-01 1.04376e+00
131 9.39423e-01 1.04690e+00
132 9.83026e-01 1.03936e+00
133 9.51086e-01 1.04329e+00
134 9.45513e-01 1.05852e+00
135 9.43858e-01 1.04457e+00
136 9.45425e-01 1.03758e+00
137 9.33723e-01 1.04513e+00
138 9.48422e-01 1.06077e+00
139 9.51316e-01 1.05000e+00
140 9.36848e-01 1.05630e+00
141 9.58424e-01 1.03955e+00
142 9.38679e-01 1.04850e+00
143 9.40940e-01 1.05574e+00
144 9.51408e-01 1.04204e+00
