training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 2.26384e+00 1.82061e+00
1 2.13145e+00 1.72849e+00
2 1.99512e+00 1.65107e+00
3 1.94978e+00 1.58430e+00
4 1.80866e+00 1.53024e+00
5 1.82580e+00 1.48200e+00
6 1.76887e+00 1.44141e+00
7 1.69110e+00 1.40812e+00
8 1.68300e+00 1.38110e+00
9 1.63771e+00 1.35852e+00
10 1.63937e+00 1.34116e+00
11 1.63475e+00 1.32669e+00
12 1.57134e+00 1.31655e+00
13 1.57257e+00 1.30631e+00
14 1.53348e+00 1.29849e+00
15 1.59286e+00 1.29147e+00
16 1.49894e+00 1.28477e+00
17 1.42107e+00 1.27947e+00
18 1.54823e+00 1.27436e+00
19 1.44206e+00 1.27041e+00
20 1.42579e+00 1.26710e+00
21 1.44981e+00 1.26337e+00
22 1.39103e+00 1.25951e+00
23 1.47992e+00 1.25520e+00
24 1.41831e+00 1.25120e+00
25 1.48782e+00 1.24772e+00
26 1.42696e+00 1.24473e+00
27 1.45890e+00 1.24149e+00
28 1.40768e+00 1.23964e+00
29 1.40758e+00 1.23513e+00
30 1.41406e+00 1.23120e+00
31 1.34110e+00 1.22827e+00
32 1.36481e+00 1.22427e+00
33 1.34019e+00 1.22049e+00
34 1.36808e+00 1.21717e+00
35 1.36733e+00 1.21499e+00
36 1.32649e+00 1.21099e+00
37 1.34965e+00 1.20634e+00
38 1.29246e+00 1.20224e+00
39 1.35865e+00 1.19909e+00
40 1.39822e+00 1.19580e+00
41 1.33017e+00 1.19270e+00
42 1.28565e+00 1.19059e+00
43 1.32322e+00 1.18842e+00
44 1.30058e+00 1.18526e+00
45 1.33835e+00 1.18186e+00
46 1.28049e+00 1.17838e+00
47 1.25328e+00 1.17598e+00
48 1.28326e+00 1.17434e+00
49 1.25602e+00 1.17150e+00
50 1.26913e+00 1.16800e+00
51 1.29861e+00 1.16656e+00
52 1.20919e+00 1.16354e+00
53 1.21904e+00 1.16142e+00
54 1.27455e+00 1.15910e+00
55 1.23836e+00 1.15594e+00
56 1.27983e+00 1.15463e+00
57 1.24452e+00 1.15231e+00
58 1.24989e+00 1.15139e+00
59 1.23647e+00 1.14988e+00
60 1.22091e+00 1.14851e+00
61 1.19446e+00 1.14743e+00
62 1.20570e+00 1.14661e+00
63 1.21707e+00 1.14486e+00
64 1.25352e+00 1.14366e+00
65 1.20139e+00 1.14131e+00
66 1.21987e+00 1.14168e+00
67 1.19249e+00 1.13985e+00
68 1.20791e+00 1.13761e+00
69 1.22561e+00 1.13621e+00
70 1.22086e+00 1.13508e+00
71 1.19648e+00 1.13344e+00
72 1.18023e+00 1.13342e+00
73 1.20231e+00 1.13208e+00
74 1.19823e+00 1.13074e+00
75 1.20694e+00 1.13009e+00
76 1.17637e+00 1.12828e+00
77 1.16233e+00 1.12672e+00
78 1.18103e+00 1.12588e+00
79 1.16269e+00 1.12439e+00
80 1.18679e+00 1.12388e+00
81 1.19840e+00 1.12263e+00
82 1.19945e+00 1.12233e+00
83 1.16461e+00 1.12207e+00
84 1.19258e+00 1.12234e+00
85 1.17840e+00 1.12032e+00
86 1.17460e+00 1.11979e+00
87 1.18039e+00 1.11829e+00
88 1.14120e+00 1.11664e+00
89 1.16021e+00 1.11623e+00
90 1.17940e+00 1.11519e+00
91 1.17489e+00 1.11564e+00
92 1.14126e+00 1.11530e+00
93 1.14016e+00 1.11385e+00
94 1.15644e+00 1.11388e+00
95 1.16316e+00 1.11404e+00
96 1.12380e+00 1.11295e+00
97 1.11574e+00 1.11210e+00
98 1.14520e+00 1.11123e+00
99 1.13826e+00 1.10973e+00
100 1.17518e+00 1.10943e+00
101 1.14503e+00 1.10920e+00
102 1.15030e+00 1.10928e+00
103 1.13665e+00 1.10856e+00
104 1.16198e+00 1.10856e+00
105 1.13558e+00 1.10852e+00
106 1.11973e+00 1.10773e+00
107 1.15051e+00 1.10622e+00
108 1.13179e+00 1.10512e+00
109 1.16336e+00 1.10549e+00
110 1.13977e+00 1.10569e+00
111 1.13065e+00 1.10515e+00
112 1.12900e+00 1.10526e+00
113 1.13761e+00 1.10501e+00
114 1.12983e+00 1.10409e+00
115 1.14112e+00 1.10362e+00
116 1.11741e+00 1.10306e+00
117 1.12791e+00 1.10177e+00
118 1.12082e+00 1.10169e+00
119 1.13408e+00 1.10168e+00
120 1.10199e+00 1.10133e+00
121 1.12829e+00 1.10003e+00
122 1.13613e+00 1.10089e+00
123 1.14370e+00 1.09906e+00
124 1.10922e+00 1.09967e+00
125 1.09438e+00 1.10071e+00
126 1.13916e+00 1.09971e+00
127 1.11500e+00 1.09904e+00
128 1.15117e+00 1.09839e+00
129 1.10568e+00 1.09862e+00
130 1.08519e+00 1.09939e+00
131 1.10197e+00 1.09872e+00
132 1.07553e+00 1.09731e+00
133 1.10852e+00 1.09754e+00
134 1.11205e+00 1.09643e+00
135 1.11433e+00 1.09631e+00
136 1.11668e+00 1.09641e+00
137 1.11369e+00 1.09691e+00
138 1.07265e+00 1.09661e+00
139 1.12852e+00 1.09764e+00
140 1.14198e+00 1.09752e+00
141 1.10711e+00 1.09567e+00
142 1.08641e+00 1.09548e+00
143 1.10726e+00 1.09656e+00
144 1.08903e+00 1.09627e+00
