training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 80
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.45693e+00 1.26094e+00
1 1.22427e+00 1.20638e+00
2 1.24641e+00 1.21048e+00
3 1.21307e+00 1.14723e+00
4 1.18650e+00 1.13212e+00
5 1.16734e+00 1.13555e+00
6 1.14370e+00 1.12378e+00
7 1.15323e+00 1.10884e+00
8 1.11086e+00 1.09797e+00
9 1.13075e+00 1.10631e+00
10 1.13281e+00 1.07955e+00
11 1.13723e+00 1.09084e+00
12 1.08313e+00 1.07799e+00
13 1.12102e+00 1.07336e+00
14 1.06640e+00 1.07214e+00
15 1.07501e+00 1.06803e+00
16 1.05186e+00 1.06002e+00
17 1.11662e+00 1.06264e+00
18 1.08341e+00 1.05517e+00
19 1.06994e+00 1.05376e+00
20 1.08094e+00 1.07011e+00
21 1.08111e+00 1.06383e+00
22 1.05430e+00 1.05138e+00
23 1.05630e+00 1.08549e+00
24 1.08661e+00 1.05311e+00
25 1.05646e+00 1.07935e+00
26 1.04110e+00 1.03988e+00
27 1.04386e+00 1.05172e+00
28 1.06664e+00 1.04645e+00
29 1.07492e+00 1.04670e+00
30 1.05137e+00 1.04989e+00
31 1.06539e+00 1.04345e+00
32 1.06579e+00 1.05861e+00
33 1.04019e+00 1.03512e+00
34 1.04977e+00 1.03088e+00
35 1.05294e+00 1.03811e+00
36 1.05068e+00 1.05291e+00
37 1.02057e+00 1.03219e+00
38 1.05509e+00 1.03449e+00
39 1.03504e+00 1.05225e+00
40 1.04118e+00 1.02864e+00
41 1.01554e+00 1.04107e+00
42 1.04745e+00 1.05053e+00
43 1.02746e+00 1.02834e+00
44 1.04248e+00 1.03479e+00
45 1.02122e+00 1.03115e+00
46 1.00400e+00 1.03741e+00
47 1.02753e+00 1.06317e+00
48 1.04587e+00 1.04760e+00
49 1.03641e+00 1.05319e+00
50 1.00563e+00 1.03329e+00
51 1.00221e+00 1.02627e+00
52 1.04005e+00 1.04128e+00
53 1.02777e+00 1.05067e+00
54 1.02113e+00 1.04039e+00
55 1.00736e+00 1.04711e+00
56 1.00123e+00 1.03674e+00
57 1.01993e+00 1.03143e+00
58 1.01353e+00 1.03501e+00
59 1.01373e+00 1.02669e+00
60 9.96142e-01 1.02100e+00
61 1.00860e+00 1.01145e+00
62 1.02161e+00 1.02321e+00
63 1.00622e+00 1.02090e+00
64 1.01559e+00 1.03577e+00
65 9.87053e-01 1.01868e+00
66 1.02956e+00 1.04057e+00
67 1.00282e+00 1.04667e+00
68 9.81284e-01 1.10311e+00
69 1.00251e+00 1.04048e+00
70 9.97729e-01 1.01609e+00
71 9.95364e-01 1.02705e+00
72 9.93622e-01 1.06887e+00
73 9.89608e-01 1.03774e+00
74 9.96529e-01 1.02031e+00
75 9.78937e-01 1.01642e+00
76 1.00014e+00 1.01617e+00
77 1.00420e+00 1.01764e+00
78 9.92480e-01 1.02330e+00
79 9.82530e-01 1.03611e+00
80 9.86497e-01 1.02386e+00
81 1.00125e+00 1.01282e+00
82 9.82128e-01 1.03281e+00
83 9.95501e-01 1.03919e+00
84 9.80836e-01 1.02199e+00
85 9.95050e-01 1.01215e+00
86 9.86873e-01 1.01146e+00
87 9.93703e-01 1.03326e+00
88 9.72059e-01 1.00594e+00
89 9.81417e-01 1.01701e+00
90 9.79326e-01 1.01774e+00
91 9.82260e-01 1.02307e+00
92 9.76918e-01 1.02346e+00
93 9.83108e-01 1.03231e+00
94 9.83002e-01 1.04910e+00
95 9.73867e-01 1.01773e+00
96 9.71678e-01 1.02955e+00
97 9.66064e-01 1.02739e+00
98 9.86544e-01 1.01944e+00
99 9.66829e-01 1.02204e+00
100 9.76861e-01 1.03637e+00
101 9.79287e-01 1.01977e+00
102 9.92227e-01 1.04870e+00
103 9.74054e-01 1.02621e+00
104 9.61221e-01 1.03366e+00
105 9.78773e-01 1.05377e+00
106 9.74058e-01 1.01997e+00
107 9.85021e-01 1.03584e+00
108 9.51227e-01 1.05000e+00
109 9.82878e-01 1.02053e+00
110 9.60922e-01 1.04697e+00
111 9.68909e-01 1.05427e+00
112 9.72099e-01 1.03651e+00
113 9.72929e-01 1.03641e+00
114 9.62567e-01 1.02858e+00
115 9.66850e-01 1.05455e+00
116 9.78719e-01 1.04186e+00
117 9.84067e-01 1.02375e+00
118 9.54609e-01 1.07342e+00
119 9.66480e-01 1.02003e+00
120 9.52558e-01 1.02185e+00
121 9.64969e-01 1.02163e+00
122 9.92543e-01 1.02697e+00
123 9.69659e-01 1.02327e+00
124 9.57570e-01 1.03628e+00
125 9.69680e-01 1.02243e+00
126 9.62666e-01 1.02717e+00
127 9.46123e-01 1.04151e+00
128 9.40547e-01 1.05454e+00
129 9.84355e-01 1.04076e+00
130 9.64352e-01 1.03040e+00
131 9.71437e-01 1.03867e+00
132 9.44622e-01 1.03606e+00
133 9.72909e-01 1.03642e+00
134 9.63672e-01 1.03083e+00
135 9.50883e-01 1.04025e+00
136 9.61059e-01 1.06111e+00
137 9.75849e-01 1.03383e+00
138 9.55390e-01 1.03958e+00
139 9.87008e-01 1.02969e+00
140 9.47354e-01 1.03118e+00
141 9.63695e-01 1.04158e+00
142 9.41347e-01 1.05396e+00
143 9.50588e-01 1.05240e+00
144 9.45058e-01 1.03288e+00
