training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.27241e+00 1.18204e+00
1 1.13811e+00 1.12843e+00
2 1.09634e+00 1.10023e+00
3 1.07966e+00 1.08192e+00
4 1.06365e+00 1.06906e+00
5 1.05669e+00 1.06460e+00
6 1.05214e+00 1.05934e+00
7 1.04748e+00 1.05464e+00
8 1.03471e+00 1.04786e+00
9 1.03796e+00 1.04084e+00
10 1.03275e+00 1.04070e+00
11 1.02479e+00 1.03712e+00
12 1.02768e+00 1.04347e+00
13 1.02747e+00 1.03211e+00
14 1.01954e+00 1.03302e+00
15 1.02387e+00 1.03104e+00
16 1.01870e+00 1.02768e+00
17 1.01842e+00 1.02921e+00
18 1.01322e+00 1.03259e+00
19 1.01474e+00 1.03138e+00
20 1.01032e+00 1.03595e+00
21 1.01406e+00 1.02709e+00
22 1.01488e+00 1.03206e+00
23 1.01286e+00 1.02369e+00
24 1.00789e+00 1.02857e+00
25 1.00830e+00 1.02794e+00
26 1.00242e+00 1.02283e+00
27 1.01051e+00 1.02539e+00
28 1.00834e+00 1.02215e+00
29 1.01199e+00 1.01922e+00
30 1.00071e+00 1.02199e+00
31 1.00301e+00 1.02175e+00
32 9.98395e-01 1.01880e+00
33 9.99023e-01 1.01809e+00
34 1.00272e+00 1.01771e+00
35 9.96489e-01 1.01843e+00
36 9.93624e-01 1.01779e+00
37 9.99688e-01 1.02025e+00
38 9.95671e-01 1.01628e+00
39 1.00503e+00 1.01704e+00
40 9.93490e-01 1.01894e+00
41 9.90904e-01 1.01647e+00
42 9.90850e-01 1.01752e+00
43 9.94750e-01 1.02001e+00
44 9.95865e-01 1.01351e+00
45 9.92146e-01 1.02309e+00
46 9.90698e-01 1.01338e+00
47 9.91668e-01 1.01174e+00
48 9.93726e-01 1.00931e+00
49 9.85656e-01 1.02077e+00
50 9.85871e-01 1.01065e+00
51 9.86022e-01 1.01314e+00
52 9.88978e-01 1.01326e+00
53 9.79691e-01 1.00980e+00
54 9.85521e-01 1.02270e+00
55 9.85476e-01 1.01513e+00
56 9.90238e-01 1.01064e+00
57 9.87191e-01 1.01175e+00
58 9.83935e-01 1.01350e+00
59 9.82553e-01 1.01099e+00
60 9.77523e-01 1.01022e+00
61 9.81500e-01 1.00727e+00
62 9.85795e-01 1.01616e+00
63 9.85173e-01 1.00529e+00
64 9.79387e-01 1.00627e+00
65 9.83108e-01 1.00999e+00
66 9.75519e-01 1.00705e+00
67 9.83786e-01 1.00659e+00
68 9.74009e-01 1.00446e+00
69 9.85061e-01 1.01103e+00
70 9.74647e-01 1.00638e+00
71 9.76038e-01 1.00785e+00
72 9.84092e-01 1.00614e+00
73 9.77270e-01 1.01090e+00
74 9.75418e-01 1.00224e+00
75 9.78526e-01 1.00426e+00
76 9.76282e-01 1.00542e+00
77 9.72698e-01 1.00147e+00
78 9.70535e-01 1.00048e+00
79 9.83446e-01 9.98764e-01
80 9.77879e-01 9.98783e-01
