training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.36430e+00 1.35215e+00
1 1.36615e+00 1.35061e+00
2 1.36185e+00 1.34908e+00
3 1.36329e+00 1.34751e+00
4 1.35920e+00 1.34599e+00
5 1.35902e+00 1.34449e+00
6 1.35591e+00 1.34298e+00
7 1.35724e+00 1.34147e+00
8 1.35309e+00 1.34000e+00
9 1.34886e+00 1.33854e+00
10 1.34921e+00 1.33709e+00
11 1.34880e+00 1.33566e+00
12 1.34894e+00 1.33423e+00
13 1.34330e+00 1.33280e+00
14 1.34118e+00 1.33136e+00
15 1.33860e+00 1.32998e+00
16 1.33006e+00 1.32858e+00
17 1.34068e+00 1.32724e+00
18 1.33334e+00 1.32586e+00
19 1.33496e+00 1.32451e+00
20 1.33132e+00 1.32316e+00
21 1.32779e+00 1.32183e+00
22 1.32648e+00 1.32053e+00
23 1.33008e+00 1.31921e+00
24 1.32607e+00 1.31789e+00
25 1.32143e+00 1.31659e+00
26 1.32104e+00 1.31533e+00
27 1.31761e+00 1.31404e+00
28 1.32006e+00 1.31280e+00
29 1.31945e+00 1.31156e+00
30 1.31459e+00 1.31031e+00
31 1.31683e+00 1.30910e+00
32 1.31599e+00 1.30789e+00
33 1.31465e+00 1.30667e+00
34 1.31044e+00 1.30549e+00
35 1.30845e+00 1.30429e+00
36 1.30625e+00 1.30310e+00
37 1.29930e+00 1.30196e+00
38 1.29908e+00 1.30080e+00
39 1.30681e+00 1.29965e+00
40 1.30441e+00 1.29854e+00
41 1.29681e+00 1.29743e+00
42 1.29657e+00 1.29632e+00
43 1.30248e+00 1.29522e+00
44 1.29893e+00 1.29409e+00
45 1.29590e+00 1.29304e+00
46 1.29647e+00 1.29196e+00
47 1.29274e+00 1.29088e+00
48 1.29002e+00 1.28984e+00
49 1.29140e+00 1.28878e+00
50 1.28792e+00 1.28772e+00
51 1.28888e+00 1.28669e+00
52 1.28911e+00 1.28567e+00
53 1.28725e+00 1.28467e+00
54 1.28389e+00 1.28364e+00
55 1.27797e+00 1.28266e+00
56 1.28381e+00 1.28166e+00
57 1.27990e+00 1.28067e+00
58 1.27932e+00 1.27968e+00
59 1.27856e+00 1.27870e+00
60 1.28328e+00 1.27773e+00
61 1.27504e+00 1.27677e+00
62 1.27951e+00 1.27583e+00
63 1.27442e+00 1.27488e+00
64 1.26838e+00 1.27396e+00
65 1.27122e+00 1.27303e+00
66 1.27335e+00 1.27212e+00
67 1.27126e+00 1.27117e+00
68 1.26454e+00 1.27028e+00
69 1.26608e+00 1.26941e+00
70 1.26702e+00 1.26854e+00
71 1.26224e+00 1.26766e+00
72 1.26761e+00 1.26679e+00
73 1.26599e+00 1.26593e+00
74 1.26037e+00 1.26509e+00
75 1.26406e+00 1.26424e+00
76 1.26283e+00 1.26341e+00
77 1.25921e+00 1.26256e+00
78 1.26016e+00 1.26173e+00
79 1.25955e+00 1.26093e+00
80 1.25665e+00 1.26011e+00
