training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.23991e+00 1.12394e+00
1 1.09819e+00 1.06263e+00
2 1.06761e+00 1.08706e+00
3 1.06755e+00 1.03819e+00
4 1.05237e+00 1.02918e+00
5 1.05319e+00 1.03311e+00
6 1.03371e+00 1.05028e+00
7 1.04476e+00 1.00901e+00
8 1.01877e+00 1.00319e+00
9 1.01795e+00 1.01157e+00
10 1.01633e+00 1.04119e+00
11 1.03209e+00 9.99943e-01
12 1.01329e+00 1.00020e+00
13 1.01314e+00 9.96381e-01
14 1.00703e+00 9.85699e-01
15 1.00790e+00 9.94103e-01
16 1.01476e+00 9.99188e-01
17 1.00596e+00 1.00200e+00
18 9.99014e-01 9.92607e-01
19 1.01458e+00 9.92852e-01
20 1.00419e+00 1.00173e+00
21 1.00009e+00 1.00975e+00
22 9.79485e-01 9.97412e-01
23 9.96400e-01 9.83798e-01
24 1.00201e+00 1.00019e+00
25 1.00133e+00 1.02531e+00
26 9.79994e-01 9.93421e-01
27 9.84313e-01 9.84178e-01
28 9.81906e-01 9.98972e-01
29 9.77139e-01 1.01685e+00
30 9.90412e-01 9.92109e-01
31 9.82102e-01 1.01685e+00
32 9.82109e-01 1.00975e+00
33 9.81931e-01 9.90851e-01
34 9.79337e-01 9.81701e-01
35 9.65348e-01 9.87060e-01
36 9.71794e-01 9.86870e-01
37 9.67907e-01 9.96977e-01
38 9.69774e-01 9.62553e-01
39 9.64197e-01 9.89329e-01
40 9.80725e-01 9.84071e-01
41 9.71513e-01 9.91230e-01
42 9.81541e-01 9.79199e-01
43 9.63335e-01 9.70748e-01
44 9.59237e-01 9.66744e-01
45 9.65077e-01 9.78749e-01
46 9.58732e-01 9.75882e-01
47 9.58673e-01 9.85781e-01
48 9.52113e-01 9.86522e-01
49 9.66355e-01 9.79114e-01
50 9.67670e-01 9.68532e-01
51 9.47946e-01 9.63053e-01
52 9.43003e-01 9.87168e-01
53 9.51521e-01 9.64095e-01
54 9.33691e-01 9.98356e-01
55 9.52437e-01 9.68980e-01
56 9.47385e-01 9.61855e-01
57 9.32793e-01 9.63902e-01
58 9.32478e-01 9.91130e-01
59 9.33917e-01 9.86584e-01
60 9.43020e-01 9.83055e-01
61 9.27805e-01 9.98168e-01
62 9.33635e-01 9.72525e-01
63 9.38775e-01 9.60274e-01
64 9.42253e-01 9.69314e-01
65 9.40851e-01 1.00102e+00
66 9.32008e-01 9.55329e-01
67 9.51160e-01 9.65128e-01
68 9.30362e-01 9.73651e-01
69 9.38750e-01 9.71778e-01
70 9.40731e-01 9.95447e-01
71 9.36576e-01 9.59513e-01
72 9.29301e-01 9.58849e-01
73 9.34215e-01 9.55279e-01
74 9.16186e-01 9.60110e-01
75 9.20742e-01 9.49671e-01
76 9.19888e-01 9.55177e-01
77 9.18657e-01 9.76360e-01
78 9.01611e-01 9.61734e-01
79 9.23124e-01 9.56705e-01
80 9.26905e-01 9.57345e-01
