training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.38205e+00 1.31140e+00
1 1.27597e+00 1.24667e+00
2 1.21575e+00 1.20728e+00
3 1.18496e+00 1.18034e+00
4 1.16179e+00 1.15929e+00
5 1.13845e+00 1.14325e+00
6 1.13155e+00 1.13100e+00
7 1.11942e+00 1.11953e+00
8 1.11546e+00 1.10984e+00
9 1.10021e+00 1.10263e+00
10 1.09870e+00 1.09556e+00
11 1.08645e+00 1.08847e+00
12 1.09184e+00 1.08407e+00
13 1.09007e+00 1.07753e+00
14 1.08493e+00 1.07320e+00
15 1.07964e+00 1.07054e+00
16 1.05944e+00 1.06687e+00
17 1.06414e+00 1.06302e+00
18 1.06746e+00 1.06088e+00
19 1.07497e+00 1.05890e+00
20 1.06233e+00 1.05681e+00
21 1.06737e+00 1.05465e+00
22 1.05493e+00 1.05157e+00
23 1.05664e+00 1.04942e+00
24 1.05904e+00 1.04748e+00
25 1.05215e+00 1.04524e+00
26 1.04942e+00 1.04522e+00
27 1.05384e+00 1.04574e+00
28 1.05862e+00 1.04269e+00
29 1.05687e+00 1.04098e+00
30 1.04988e+00 1.04062e+00
31 1.03895e+00 1.03975e+00
32 1.05177e+00 1.03767e+00
33 1.03577e+00 1.03711e+00
34 1.05418e+00 1.03666e+00
35 1.04364e+00 1.03518e+00
36 1.04518e+00 1.03302e+00
37 1.03502e+00 1.03236e+00
38 1.04303e+00 1.03360e+00
39 1.05606e+00 1.03216e+00
40 1.03838e+00 1.03157e+00
41 1.03685e+00 1.03025e+00
42 1.03618e+00 1.03068e+00
43 1.03632e+00 1.02980e+00
44 1.03473e+00 1.02931e+00
45 1.04298e+00 1.02834e+00
46 1.04281e+00 1.02900e+00
47 1.05058e+00 1.02697e+00
48 1.04494e+00 1.02691e+00
49 1.04493e+00 1.02621e+00
50 1.03072e+00 1.02640e+00
51 1.03334e+00 1.02598e+00
52 1.02998e+00 1.02459e+00
53 1.02412e+00 1.02498e+00
54 1.03519e+00 1.02310e+00
55 1.03830e+00 1.02330e+00
56 1.02804e+00 1.02224e+00
57 1.02983e+00 1.02133e+00
58 1.02836e+00 1.02083e+00
59 1.03219e+00 1.02192e+00
60 1.02949e+00 1.02209e+00
61 1.03020e+00 1.02181e+00
62 1.01895e+00 1.02110e+00
63 1.04056e+00 1.02029e+00
64 1.03622e+00 1.02046e+00
65 1.03712e+00 1.01944e+00
66 1.03270e+00 1.01935e+00
67 1.02638e+00 1.01909e+00
68 1.02115e+00 1.01815e+00
69 1.02947e+00 1.01758e+00
70 1.01732e+00 1.01756e+00
71 1.01986e+00 1.01749e+00
72 1.02514e+00 1.01697e+00
73 1.03010e+00 1.01763e+00
74 1.02649e+00 1.01854e+00
75 1.02557e+00 1.01699e+00
76 1.02243e+00 1.01709e+00
77 1.03329e+00 1.01830e+00
78 1.02021e+00 1.01720e+00
79 1.01744e+00 1.01593e+00
80 1.01145e+00 1.01620e+00
