training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.48867e+00 1.45041e+00
1 1.49370e+00 1.44817e+00
2 1.50108e+00 1.44596e+00
3 1.49182e+00 1.44373e+00
4 1.49211e+00 1.44149e+00
5 1.49522e+00 1.43932e+00
6 1.48961e+00 1.43714e+00
7 1.48362e+00 1.43500e+00
8 1.48344e+00 1.43287e+00
9 1.47932e+00 1.43075e+00
10 1.46470e+00 1.42868e+00
11 1.47581e+00 1.42655e+00
12 1.45876e+00 1.42448e+00
13 1.47784e+00 1.42247e+00
14 1.46388e+00 1.42040e+00
15 1.47247e+00 1.41839e+00
16 1.45143e+00 1.41644e+00
17 1.45926e+00 1.41446e+00
18 1.47208e+00 1.41246e+00
19 1.44999e+00 1.41050e+00
20 1.44986e+00 1.40858e+00
21 1.44812e+00 1.40666e+00
22 1.44703e+00 1.40471e+00
23 1.44355e+00 1.40282e+00
24 1.44231e+00 1.40096e+00
25 1.43575e+00 1.39911e+00
26 1.43843e+00 1.39723e+00
27 1.46054e+00 1.39533e+00
28 1.42712e+00 1.39348e+00
29 1.43932e+00 1.39171e+00
30 1.41430e+00 1.38997e+00
31 1.44074e+00 1.38818e+00
32 1.43254e+00 1.38642e+00
33 1.43478e+00 1.38464e+00
34 1.41809e+00 1.38292e+00
35 1.43271e+00 1.38113e+00
36 1.42349e+00 1.37942e+00
37 1.42493e+00 1.37774e+00
38 1.43820e+00 1.37602e+00
39 1.41935e+00 1.37432e+00
40 1.40118e+00 1.37268e+00
41 1.40727e+00 1.37106e+00
42 1.41824e+00 1.36940e+00
43 1.41052e+00 1.36773e+00
44 1.43493e+00 1.36604e+00
45 1.41362e+00 1.36443e+00
46 1.39855e+00 1.36286e+00
47 1.38923e+00 1.36133e+00
48 1.40253e+00 1.35974e+00
49 1.40334e+00 1.35818e+00
50 1.38974e+00 1.35664e+00
51 1.39547e+00 1.35513e+00
52 1.40299e+00 1.35362e+00
53 1.38907e+00 1.35206e+00
54 1.38011e+00 1.35054e+00
55 1.39010e+00 1.34906e+00
56 1.39647e+00 1.34759e+00
57 1.36261e+00 1.34612e+00
58 1.39581e+00 1.34462e+00
59 1.38291e+00 1.34313e+00
60 1.38485e+00 1.34171e+00
61 1.36573e+00 1.34025e+00
62 1.36798e+00 1.33882e+00
63 1.38038e+00 1.33743e+00
64 1.36574e+00 1.33600e+00
65 1.37306e+00 1.33463e+00
66 1.36250e+00 1.33328e+00
67 1.35950e+00 1.33194e+00
68 1.36910e+00 1.33061e+00
69 1.36157e+00 1.32926e+00
70 1.38039e+00 1.32790e+00
71 1.36837e+00 1.32659e+00
72 1.37878e+00 1.32528e+00
73 1.36784e+00 1.32397e+00
74 1.35518e+00 1.32265e+00
75 1.36093e+00 1.32135e+00
76 1.35939e+00 1.32006e+00
77 1.35240e+00 1.31883e+00
78 1.36103e+00 1.31754e+00
79 1.35887e+00 1.31629e+00
80 1.34684e+00 1.31505e+00
