training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.25737e+00 1.20053e+00
1 1.15615e+00 1.15463e+00
2 1.11745e+00 1.12821e+00
3 1.09755e+00 1.10828e+00
4 1.08634e+00 1.09501e+00
5 1.07495e+00 1.08801e+00
6 1.07510e+00 1.07950e+00
7 1.06030e+00 1.07450e+00
8 1.06063e+00 1.06809e+00
9 1.05980e+00 1.06514e+00
10 1.05401e+00 1.06164e+00
11 1.04642e+00 1.05819e+00
12 1.04307e+00 1.05688e+00
13 1.04142e+00 1.05178e+00
14 1.03679e+00 1.05056e+00
15 1.03887e+00 1.05132e+00
16 1.03465e+00 1.04808e+00
17 1.03362e+00 1.04698e+00
18 1.04561e+00 1.04443e+00
19 1.03203e+00 1.04409e+00
20 1.03421e+00 1.04427e+00
21 1.03729e+00 1.04706e+00
22 1.02714e+00 1.04122e+00
23 1.02954e+00 1.04329e+00
24 1.02669e+00 1.03787e+00
25 1.02317e+00 1.04058e+00
26 1.02005e+00 1.03959e+00
27 1.01568e+00 1.03841e+00
28 1.02431e+00 1.03945e+00
29 1.02509e+00 1.03758e+00
30 1.01690e+00 1.04260e+00
31 1.02999e+00 1.03470e+00
32 1.02275e+00 1.03469e+00
33 1.01408e+00 1.03856e+00
34 1.02002e+00 1.03759e+00
35 1.02124e+00 1.03291e+00
36 1.01167e+00 1.03546e+00
37 1.00885e+00 1.03359e+00
38 1.01062e+00 1.03512e+00
39 1.00610e+00 1.03475e+00
40 1.01112e+00 1.03299e+00
41 1.01532e+00 1.03163e+00
42 1.00881e+00 1.03332e+00
43 1.00649e+00 1.03859e+00
44 1.01233e+00 1.03187e+00
45 1.00941e+00 1.03221e+00
46 1.00718e+00 1.02883e+00
47 1.00454e+00 1.03256e+00
48 1.01010e+00 1.02652e+00
49 1.01084e+00 1.03205e+00
50 1.00548e+00 1.02729e+00
51 1.00318e+00 1.02639e+00
52 1.00409e+00 1.03164e+00
53 1.00402e+00 1.02698e+00
54 1.00789e+00 1.02985e+00
55 1.00975e+00 1.02708e+00
56 1.00582e+00 1.02628e+00
57 1.00317e+00 1.02529e+00
58 1.00902e+00 1.02523e+00
59 1.00234e+00 1.02398e+00
60 9.93564e-01 1.02635e+00
61 1.00420e+00 1.02236e+00
62 9.98250e-01 1.02517e+00
63 9.97640e-01 1.02418e+00
64 1.00465e+00 1.02566e+00
65 1.00090e+00 1.02431e+00
66 1.00287e+00 1.02195e+00
67 9.98512e-01 1.02558e+00
68 1.00193e+00 1.02052e+00
69 9.88087e-01 1.02114e+00
70 1.00309e+00 1.02051e+00
71 1.00172e+00 1.01753e+00
72 9.93962e-01 1.02389e+00
73 9.94241e-01 1.02224e+00
74 9.95752e-01 1.01758e+00
75 9.91338e-01 1.02141e+00
76 9.88999e-01 1.01966e+00
77 9.95369e-01 1.01522e+00
78 9.98923e-01 1.01943e+00
79 9.92699e-01 1.01579e+00
80 9.92212e-01 1.01652e+00
