training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.24286e+00 1.10979e+00
1 1.13639e+00 1.10655e+00
2 1.12205e+00 1.08129e+00
3 1.10901e+00 1.06333e+00
4 1.09035e+00 1.06927e+00
5 1.07831e+00 1.05799e+00
6 1.08394e+00 1.06686e+00
7 1.08311e+00 1.04736e+00
8 1.06042e+00 1.06300e+00
9 1.07964e+00 1.04891e+00
10 1.06963e+00 1.04090e+00
11 1.08009e+00 1.03737e+00
12 1.06183e+00 1.03665e+00
13 1.07033e+00 1.05917e+00
14 1.07990e+00 1.04134e+00
15 1.06917e+00 1.04227e+00
16 1.04953e+00 1.04712e+00
17 1.07399e+00 1.03716e+00
18 1.05350e+00 1.03510e+00
19 1.05009e+00 1.03566e+00
20 1.04935e+00 1.04739e+00
21 1.04172e+00 1.04186e+00
22 1.06367e+00 1.05083e+00
23 1.07312e+00 1.05083e+00
24 1.06049e+00 1.03921e+00
25 1.06271e+00 1.03664e+00
26 1.05465e+00 1.03764e+00
27 1.05957e+00 1.04179e+00
28 1.05315e+00 1.03055e+00
29 1.04072e+00 1.03148e+00
30 1.06559e+00 1.03738e+00
31 1.04933e+00 1.03530e+00
32 1.05047e+00 1.03306e+00
33 1.05822e+00 1.02976e+00
34 1.04677e+00 1.02524e+00
35 1.04569e+00 1.02827e+00
36 1.04923e+00 1.02854e+00
37 1.04915e+00 1.03601e+00
38 1.05855e+00 1.04134e+00
39 1.04698e+00 1.03175e+00
40 1.04912e+00 1.06355e+00
41 1.05422e+00 1.02843e+00
42 1.03767e+00 1.02994e+00
43 1.05083e+00 1.02648e+00
44 1.03066e+00 1.04693e+00
45 1.04829e+00 1.03452e+00
46 1.04908e+00 1.03092e+00
47 1.05026e+00 1.02744e+00
48 1.03575e+00 1.03262e+00
49 1.05070e+00 1.02518e+00
50 1.04946e+00 1.03157e+00
51 1.03744e+00 1.02694e+00
52 1.03750e+00 1.02226e+00
53 1.04284e+00 1.02443e+00
54 1.05142e+00 1.03017e+00
55 1.03803e+00 1.02325e+00
56 1.04751e+00 1.02766e+00
57 1.04517e+00 1.02641e+00
58 1.03713e+00 1.03314e+00
59 1.02714e+00 1.02448e+00
60 1.05658e+00 1.03079e+00
61 1.02850e+00 1.03476e+00
62 1.04630e+00 1.02882e+00
63 1.03660e+00 1.03293e+00
64 1.04627e+00 1.02872e+00
65 1.04450e+00 1.04339e+00
66 1.04723e+00 1.03655e+00
67 1.04398e+00 1.02717e+00
68 1.02907e+00 1.02277e+00
69 1.05280e+00 1.02529e+00
70 1.02917e+00 1.02964e+00
71 1.04803e+00 1.02518e+00
72 1.03248e+00 1.03062e+00
73 1.03354e+00 1.02867e+00
74 1.02656e+00 1.02300e+00
75 1.04827e+00 1.02144e+00
76 1.03922e+00 1.02994e+00
77 1.02930e+00 1.02647e+00
78 1.03061e+00 1.02957e+00
79 1.02806e+00 1.02441e+00
80 1.03080e+00 1.02950e+00
