training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.26769e+00 1.13124e+00
1 1.13092e+00 1.08164e+00
2 1.09539e+00 1.05843e+00
3 1.08140e+00 1.04594e+00
4 1.08892e+00 1.05136e+00
5 1.08220e+00 1.05882e+00
6 1.07708e+00 1.06120e+00
7 1.05595e+00 1.04478e+00
8 1.05819e+00 1.02663e+00
9 1.05703e+00 1.02005e+00
10 1.04325e+00 1.01711e+00
11 1.04875e+00 1.01218e+00
12 1.04492e+00 1.01320e+00
13 1.05142e+00 1.02353e+00
14 1.04748e+00 1.02286e+00
15 1.02774e+00 1.01830e+00
16 1.04943e+00 1.02213e+00
17 1.04848e+00 1.00344e+00
18 1.04358e+00 1.00339e+00
19 1.02998e+00 1.01543e+00
20 1.05232e+00 1.00145e+00
21 1.03618e+00 1.00170e+00
22 1.01572e+00 1.01169e+00
23 1.01753e+00 1.00512e+00
24 1.02990e+00 1.00021e+00
25 1.02843e+00 1.00572e+00
26 1.04156e+00 1.00866e+00
27 1.03259e+00 1.00044e+00
28 1.00936e+00 1.00508e+00
29 1.01439e+00 9.95902e-01
30 1.01209e+00 9.99629e-01
31 1.01892e+00 9.96254e-01
32 1.00517e+00 1.01069e+00
33 1.01534e+00 9.99709e-01
34 1.00656e+00 9.88142e-01
35 9.93553e-01 9.90317e-01
36 1.01344e+00 9.87519e-01
37 1.01380e+00 9.88615e-01
38 1.03266e+00 1.01143e+00
39 1.01162e+00 1.00523e+00
40 1.02363e+00 9.94892e-01
41 1.00274e+00 9.93536e-01
42 1.01591e+00 9.97628e-01
43 1.00847e+00 1.00016e+00
44 1.00009e+00 1.00155e+00
45 1.01227e+00 9.98398e-01
46 1.00170e+00 9.88371e-01
47 9.98210e-01 9.92142e-01
48 1.00083e+00 9.87368e-01
49 1.01157e+00 9.96148e-01
50 1.01076e+00 9.94188e-01
51 1.00821e+00 9.90264e-01
52 9.91458e-01 9.86871e-01
53 1.00222e+00 9.87499e-01
54 1.00781e+00 9.98217e-01
55 1.00716e+00 1.01149e+00
56 9.92668e-01 9.86820e-01
57 9.97313e-01 9.90923e-01
58 9.91849e-01 9.91405e-01
59 9.95791e-01 9.98638e-01
60 1.00007e+00 9.86561e-01
61 9.92263e-01 9.93442e-01
62 9.96279e-01 9.93222e-01
63 9.85127e-01 9.81300e-01
64 1.00691e+00 9.87354e-01
65 9.98284e-01 9.89407e-01
66 1.00064e+00 1.00528e+00
67 9.92597e-01 1.00211e+00
68 1.00401e+00 1.00186e+00
69 1.00243e+00 9.91745e-01
70 9.92664e-01 9.85192e-01
71 9.82769e-01 9.85859e-01
72 9.97773e-01 9.87822e-01
73 9.96673e-01 9.93313e-01
74 9.82690e-01 9.83667e-01
75 9.99672e-01 9.86693e-01
76 9.88954e-01 9.93191e-01
77 9.85256e-01 9.89014e-01
78 9.92474e-01 1.00623e+00
79 1.00274e+00 9.79428e-01
80 9.83879e-01 9.86488e-01
