training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.26526e+00 1.16901e+00
1 1.11086e+00 1.09431e+00
2 1.08526e+00 1.08010e+00
3 1.05994e+00 1.04041e+00
4 1.05338e+00 1.04241e+00
5 1.05226e+00 1.04054e+00
6 1.04341e+00 1.01581e+00
7 1.03550e+00 1.02228e+00
8 1.03225e+00 1.00988e+00
9 1.02201e+00 1.01039e+00
10 1.02757e+00 1.01701e+00
11 1.01754e+00 1.01272e+00
12 1.01813e+00 1.00513e+00
13 1.01456e+00 1.01870e+00
14 1.02764e+00 1.00585e+00
15 1.00457e+00 9.89372e-01
16 1.00937e+00 1.00244e+00
17 1.00287e+00 9.98911e-01
18 1.00993e+00 1.00378e+00
19 1.00145e+00 9.95502e-01
20 1.00879e+00 1.00989e+00
21 1.00884e+00 9.87356e-01
22 1.00162e+00 9.87496e-01
23 9.93845e-01 9.97759e-01
24 1.00613e+00 9.91080e-01
25 9.97076e-01 9.84382e-01
26 9.99941e-01 9.88937e-01
27 9.90231e-01 9.84952e-01
28 9.79998e-01 1.00509e+00
29 1.00086e+00 1.00764e+00
30 9.89434e-01 9.90047e-01
31 9.84568e-01 9.92859e-01
32 9.84499e-01 9.87669e-01
33 9.80809e-01 9.90082e-01
34 9.82146e-01 9.89876e-01
35 9.89416e-01 1.00418e+00
36 9.85976e-01 9.94130e-01
37 9.72690e-01 9.96179e-01
38 9.74798e-01 9.88525e-01
39 9.85910e-01 9.96985e-01
40 9.81152e-01 1.00090e+00
41 9.80915e-01 9.91937e-01
42 9.70713e-01 9.98908e-01
43 9.84305e-01 1.00040e+00
44 9.80721e-01 9.86909e-01
45 9.57661e-01 9.81733e-01
46 9.64442e-01 9.82629e-01
47 9.61591e-01 9.87516e-01
48 9.71412e-01 9.80286e-01
49 9.67433e-01 9.77803e-01
50 9.59886e-01 9.78628e-01
51 9.62886e-01 9.78832e-01
52 9.78064e-01 9.81569e-01
53 9.58374e-01 9.75482e-01
54 9.56770e-01 1.00592e+00
55 9.63166e-01 9.84820e-01
56 9.56185e-01 9.75922e-01
57 9.43234e-01 9.91988e-01
58 9.58769e-01 9.69515e-01
59 9.47448e-01 9.76099e-01
60 9.44258e-01 9.83342e-01
61 9.54999e-01 9.77925e-01
62 9.52511e-01 9.93635e-01
63 9.64090e-01 9.89515e-01
64 9.43223e-01 9.84814e-01
65 9.39035e-01 9.64937e-01
66 9.51114e-01 9.86661e-01
67 9.48144e-01 9.80745e-01
68 9.48691e-01 9.70797e-01
69 9.39506e-01 9.65305e-01
70 9.22001e-01 9.60928e-01
71 9.40867e-01 9.70804e-01
72 9.31827e-01 9.85537e-01
73 9.30351e-01 9.72769e-01
74 9.30108e-01 9.77044e-01
75 9.37156e-01 9.77093e-01
76 9.47319e-01 9.62037e-01
77 9.26534e-01 9.66250e-01
78 9.28102e-01 9.94447e-01
79 9.34799e-01 9.79762e-01
80 9.20947e-01 9.66994e-01
