training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.28439e+00 1.17174e+00
1 1.11814e+00 1.09638e+00
2 1.08012e+00 1.05500e+00
3 1.05903e+00 1.05095e+00
4 1.04831e+00 1.02807e+00
5 1.05248e+00 1.02653e+00
6 1.03458e+00 1.02860e+00
7 1.03355e+00 1.02906e+00
8 1.03415e+00 1.01886e+00
9 1.01641e+00 1.01017e+00
10 1.01284e+00 1.02084e+00
11 1.02743e+00 1.00558e+00
12 1.02709e+00 1.02011e+00
13 1.02299e+00 9.98165e-01
14 1.01711e+00 9.98014e-01
15 1.00779e+00 9.91176e-01
16 9.99323e-01 1.00420e+00
17 1.02036e+00 1.00280e+00
18 1.01492e+00 1.01318e+00
19 1.00272e+00 9.89437e-01
20 1.00296e+00 1.00383e+00
21 9.95254e-01 9.98879e-01
22 9.93649e-01 1.00029e+00
23 9.93573e-01 1.00642e+00
24 9.92050e-01 9.85186e-01
25 9.91070e-01 9.94963e-01
26 1.01277e+00 1.01528e+00
27 9.96199e-01 9.91006e-01
28 9.89923e-01 9.92521e-01
29 9.85257e-01 9.79406e-01
30 9.78299e-01 1.00188e+00
31 9.81766e-01 9.95046e-01
32 9.84782e-01 9.90491e-01
33 9.80046e-01 9.89587e-01
34 9.75029e-01 1.00346e+00
35 9.68670e-01 9.76041e-01
36 9.80747e-01 1.00336e+00
37 9.91040e-01 9.86232e-01
38 9.71318e-01 9.75885e-01
39 9.68850e-01 9.89257e-01
40 9.66541e-01 9.78497e-01
41 9.70808e-01 9.80049e-01
42 9.62403e-01 9.87452e-01
43 9.62001e-01 9.73938e-01
44 9.57662e-01 9.94352e-01
45 9.71003e-01 9.89524e-01
46 9.73234e-01 9.81444e-01
47 9.60619e-01 9.71131e-01
48 9.60528e-01 9.92578e-01
49 9.60111e-01 9.84823e-01
50 9.56402e-01 9.84032e-01
51 9.56730e-01 9.75465e-01
52 9.48663e-01 9.74505e-01
53 9.55097e-01 9.74634e-01
54 9.55156e-01 1.00401e+00
55 9.51739e-01 9.77334e-01
56 9.33053e-01 9.75850e-01
57 9.57511e-01 9.74358e-01
58 9.55626e-01 9.79737e-01
59 9.47354e-01 9.69341e-01
60 9.45249e-01 9.67517e-01
61 9.43738e-01 9.72380e-01
62 9.43857e-01 9.58533e-01
63 9.39874e-01 9.66912e-01
64 9.35803e-01 9.64855e-01
65 9.51003e-01 9.77902e-01
66 9.45245e-01 9.69948e-01
67 9.40193e-01 9.73371e-01
68 9.35811e-01 9.65483e-01
69 9.30975e-01 9.72859e-01
70 9.54509e-01 9.65783e-01
71 9.26178e-01 9.65910e-01
72 9.36222e-01 9.70361e-01
73 9.36177e-01 9.85112e-01
74 9.36311e-01 9.67545e-01
75 9.42007e-01 9.79678e-01
76 9.34026e-01 9.70460e-01
77 9.30822e-01 9.70781e-01
78 9.17091e-01 9.72628e-01
79 9.37761e-01 9.59008e-01
80 9.28199e-01 9.61510e-01
