training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.40906e+00 1.38324e+00
1 1.39132e+00 1.36711e+00
2 1.35959e+00 1.35073e+00
3 1.33435e+00 1.33030e+00
4 1.30193e+00 1.30434e+00
5 1.31357e+00 1.28399e+00
6 1.27897e+00 1.25173e+00
7 1.27860e+00 1.22066e+00
8 1.24124e+00 1.19075e+00
9 1.23253e+00 1.17437e+00
10 1.19699e+00 1.15362e+00
11 1.20768e+00 1.14277e+00
12 1.17327e+00 1.12316e+00
13 1.16896e+00 1.10979e+00
14 1.16064e+00 1.10510e+00
15 1.18178e+00 1.10356e+00
16 1.15378e+00 1.09783e+00
17 1.16781e+00 1.08953e+00
18 1.12242e+00 1.07834e+00
19 1.15361e+00 1.07322e+00
20 1.11669e+00 1.06606e+00
21 1.10572e+00 1.06643e+00
22 1.06972e+00 1.06558e+00
23 1.11415e+00 1.06391e+00
24 1.06738e+00 1.06215e+00
25 1.11134e+00 1.06561e+00
26 1.08523e+00 1.05955e+00
27 1.10767e+00 1.05421e+00
28 1.07631e+00 1.04964e+00
29 1.06963e+00 1.05270e+00
30 1.06722e+00 1.05298e+00
31 1.05678e+00 1.04870e+00
32 1.05860e+00 1.05209e+00
33 1.05957e+00 1.05788e+00
34 1.07534e+00 1.05294e+00
35 1.10799e+00 1.05083e+00
36 1.05180e+00 1.05193e+00
37 1.11160e+00 1.05087e+00
38 1.05293e+00 1.05363e+00
39 1.06338e+00 1.05146e+00
40 1.05793e+00 1.05035e+00
41 1.07636e+00 1.05090e+00
42 1.04641e+00 1.05341e+00
43 1.04996e+00 1.05259e+00
44 1.06233e+00 1.05516e+00
45 1.06031e+00 1.05613e+00
46 1.07908e+00 1.05415e+00
47 1.03795e+00 1.05593e+00
48 1.05733e+00 1.05599e+00
49 1.06465e+00 1.05368e+00
50 1.04531e+00 1.05651e+00
51 1.05791e+00 1.06095e+00
52 1.03564e+00 1.05565e+00
53 1.08207e+00 1.05670e+00
54 1.05817e+00 1.05736e+00
55 1.02378e+00 1.05377e+00
56 1.02805e+00 1.05440e+00
57 1.06165e+00 1.05402e+00
58 1.04706e+00 1.05307e+00
59 1.04716e+00 1.05456e+00
60 1.03039e+00 1.05355e+00
61 1.00649e+00 1.05116e+00
62 1.04698e+00 1.05200e+00
63 1.06951e+00 1.05196e+00
64 1.04351e+00 1.04995e+00
65 1.06379e+00 1.05505e+00
66 1.03949e+00 1.05773e+00
67 1.04447e+00 1.05618e+00
68 1.04827e+00 1.05613e+00
69 1.05105e+00 1.05808e+00
70 1.02079e+00 1.05857e+00
71 1.05669e+00 1.06165e+00
72 1.02549e+00 1.05754e+00
73 1.05662e+00 1.06120e+00
74 1.04406e+00 1.06526e+00
75 1.04303e+00 1.06349e+00
76 1.04496e+00 1.05976e+00
77 1.05061e+00 1.05861e+00
78 1.04232e+00 1.05679e+00
79 1.01127e+00 1.05633e+00
80 1.05176e+00 1.05606e+00
