training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.42650e+00 1.38393e+00
1 1.39533e+00 1.36227e+00
2 1.36605e+00 1.34282e+00
3 1.35946e+00 1.32534e+00
4 1.34141e+00 1.30865e+00
5 1.31773e+00 1.29248e+00
6 1.30769e+00 1.27805e+00
7 1.28638e+00 1.26584e+00
8 1.28526e+00 1.25393e+00
9 1.25627e+00 1.24201e+00
10 1.25278e+00 1.23070e+00
11 1.25395e+00 1.21945e+00
12 1.23581e+00 1.20968e+00
13 1.21693e+00 1.20116e+00
14 1.21698e+00 1.19233e+00
15 1.19208e+00 1.18387e+00
16 1.19457e+00 1.17647e+00
17 1.19764e+00 1.16956e+00
18 1.17478e+00 1.16271e+00
19 1.17984e+00 1.15673e+00
20 1.15965e+00 1.15079e+00
21 1.15970e+00 1.14469e+00
22 1.14857e+00 1.13894e+00
23 1.15518e+00 1.13382e+00
24 1.13520e+00 1.12929e+00
25 1.12827e+00 1.12448e+00
26 1.13388e+00 1.12024e+00
27 1.12529e+00 1.11642e+00
28 1.11666e+00 1.11228e+00
29 1.11328e+00 1.10845e+00
30 1.11632e+00 1.10515e+00
31 1.10989e+00 1.10199e+00
32 1.10200e+00 1.09912e+00
33 1.10300e+00 1.09699e+00
34 1.09321e+00 1.09524e+00
35 1.10340e+00 1.09290e+00
36 1.09154e+00 1.09008e+00
37 1.08782e+00 1.08795e+00
38 1.08516e+00 1.08615e+00
39 1.09436e+00 1.08401e+00
40 1.09260e+00 1.08217e+00
41 1.07733e+00 1.08109e+00
42 1.08714e+00 1.08003e+00
43 1.06578e+00 1.07871e+00
44 1.08339e+00 1.07767e+00
45 1.06479e+00 1.07658e+00
46 1.06535e+00 1.07535e+00
47 1.07165e+00 1.07391e+00
48 1.07800e+00 1.07290e+00
49 1.05541e+00 1.07205e+00
50 1.07098e+00 1.07084e+00
51 1.06005e+00 1.06973e+00
52 1.06889e+00 1.06909e+00
53 1.05511e+00 1.06872e+00
54 1.06896e+00 1.06832e+00
55 1.05228e+00 1.06774e+00
56 1.05696e+00 1.06732e+00
57 1.05596e+00 1.06718e+00
58 1.05573e+00 1.06689e+00
59 1.04524e+00 1.06647e+00
60 1.05647e+00 1.06581e+00
61 1.04767e+00 1.06543e+00
62 1.04948e+00 1.06463e+00
63 1.04056e+00 1.06346e+00
64 1.03376e+00 1.06290e+00
65 1.05214e+00 1.06281e+00
66 1.05286e+00 1.06256e+00
67 1.03954e+00 1.06215e+00
68 1.04420e+00 1.06124e+00
69 1.04884e+00 1.06050e+00
70 1.04916e+00 1.05987e+00
71 1.04753e+00 1.05891e+00
72 1.04596e+00 1.05799e+00
73 1.04648e+00 1.05739e+00
74 1.03189e+00 1.05762e+00
75 1.04886e+00 1.05843e+00
76 1.03979e+00 1.05833e+00
77 1.02641e+00 1.05760e+00
78 1.03261e+00 1.05695e+00
79 1.04277e+00 1.05652e+00
80 1.03389e+00 1.05659e+00
