training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.39260e+00 1.36823e+00
1 1.37400e+00 1.35044e+00
2 1.35656e+00 1.33359e+00
3 1.34917e+00 1.31694e+00
4 1.33119e+00 1.30139e+00
5 1.31296e+00 1.28631e+00
6 1.30333e+00 1.27178e+00
7 1.28825e+00 1.25804e+00
8 1.28303e+00 1.24476e+00
9 1.26303e+00 1.23226e+00
10 1.25003e+00 1.22021e+00
11 1.24488e+00 1.20874e+00
12 1.23268e+00 1.19774e+00
13 1.22354e+00 1.18691e+00
14 1.21547e+00 1.17681e+00
15 1.20529e+00 1.16704e+00
16 1.19213e+00 1.15786e+00
17 1.18545e+00 1.14878e+00
18 1.18066e+00 1.14028e+00
19 1.16996e+00 1.13213e+00
20 1.16815e+00 1.12451e+00
21 1.15768e+00 1.11729e+00
22 1.14795e+00 1.11020e+00
23 1.14768e+00 1.10346e+00
24 1.13380e+00 1.09683e+00
25 1.13196e+00 1.09070e+00
26 1.11754e+00 1.08469e+00
27 1.12000e+00 1.07890e+00
28 1.11871e+00 1.07363e+00
29 1.11052e+00 1.06825e+00
30 1.10510e+00 1.06351e+00
31 1.10601e+00 1.05894e+00
32 1.10134e+00 1.05457e+00
33 1.09125e+00 1.05031e+00
34 1.09930e+00 1.04637e+00
35 1.08891e+00 1.04243e+00
36 1.08430e+00 1.03863e+00
37 1.08221e+00 1.03511e+00
38 1.06516e+00 1.03161e+00
39 1.07433e+00 1.02822e+00
40 1.07434e+00 1.02512e+00
41 1.06833e+00 1.02199e+00
42 1.06532e+00 1.01899e+00
43 1.06121e+00 1.01621e+00
44 1.05044e+00 1.01346e+00
45 1.06210e+00 1.01093e+00
46 1.04844e+00 1.00846e+00
47 1.04364e+00 1.00586e+00
48 1.05863e+00 1.00372e+00
49 1.04408e+00 1.00152e+00
50 1.04279e+00 9.99226e-01
51 1.04438e+00 9.97105e-01
52 1.04602e+00 9.95217e-01
53 1.03896e+00 9.93320e-01
54 1.04952e+00 9.91762e-01
55 1.03677e+00 9.89991e-01
56 1.03841e+00 9.88311e-01
57 1.03007e+00 9.86472e-01
58 1.03802e+00 9.84826e-01
59 1.03530e+00 9.83335e-01
60 1.03782e+00 9.81858e-01
61 1.02591e+00 9.80518e-01
62 1.03304e+00 9.79154e-01
63 1.02571e+00 9.77841e-01
64 1.02697e+00 9.76573e-01
65 1.01959e+00 9.75169e-01
66 1.01466e+00 9.73842e-01
67 1.02631e+00 9.72677e-01
68 1.02984e+00 9.71525e-01
69 1.01155e+00 9.70321e-01
70 1.03031e+00 9.69207e-01
71 1.01518e+00 9.68178e-01
72 1.01027e+00 9.67080e-01
73 1.00713e+00 9.66067e-01
74 1.01813e+00 9.65100e-01
75 1.01412e+00 9.64162e-01
76 1.00984e+00 9.63341e-01
77 1.00467e+00 9.62447e-01
78 1.01751e+00 9.61609e-01
79 1.00824e+00 9.60808e-01
80 1.01085e+00 9.60004e-01
