training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.22411e+00 1.09453e+00
1 1.08166e+00 1.01419e+00
2 1.02083e+00 9.77247e-01
3 9.93004e-01 9.55540e-01
4 9.72542e-01 9.40639e-01
5 9.63418e-01 9.28144e-01
6 9.51490e-01 9.23225e-01
7 9.46558e-01 9.17264e-01
8 9.39145e-01 9.10813e-01
9 9.34306e-01 9.09697e-01
10 9.31814e-01 9.05293e-01
11 9.27460e-01 9.02747e-01
12 9.20928e-01 9.02518e-01
13 9.18824e-01 9.01700e-01
14 9.19519e-01 8.98974e-01
15 9.14359e-01 9.02299e-01
16 9.19844e-01 8.96501e-01
17 9.07907e-01 9.00185e-01
18 9.12409e-01 8.93364e-01
19 9.09782e-01 8.96182e-01
20 9.07029e-01 8.93314e-01
21 9.09644e-01 8.95928e-01
22 9.02591e-01 8.90692e-01
23 9.00877e-01 8.99971e-01
24 8.99655e-01 8.90515e-01
25 9.01634e-01 8.90995e-01
26 9.01957e-01 8.88208e-01
27 9.04212e-01 8.93184e-01
28 8.95810e-01 8.91787e-01
29 9.02453e-01 8.88576e-01
30 8.96216e-01 8.86669e-01
31 8.94471e-01 8.86377e-01
32 8.96301e-01 8.84708e-01
33 8.95145e-01 8.84296e-01
34 8.92020e-01 8.83784e-01
35 8.99777e-01 8.85683e-01
36 8.92619e-01 8.86400e-01
37 8.94426e-01 8.82920e-01
38 8.89955e-01 8.86457e-01
39 8.90829e-01 8.84822e-01
40 8.85923e-01 8.85895e-01
41 8.95753e-01 8.81052e-01
42 8.91111e-01 8.79499e-01
43 8.95255e-01 8.86126e-01
44 8.87543e-01 8.80406e-01
45 8.87419e-01 8.84751e-01
46 8.84753e-01 8.85977e-01
47 8.89954e-01 8.83413e-01
48 8.89114e-01 8.77869e-01
49 8.81578e-01 8.76878e-01
50 8.86386e-01 8.75016e-01
51 8.86672e-01 8.74844e-01
52 8.83122e-01 8.80502e-01
53 8.81843e-01 8.76875e-01
54 8.83731e-01 8.73945e-01
55 8.85761e-01 8.77525e-01
56 8.85686e-01 8.74992e-01
57 8.78531e-01 8.79312e-01
58 8.81615e-01 8.77604e-01
59 8.84544e-01 8.74983e-01
60 8.79173e-01 8.73839e-01
61 8.82848e-01 8.74431e-01
62 8.79773e-01 8.76748e-01
63 8.78776e-01 8.74502e-01
64 8.77768e-01 8.73911e-01
65 8.76928e-01 8.77336e-01
66 8.84288e-01 8.70825e-01
67 8.76971e-01 8.72696e-01
68 8.74645e-01 8.73698e-01
69 8.79474e-01 8.70408e-01
70 8.76574e-01 8.73068e-01
71 8.76449e-01 8.70960e-01
72 8.72481e-01 8.74828e-01
73 8.74870e-01 8.73948e-01
74 8.68437e-01 8.71968e-01
75 8.73235e-01 8.71630e-01
76 8.74510e-01 8.72497e-01
77 8.78301e-01 8.76071e-01
78 8.73406e-01 8.74446e-01
79 8.71970e-01 8.69700e-01
80 8.72628e-01 8.70512e-01
