training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.26392e+00 1.02352e+00
1 1.05680e+00 9.95853e-01
2 1.03502e+00 9.67220e-01
3 9.92764e-01 9.35202e-01
4 1.01551e+00 9.23636e-01
5 9.84321e-01 9.35582e-01
6 9.66695e-01 9.13700e-01
7 9.81959e-01 9.22078e-01
8 9.89870e-01 9.25051e-01
9 9.85391e-01 9.07631e-01
10 9.71772e-01 9.27729e-01
11 9.61677e-01 9.21445e-01
12 9.44243e-01 9.32072e-01
13 9.62261e-01 9.57824e-01
14 9.64226e-01 9.04254e-01
15 9.69545e-01 9.10548e-01
16 9.56023e-01 8.97867e-01
17 9.42047e-01 9.24285e-01
18 9.55322e-01 9.23294e-01
19 9.62674e-01 8.84206e-01
20 9.48842e-01 8.99188e-01
21 9.22066e-01 8.93872e-01
22 9.48646e-01 9.70120e-01
23 9.56737e-01 9.66081e-01
24 9.66646e-01 9.07236e-01
25 9.52596e-01 8.89036e-01
26 9.59647e-01 8.95542e-01
27 9.25845e-01 9.04488e-01
28 9.35569e-01 9.08358e-01
29 9.48180e-01 9.22278e-01
30 9.38005e-01 8.88893e-01
31 9.16992e-01 9.47377e-01
32 9.56233e-01 8.90468e-01
33 9.23167e-01 8.95536e-01
34 9.41765e-01 8.86543e-01
35 9.17076e-01 9.21721e-01
36 9.12458e-01 8.95941e-01
37 9.36642e-01 8.76313e-01
38 9.20622e-01 8.85512e-01
39 9.20563e-01 8.94971e-01
40 9.20133e-01 9.09281e-01
41 9.28966e-01 8.81501e-01
42 9.30638e-01 8.79162e-01
43 9.43970e-01 8.83904e-01
44 9.12760e-01 8.70029e-01
45 9.26082e-01 9.12542e-01
46 9.26731e-01 9.01128e-01
47 9.16471e-01 8.74056e-01
48 9.10047e-01 8.91726e-01
49 9.38140e-01 8.78773e-01
50 9.08671e-01 8.73823e-01
51 9.22318e-01 8.82180e-01
52 9.39178e-01 8.69589e-01
53 9.09693e-01 8.74211e-01
54 9.24584e-01 8.76033e-01
55 9.24077e-01 8.80712e-01
56 9.15005e-01 8.95689e-01
57 9.03065e-01 8.79724e-01
58 9.10049e-01 8.69305e-01
59 9.05997e-01 8.68441e-01
60 9.12386e-01 8.81387e-01
61 9.07585e-01 8.86755e-01
62 9.11855e-01 8.90879e-01
63 9.16753e-01 8.64103e-01
64 9.12059e-01 8.55300e-01
65 9.21973e-01 8.85218e-01
66 9.03533e-01 8.74497e-01
67 9.10717e-01 8.67085e-01
68 9.17842e-01 8.73206e-01
69 9.03103e-01 9.29895e-01
70 9.18284e-01 8.87815e-01
71 9.07228e-01 8.86136e-01
72 9.19765e-01 9.36263e-01
73 9.07957e-01 8.88331e-01
74 9.21912e-01 9.01578e-01
75 9.14701e-01 8.70552e-01
76 8.96048e-01 9.11857e-01
77 9.32913e-01 8.95820e-01
78 9.32243e-01 8.74547e-01
79 9.09381e-01 8.88982e-01
80 9.29286e-01 8.66354e-01
