training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.13969e+00 1.10249e+00
1 1.00565e+00 9.44592e-01
2 9.91029e-01 9.32260e-01
3 9.70065e-01 9.13305e-01
4 9.63412e-01 8.98733e-01
5 9.52430e-01 8.97256e-01
6 9.47714e-01 9.10946e-01
7 9.41442e-01 9.13450e-01
8 9.47201e-01 8.98571e-01
9 9.37782e-01 9.02489e-01
10 9.34329e-01 9.00398e-01
11 9.39745e-01 9.15068e-01
12 9.39467e-01 9.31247e-01
13 9.26312e-01 8.85860e-01
14 9.33418e-01 9.23919e-01
15 9.39776e-01 8.79445e-01
16 9.20134e-01 8.93123e-01
17 9.23239e-01 9.19430e-01
18 9.27031e-01 9.10236e-01
19 9.27985e-01 8.87913e-01
20 9.31688e-01 8.92797e-01
21 9.25239e-01 9.13245e-01
22 9.20861e-01 8.74358e-01
23 9.17358e-01 8.75905e-01
24 9.09979e-01 8.78601e-01
25 9.02725e-01 8.65552e-01
26 9.14739e-01 8.72450e-01
27 9.20910e-01 8.78104e-01
28 9.03659e-01 8.90603e-01
29 9.15415e-01 8.95077e-01
30 9.00101e-01 9.15115e-01
31 9.15124e-01 8.72630e-01
32 9.09525e-01 8.61789e-01
33 9.12355e-01 8.80461e-01
34 9.23321e-01 8.81666e-01
35 8.92547e-01 8.69867e-01
36 9.03492e-01 8.67948e-01
37 8.87513e-01 9.00388e-01
38 9.14495e-01 8.71785e-01
39 8.96584e-01 8.93428e-01
40 8.94999e-01 8.71283e-01
41 8.92733e-01 8.80080e-01
42 8.94741e-01 9.86729e-01
43 9.15790e-01 8.76993e-01
44 8.99935e-01 8.68753e-01
45 8.95623e-01 8.92355e-01
46 9.00207e-01 8.96256e-01
47 9.00125e-01 8.67567e-01
48 8.88852e-01 8.90051e-01
49 9.00203e-01 8.58778e-01
50 8.90797e-01 8.66378e-01
51 8.98815e-01 8.79670e-01
52 8.88574e-01 8.58035e-01
53 8.87231e-01 8.69923e-01
54 9.02050e-01 8.61689e-01
55 8.86020e-01 9.28275e-01
56 8.88403e-01 8.82190e-01
57 8.98240e-01 8.70202e-01
58 8.81244e-01 8.76256e-01
59 8.72408e-01 8.61287e-01
60 9.03593e-01 8.66426e-01
61 8.86380e-01 8.88901e-01
62 8.98769e-01 8.65101e-01
63 8.92189e-01 8.94064e-01
64 9.02291e-01 8.53436e-01
65 8.68937e-01 8.59706e-01
66 8.72058e-01 8.65685e-01
67 8.95092e-01 8.56511e-01
68 8.81491e-01 8.49971e-01
69 8.80602e-01 8.45922e-01
70 8.66256e-01 8.51804e-01
71 8.90153e-01 8.52626e-01
72 8.82670e-01 8.77093e-01
73 8.84570e-01 8.63113e-01
74 8.90187e-01 8.55861e-01
75 8.76134e-01 8.79261e-01
76 8.73807e-01 8.74380e-01
77 8.75137e-01 8.62802e-01
78 8.82100e-01 8.59516e-01
79 8.85618e-01 8.51491e-01
80 8.71755e-01 8.59421e-01
