training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.48778e+00 1.44356e+00
1 1.44050e+00 1.40027e+00
2 1.38895e+00 1.36089e+00
3 1.36003e+00 1.32434e+00
4 1.32176e+00 1.29159e+00
5 1.29558e+00 1.26293e+00
6 1.27493e+00 1.23659e+00
7 1.24886e+00 1.21278e+00
8 1.23500e+00 1.19178e+00
9 1.20645e+00 1.17369e+00
10 1.20637e+00 1.15682e+00
11 1.17045e+00 1.14151e+00
12 1.16617e+00 1.12804e+00
13 1.15450e+00 1.11610e+00
14 1.14381e+00 1.10567e+00
15 1.13545e+00 1.09616e+00
16 1.13636e+00 1.08750e+00
17 1.13130e+00 1.08011e+00
18 1.11510e+00 1.07306e+00
19 1.11506e+00 1.06685e+00
20 1.10214e+00 1.06058e+00
21 1.11333e+00 1.05540e+00
22 1.09019e+00 1.05055e+00
23 1.09465e+00 1.04628e+00
24 1.08021e+00 1.04243e+00
25 1.07947e+00 1.03857e+00
26 1.07560e+00 1.03524e+00
27 1.07549e+00 1.03145e+00
28 1.08007e+00 1.02826e+00
29 1.07266e+00 1.02517e+00
30 1.06804e+00 1.02236e+00
31 1.06045e+00 1.01945e+00
32 1.07119e+00 1.01699e+00
33 1.06429e+00 1.01442e+00
34 1.05634e+00 1.01190e+00
35 1.05614e+00 1.00945e+00
36 1.06018e+00 1.00729e+00
37 1.05248e+00 1.00489e+00
38 1.05112e+00 1.00249e+00
39 1.05421e+00 1.00040e+00
40 1.03526e+00 9.98359e-01
41 1.05380e+00 9.96487e-01
42 1.05281e+00 9.94515e-01
43 1.03941e+00 9.92215e-01
44 1.02882e+00 9.90295e-01
45 1.04781e+00 9.88366e-01
46 1.03838e+00 9.86507e-01
47 1.03634e+00 9.84873e-01
48 1.04243e+00 9.83305e-01
49 1.03715e+00 9.81830e-01
50 1.02887e+00 9.80245e-01
51 1.01811e+00 9.78912e-01
52 1.03390e+00 9.77455e-01
53 1.03088e+00 9.76046e-01
54 1.02609e+00 9.74612e-01
55 1.01782e+00 9.73232e-01
56 1.02682e+00 9.71772e-01
57 1.02059e+00 9.70460e-01
58 1.02281e+00 9.69043e-01
59 1.01645e+00 9.67634e-01
60 1.00791e+00 9.66210e-01
61 1.02904e+00 9.65141e-01
62 1.01406e+00 9.64171e-01
63 1.01134e+00 9.63303e-01
64 1.01659e+00 9.62261e-01
65 1.00219e+00 9.61034e-01
66 1.00979e+00 9.60002e-01
67 1.01362e+00 9.58993e-01
68 1.01460e+00 9.57963e-01
69 9.96096e-01 9.57004e-01
70 1.00828e+00 9.56027e-01
71 1.01012e+00 9.55354e-01
72 9.97970e-01 9.54521e-01
73 1.00875e+00 9.53267e-01
74 1.00167e+00 9.52093e-01
75 9.97691e-01 9.51333e-01
76 1.00082e+00 9.50412e-01
77 9.98419e-01 9.49603e-01
78 9.96677e-01 9.48961e-01
79 9.93663e-01 9.48010e-01
80 9.96331e-01 9.46811e-01
