training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.24170e+00 1.04314e+00
1 1.05206e+00 9.83883e-01
2 1.00299e+00 9.65328e-01
3 9.91973e-01 9.45339e-01
4 9.79608e-01 9.34412e-01
5 9.60808e-01 9.24780e-01
6 9.57433e-01 9.24585e-01
7 9.50972e-01 9.18097e-01
8 9.41042e-01 9.11033e-01
9 9.36834e-01 9.15531e-01
10 9.36598e-01 9.09762e-01
11 9.24186e-01 9.07166e-01
12 9.34512e-01 9.07789e-01
13 9.30974e-01 9.04514e-01
14 9.27866e-01 9.00531e-01
15 9.28784e-01 9.02352e-01
16 9.28012e-01 9.01901e-01
17 9.26119e-01 9.04127e-01
18 9.17284e-01 9.02599e-01
19 9.21186e-01 8.96560e-01
20 9.16699e-01 8.98226e-01
21 9.17981e-01 8.94341e-01
22 9.16049e-01 8.96171e-01
23 9.11027e-01 8.94499e-01
24 9.20842e-01 8.92608e-01
25 9.13517e-01 8.93617e-01
26 9.18218e-01 8.92087e-01
27 9.09344e-01 8.98012e-01
28 9.12577e-01 8.90582e-01
29 9.08565e-01 8.94421e-01
30 9.05160e-01 8.93263e-01
31 9.11513e-01 8.89294e-01
32 9.05599e-01 8.89475e-01
33 9.00138e-01 8.92981e-01
34 9.03849e-01 8.97564e-01
35 9.01962e-01 8.89995e-01
36 9.06138e-01 8.88738e-01
37 9.08126e-01 8.90842e-01
38 9.04952e-01 8.87398e-01
39 9.03094e-01 8.90015e-01
40 9.02414e-01 8.87807e-01
41 9.01342e-01 8.88576e-01
42 8.98634e-01 8.85941e-01
43 8.96942e-01 8.88375e-01
44 8.95617e-01 8.86176e-01
45 8.90933e-01 8.89712e-01
46 8.98593e-01 8.87766e-01
47 8.96202e-01 8.84864e-01
48 8.96878e-01 8.87384e-01
49 8.90796e-01 8.86888e-01
50 8.94078e-01 8.85384e-01
51 8.97994e-01 8.85662e-01
52 8.94737e-01 8.84156e-01
53 8.92122e-01 8.88429e-01
54 8.85219e-01 8.85941e-01
55 8.93652e-01 8.83700e-01
56 8.89066e-01 8.87141e-01
57 8.86261e-01 8.84690e-01
58 8.93527e-01 8.89372e-01
59 8.92557e-01 8.83561e-01
60 8.92429e-01 8.82535e-01
61 8.90644e-01 8.86570e-01
62 8.87160e-01 8.82409e-01
63 8.88168e-01 8.88468e-01
64 8.87948e-01 8.82775e-01
65 8.88367e-01 8.84652e-01
66 8.88907e-01 8.81892e-01
67 8.94205e-01 8.86210e-01
68 8.84314e-01 8.84118e-01
69 8.89987e-01 8.80606e-01
70 8.85343e-01 8.84399e-01
71 8.86811e-01 8.85031e-01
72 8.86988e-01 8.80900e-01
73 8.82656e-01 8.85969e-01
74 8.85158e-01 8.81533e-01
75 8.80078e-01 8.80935e-01
76 8.88271e-01 8.80396e-01
77 8.81305e-01 8.84222e-01
78 8.85421e-01 8.80263e-01
79 8.85181e-01 8.79370e-01
80 8.91204e-01 8.82702e-01
