training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.37221e+00 1.22015e+00
1 1.21725e+00 1.12171e+00
2 1.13742e+00 1.07094e+00
3 1.10769e+00 1.04058e+00
4 1.08808e+00 1.02146e+00
5 1.05669e+00 1.00678e+00
6 1.04613e+00 9.95591e-01
7 1.03684e+00 9.86961e-01
8 1.03121e+00 9.80316e-01
9 1.02843e+00 9.73777e-01
10 1.02126e+00 9.68071e-01
11 1.00784e+00 9.62566e-01
12 1.01353e+00 9.57778e-01
13 1.00551e+00 9.54125e-01
14 1.00472e+00 9.50235e-01
15 9.97009e-01 9.46333e-01
16 1.00251e+00 9.43773e-01
17 9.91032e-01 9.41201e-01
18 9.85802e-01 9.38642e-01
19 9.76090e-01 9.35871e-01
20 9.82578e-01 9.33226e-01
21 9.86700e-01 9.30924e-01
22 9.71625e-01 9.28470e-01
23 9.75736e-01 9.27538e-01
24 9.68021e-01 9.25984e-01
25 9.67885e-01 9.24467e-01
26 9.73098e-01 9.23125e-01
27 9.59549e-01 9.21831e-01
28 9.62333e-01 9.20400e-01
29 9.60181e-01 9.18962e-01
30 9.57097e-01 9.17724e-01
31 9.46250e-01 9.16921e-01
32 9.58130e-01 9.15812e-01
33 9.54191e-01 9.14768e-01
34 9.51626e-01 9.13548e-01
35 9.56326e-01 9.13063e-01
36 9.52195e-01 9.12543e-01
37 9.49903e-01 9.12560e-01
38 9.46600e-01 9.12473e-01
39 9.46889e-01 9.11644e-01
40 9.42325e-01 9.10289e-01
41 9.53868e-01 9.10425e-01
42 9.51989e-01 9.09907e-01
43 9.51764e-01 9.08816e-01
44 9.47001e-01 9.08884e-01
45 9.44641e-01 9.08439e-01
46 9.43793e-01 9.07907e-01
47 9.28289e-01 9.06930e-01
48 9.36695e-01 9.06328e-01
49 9.36720e-01 9.06198e-01
50 9.34930e-01 9.06293e-01
51 9.43890e-01 9.06339e-01
52 9.44931e-01 9.05565e-01
53 9.45783e-01 9.05399e-01
54 9.33410e-01 9.04781e-01
55 9.42713e-01 9.05279e-01
56 9.38750e-01 9.05434e-01
57 9.33087e-01 9.04546e-01
58 9.37274e-01 9.04131e-01
59 9.38176e-01 9.03487e-01
60 9.30638e-01 9.03831e-01
61 9.41576e-01 9.03959e-01
62 9.36602e-01 9.03252e-01
63 9.33591e-01 9.02697e-01
64 9.26100e-01 9.02636e-01
65 9.34896e-01 9.02522e-01
66 9.20415e-01 9.02109e-01
67 9.33624e-01 9.02709e-01
68 9.38681e-01 9.02891e-01
69 9.31757e-01 9.02244e-01
70 9.31892e-01 9.01827e-01
71 9.19761e-01 9.02111e-01
72 9.31344e-01 9.02175e-01
73 9.28454e-01 9.02104e-01
74 9.33283e-01 9.01087e-01
75 9.28239e-01 9.01291e-01
76 9.21162e-01 9.01258e-01
77 9.35704e-01 9.01382e-01
78 9.27814e-01 9.01692e-01
79 9.36284e-01 9.00939e-01
80 9.21133e-01 9.01681e-01
