training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.10545e+00 9.37010e-01
1 9.86413e-01 9.10738e-01
2 9.74354e-01 9.48363e-01
3 9.66174e-01 9.08704e-01
4 9.54254e-01 9.13498e-01
5 9.48270e-01 9.08703e-01
6 9.52291e-01 9.08196e-01
7 9.60000e-01 9.04785e-01
8 9.43835e-01 9.37259e-01
9 9.26707e-01 8.96304e-01
10 9.31127e-01 9.01419e-01
11 9.36382e-01 9.00575e-01
12 9.27794e-01 9.11588e-01
13 9.30905e-01 9.11469e-01
14 9.31771e-01 8.89439e-01
15 9.15889e-01 8.87786e-01
16 9.28855e-01 9.09735e-01
17 9.18608e-01 8.90837e-01
18 9.26142e-01 8.89108e-01
19 9.17287e-01 8.80820e-01
20 9.13691e-01 8.85048e-01
21 9.14864e-01 8.88273e-01
22 9.21879e-01 8.77401e-01
23 9.17212e-01 8.73729e-01
24 9.06332e-01 8.69852e-01
25 9.02507e-01 8.74457e-01
26 9.15970e-01 8.73956e-01
27 9.07668e-01 8.68386e-01
28 9.07407e-01 8.85574e-01
29 9.08385e-01 8.66842e-01
30 9.11858e-01 8.76938e-01
31 9.04071e-01 8.95229e-01
32 9.04726e-01 8.74715e-01
33 9.12858e-01 8.84310e-01
34 9.00209e-01 8.66105e-01
35 8.97704e-01 8.69096e-01
36 9.00578e-01 8.68498e-01
37 8.99529e-01 8.71565e-01
38 9.05878e-01 8.78739e-01
39 8.99596e-01 8.68789e-01
40 8.88833e-01 8.76105e-01
41 8.90437e-01 8.74229e-01
42 9.01211e-01 8.68735e-01
43 8.91368e-01 8.65426e-01
44 9.11085e-01 8.63974e-01
45 8.90366e-01 8.65788e-01
46 8.98253e-01 8.73313e-01
47 8.88436e-01 8.60256e-01
48 8.91311e-01 8.56309e-01
49 8.81695e-01 8.61854e-01
50 8.89855e-01 8.73739e-01
51 9.01103e-01 8.54001e-01
52 8.88669e-01 8.75398e-01
53 8.90110e-01 8.75600e-01
54 8.96433e-01 8.59982e-01
55 8.85194e-01 8.65923e-01
56 8.89391e-01 8.63679e-01
57 8.95195e-01 8.63328e-01
58 8.85974e-01 8.60012e-01
59 8.77204e-01 8.64928e-01
60 8.90563e-01 8.57702e-01
61 8.84419e-01 8.54429e-01
62 8.70375e-01 8.52854e-01
63 8.84346e-01 8.56783e-01
64 8.85626e-01 8.48912e-01
65 8.83001e-01 8.55110e-01
66 8.73716e-01 8.56691e-01
67 8.85863e-01 8.41569e-01
68 8.82381e-01 8.42908e-01
69 8.71275e-01 8.50663e-01
70 8.89709e-01 8.46024e-01
71 8.76861e-01 8.51482e-01
72 8.81501e-01 8.50409e-01
73 8.75406e-01 8.47452e-01
74 8.82620e-01 8.65199e-01
75 8.77169e-01 8.61232e-01
76 8.81689e-01 8.59448e-01
77 8.78889e-01 8.51974e-01
78 8.77714e-01 8.37182e-01
79 8.83083e-01 8.50425e-01
80 8.69167e-01 8.41395e-01
