training dataset: fesc_test
seed = 5
umFeatures = 5
Feature List: SFRs, Mstars, masses, redshifts, fgases
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.38767e+00 1.29697e+00
1 1.29137e+00 1.21912e+00
2 1.25909e+00 1.17644e+00
3 1.23775e+00 1.14023e+00
4 1.19414e+00 1.10800e+00
5 1.20078e+00 1.09160e+00
6 1.16191e+00 1.07253e+00
7 1.16853e+00 1.05492e+00
8 1.14914e+00 1.04400e+00
9 1.13234e+00 1.03926e+00
10 1.13619e+00 1.02712e+00
11 1.13586e+00 1.02158e+00
12 1.11687e+00 1.01539e+00
13 1.12684e+00 1.01568e+00
14 1.10629e+00 1.00870e+00
15 1.10749e+00 1.00169e+00
16 1.11279e+00 9.99947e-01
17 1.10560e+00 9.98693e-01
18 1.09630e+00 9.94084e-01
19 1.08934e+00 9.88830e-01
20 1.09619e+00 9.84606e-01
21 1.09363e+00 9.91476e-01
22 1.07457e+00 9.81409e-01
23 1.08617e+00 9.79157e-01
24 1.08665e+00 9.81546e-01
25 1.08422e+00 9.82102e-01
26 1.09369e+00 9.82247e-01
27 1.08171e+00 9.83234e-01
28 1.08989e+00 9.82632e-01
29 1.07996e+00 9.86171e-01
30 1.06701e+00 9.77970e-01
31 1.08340e+00 9.78627e-01
32 1.06570e+00 9.79698e-01
33 1.07042e+00 9.79010e-01
34 1.06192e+00 9.76158e-01
35 1.07370e+00 9.79463e-01
36 1.07718e+00 9.81893e-01
37 1.07360e+00 9.82847e-01
38 1.07177e+00 9.81559e-01
39 1.07525e+00 9.81990e-01
40 1.07135e+00 9.80157e-01
41 1.07483e+00 9.84482e-01
42 1.05914e+00 9.85672e-01
43 1.08267e+00 9.86006e-01
44 1.07922e+00 9.88150e-01
45 1.06546e+00 9.83652e-01
46 1.06527e+00 9.82141e-01
47 1.07272e+00 9.84976e-01
48 1.07224e+00 9.78873e-01
49 1.06314e+00 9.79840e-01
50 1.06688e+00 9.80857e-01
51 1.06916e+00 9.82944e-01
52 1.05739e+00 9.78126e-01
53 1.06472e+00 9.81264e-01
54 1.06596e+00 9.80096e-01
55 1.07744e+00 9.84919e-01
56 1.05785e+00 9.79747e-01
57 1.07110e+00 9.82207e-01
58 1.06280e+00 9.77035e-01
59 1.05245e+00 9.77616e-01
60 1.07548e+00 9.81965e-01
61 1.05339e+00 9.78473e-01
62 1.06422e+00 9.81233e-01
63 1.05771e+00 9.78188e-01
64 1.05647e+00 9.77350e-01
65 1.07024e+00 9.81651e-01
66 1.05963e+00 9.75748e-01
67 1.06177e+00 9.78298e-01
68 1.06322e+00 9.75930e-01
69 1.06378e+00 9.80309e-01
70 1.05422e+00 9.78118e-01
71 1.04961e+00 9.77237e-01
72 1.06220e+00 9.76080e-01
73 1.05752e+00 9.74094e-01
74 1.07008e+00 9.75725e-01
75 1.06201e+00 9.79719e-01
76 1.04657e+00 9.75935e-01
77 1.06192e+00 9.77474e-01
78 1.06684e+00 9.79010e-01
79 1.06539e+00 9.78606e-01
80 1.06492e+00 9.80581e-01
