training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.38423e+00 1.32221e+00
1 1.35191e+00 1.31054e+00
2 1.34971e+00 1.31699e+00
3 1.33550e+00 1.31720e+00
4 1.33163e+00 1.30481e+00
5 1.32390e+00 1.29111e+00
6 1.32165e+00 1.30123e+00
7 1.31128e+00 1.28576e+00
8 1.29993e+00 1.28505e+00
9 1.30286e+00 1.26530e+00
10 1.29346e+00 1.26767e+00
11 1.28869e+00 1.24926e+00
12 1.28595e+00 1.24945e+00
13 1.28451e+00 1.25392e+00
14 1.27410e+00 1.23204e+00
15 1.29040e+00 1.24974e+00
16 1.26063e+00 1.22468e+00
17 1.24210e+00 1.18260e+00
18 1.22728e+00 1.18200e+00
19 1.24650e+00 1.19279e+00
20 1.24038e+00 1.17353e+00
21 1.23718e+00 1.18150e+00
22 1.23026e+00 1.17161e+00
23 1.23000e+00 1.19733e+00
24 1.22395e+00 1.17624e+00
25 1.22188e+00 1.18971e+00
26 1.22244e+00 1.15646e+00
27 1.23158e+00 1.17906e+00
28 1.20674e+00 1.14947e+00
29 1.23557e+00 1.18839e+00
30 1.21689e+00 1.15376e+00
31 1.20762e+00 1.15781e+00
32 1.22046e+00 1.15047e+00
33 1.21225e+00 1.16350e+00
34 1.19976e+00 1.14615e+00
35 1.21200e+00 1.14708e+00
36 1.20950e+00 1.14450e+00
37 1.22641e+00 1.14281e+00
38 1.20026e+00 1.13480e+00
39 1.18249e+00 1.13781e+00
40 1.20511e+00 1.13368e+00
41 1.19169e+00 1.13860e+00
42 1.17893e+00 1.13047e+00
43 1.19164e+00 1.14121e+00
44 1.19141e+00 1.12137e+00
45 1.16556e+00 1.11313e+00
46 1.18698e+00 1.11379e+00
47 1.17460e+00 1.09718e+00
48 1.17368e+00 1.10195e+00
49 1.17708e+00 1.10705e+00
50 1.16869e+00 1.09671e+00
51 1.18332e+00 1.12398e+00
52 1.17985e+00 1.10918e+00
53 1.17693e+00 1.11504e+00
54 1.17935e+00 1.12754e+00
55 1.17030e+00 1.11392e+00
56 1.16542e+00 1.10255e+00
57 1.18564e+00 1.10564e+00
58 1.14730e+00 1.08985e+00
59 1.14623e+00 1.09781e+00
60 1.13782e+00 1.08134e+00
61 1.17556e+00 1.10823e+00
62 1.15564e+00 1.09356e+00
63 1.15489e+00 1.11308e+00
64 1.15936e+00 1.09754e+00
65 1.16405e+00 1.09550e+00
66 1.16814e+00 1.08396e+00
67 1.18501e+00 1.10111e+00
68 1.16794e+00 1.10742e+00
69 1.15978e+00 1.10332e+00
70 1.13771e+00 1.07896e+00
71 1.14451e+00 1.07951e+00
72 1.17281e+00 1.09844e+00
73 1.13807e+00 1.08579e+00
74 1.15835e+00 1.09429e+00
75 1.16104e+00 1.09065e+00
76 1.14510e+00 1.08422e+00
77 1.15087e+00 1.08677e+00
78 1.16117e+00 1.09344e+00
79 1.15389e+00 1.08503e+00
80 1.12943e+00 1.07092e+00
81 1.13431e+00 1.06798e+00
82 1.15274e+00 1.08592e+00
83 1.15051e+00 1.09591e+00
84 1.14527e+00 1.09189e+00
85 1.14134e+00 1.07005e+00
86 1.16696e+00 1.09347e+00
87 1.13399e+00 1.08686e+00
88 1.14814e+00 1.08090e+00
89 1.13207e+00 1.09846e+00
90 1.13723e+00 1.08282e+00
91 1.14572e+00 1.07674e+00
92 1.14175e+00 1.06928e+00
93 1.14139e+00 1.07659e+00
94 1.13868e+00 1.06174e+00
95 1.14524e+00 1.08414e+00
96 1.13657e+00 1.06785e+00
97 1.13363e+00 1.06177e+00
98 1.15447e+00 1.10566e+00
99 1.14197e+00 1.06915e+00
100 1.13105e+00 1.08370e+00
101 1.13580e+00 1.06320e+00
102 1.15048e+00 1.08588e+00
103 1.13325e+00 1.08470e+00
104 1.14125e+00 1.06796e+00
105 1.12144e+00 1.06355e+00
106 1.12419e+00 1.06922e+00
107 1.15154e+00 1.06978e+00
108 1.12034e+00 1.06248e+00
109 1.12069e+00 1.04879e+00
110 1.13009e+00 1.05860e+00
111 1.14084e+00 1.06346e+00
112 1.13372e+00 1.05907e+00
113 1.12948e+00 1.06066e+00
114 1.13609e+00 1.05476e+00
115 1.12621e+00 1.06457e+00
116 1.11722e+00 1.06123e+00
117 1.12481e+00 1.06792e+00
118 1.13298e+00 1.06530e+00
119 1.11530e+00 1.05938e+00
120 1.13371e+00 1.05294e+00
121 1.13022e+00 1.05780e+00
122 1.12093e+00 1.06644e+00
123 1.12233e+00 1.05920e+00
124 1.11994e+00 1.06640e+00
125 1.12137e+00 1.05168e+00
126 1.12450e+00 1.05783e+00
127 1.12222e+00 1.05431e+00
128 1.11556e+00 1.04371e+00
129 1.11282e+00 1.05089e+00
130 1.11024e+00 1.04464e+00
131 1.13930e+00 1.06683e+00
132 1.11932e+00 1.05717e+00
133 1.12275e+00 1.04584e+00
134 1.11491e+00 1.05202e+00
135 1.11283e+00 1.04431e+00
136 1.12560e+00 1.04717e+00
137 1.14409e+00 1.06664e+00
138 1.11164e+00 1.04777e+00
139 1.12786e+00 1.05382e+00
140 1.11971e+00 1.04413e+00
141 1.11709e+00 1.04329e+00
142 1.12596e+00 1.05401e+00
143 1.09693e+00 1.04722e+00
144 1.10590e+00 1.03844e+00
