training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.88650e+00 1.21772e+00
1 1.62151e+00 1.19549e+00
2 1.57085e+00 1.30019e+00
3 1.50648e+00 1.14646e+00
4 1.46883e+00 1.13380e+00
5 1.46426e+00 1.16627e+00
6 1.47843e+00 1.17726e+00
7 1.44942e+00 1.20425e+00
8 1.36442e+00 1.19000e+00
9 1.34052e+00 1.14570e+00
10 1.32378e+00 1.13544e+00
11 1.29256e+00 1.16351e+00
12 1.30512e+00 1.10856e+00
13 1.28033e+00 1.15043e+00
14 1.25392e+00 1.10692e+00
15 1.24165e+00 1.10621e+00
16 1.23008e+00 1.14574e+00
17 1.22541e+00 1.10186e+00
18 1.20689e+00 1.09506e+00
19 1.19059e+00 1.11695e+00
20 1.16718e+00 1.09428e+00
21 1.16573e+00 1.13179e+00
22 1.17782e+00 1.10207e+00
23 1.15317e+00 1.11602e+00
24 1.17982e+00 1.10105e+00
25 1.15675e+00 1.07886e+00
26 1.16307e+00 1.08931e+00
27 1.15129e+00 1.09199e+00
28 1.11133e+00 1.10878e+00
29 1.11886e+00 1.09929e+00
30 1.12605e+00 1.07774e+00
31 1.14048e+00 1.13208e+00
32 1.10549e+00 1.09760e+00
33 1.09922e+00 1.10095e+00
34 1.11738e+00 1.11649e+00
35 1.11653e+00 1.06819e+00
36 1.09311e+00 1.08210e+00
37 1.12607e+00 1.07253e+00
38 1.09519e+00 1.06416e+00
39 1.09432e+00 1.08378e+00
40 1.08261e+00 1.11613e+00
41 1.07548e+00 1.05849e+00
42 1.09313e+00 1.06323e+00
43 1.07604e+00 1.07301e+00
44 1.09283e+00 1.06387e+00
45 1.08554e+00 1.06132e+00
46 1.07650e+00 1.07332e+00
47 1.09269e+00 1.07426e+00
48 1.09167e+00 1.05696e+00
49 1.06444e+00 1.07926e+00
50 1.08635e+00 1.10849e+00
51 1.06783e+00 1.06612e+00
52 1.07632e+00 1.08688e+00
53 1.07367e+00 1.07033e+00
54 1.06239e+00 1.05221e+00
55 1.07230e+00 1.04798e+00
56 1.06976e+00 1.04776e+00
57 1.06743e+00 1.04864e+00
58 1.05992e+00 1.13289e+00
59 1.06715e+00 1.10572e+00
60 1.06982e+00 1.05616e+00
61 1.05598e+00 1.06287e+00
62 1.06937e+00 1.05838e+00
63 1.06264e+00 1.06661e+00
64 1.05802e+00 1.06508e+00
65 1.06500e+00 1.08678e+00
66 1.06782e+00 1.06011e+00
67 1.06101e+00 1.04904e+00
68 1.08052e+00 1.04873e+00
69 1.05786e+00 1.04795e+00
70 1.06397e+00 1.04104e+00
71 1.05121e+00 1.07860e+00
72 1.06466e+00 1.04760e+00
73 1.05446e+00 1.04602e+00
74 1.04754e+00 1.05564e+00
75 1.05686e+00 1.04459e+00
76 1.04397e+00 1.06684e+00
77 1.07381e+00 1.06262e+00
78 1.04747e+00 1.06246e+00
79 1.05111e+00 1.04247e+00
80 1.06504e+00 1.04069e+00
81 1.04566e+00 1.06118e+00
82 1.06024e+00 1.04652e+00
83 1.05202e+00 1.05661e+00
84 1.05608e+00 1.03651e+00
85 1.05296e+00 1.04183e+00
86 1.04703e+00 1.07292e+00
87 1.05122e+00 1.04579e+00
88 1.03220e+00 1.04362e+00
89 1.04957e+00 1.04780e+00
90 1.06079e+00 1.05190e+00
91 1.05018e+00 1.04965e+00
92 1.04778e+00 1.05149e+00
93 1.05087e+00 1.09805e+00
94 1.04881e+00 1.04103e+00
95 1.06551e+00 1.05601e+00
96 1.07044e+00 1.03975e+00
97 1.03806e+00 1.08916e+00
98 1.04058e+00 1.03897e+00
99 1.05550e+00 1.06967e+00
100 1.03818e+00 1.07784e+00
101 1.04502e+00 1.03248e+00
102 1.03998e+00 1.06277e+00
103 1.02792e+00 1.03167e+00
104 1.04920e+00 1.03485e+00
105 1.05516e+00 1.03766e+00
106 1.04530e+00 1.06942e+00
107 1.04519e+00 1.03312e+00
108 1.03419e+00 1.03705e+00
109 1.03261e+00 1.03709e+00
110 1.05643e+00 1.04717e+00
111 1.05887e+00 1.04384e+00
112 1.05654e+00 1.05238e+00
113 1.04363e+00 1.03805e+00
114 1.03663e+00 1.03550e+00
115 1.03038e+00 1.03392e+00
116 1.04048e+00 1.03451e+00
117 1.03246e+00 1.03581e+00
118 1.03450e+00 1.04479e+00
119 1.02439e+00 1.04060e+00
120 1.03319e+00 1.04318e+00
121 1.05245e+00 1.03250e+00
122 1.04302e+00 1.03859e+00
123 1.03597e+00 1.02520e+00
124 1.02750e+00 1.06597e+00
125 1.03052e+00 1.03884e+00
126 1.05367e+00 1.03636e+00
127 1.03705e+00 1.04812e+00
128 1.03151e+00 1.04108e+00
129 1.04042e+00 1.02351e+00
130 1.03240e+00 1.03938e+00
131 1.02267e+00 1.05204e+00
132 1.03285e+00 1.05042e+00
133 1.03430e+00 1.03306e+00
134 1.03836e+00 1.02973e+00
135 1.02742e+00 1.02628e+00
136 1.02338e+00 1.03423e+00
137 1.03035e+00 1.03853e+00
138 1.02322e+00 1.04362e+00
139 1.04352e+00 1.06824e+00
140 1.03897e+00 1.02402e+00
141 1.01789e+00 1.02573e+00
142 1.02153e+00 1.02478e+00
143 1.03390e+00 1.03727e+00
144 1.04226e+00 1.02721e+00
