training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.74402e+00 1.52047e+00
1 1.75482e+00 1.50118e+00
2 1.75733e+00 1.48281e+00
3 1.75528e+00 1.46577e+00
4 1.72088e+00 1.45002e+00
5 1.71331e+00 1.43504e+00
6 1.66705e+00 1.42109e+00
7 1.63013e+00 1.40878e+00
8 1.63726e+00 1.39708e+00
9 1.65801e+00 1.38639e+00
10 1.62650e+00 1.37714e+00
11 1.60969e+00 1.36833e+00
12 1.59211e+00 1.36091e+00
13 1.58985e+00 1.35450e+00
14 1.56284e+00 1.34892e+00
15 1.53976e+00 1.34376e+00
16 1.55783e+00 1.33916e+00
17 1.59533e+00 1.33522e+00
18 1.57054e+00 1.33131e+00
19 1.52698e+00 1.32762e+00
20 1.58586e+00 1.32476e+00
21 1.54962e+00 1.32261e+00
22 1.56802e+00 1.32085e+00
23 1.52556e+00 1.31903e+00
24 1.51915e+00 1.31746e+00
25 1.51844e+00 1.31569e+00
26 1.54808e+00 1.31428e+00
27 1.54381e+00 1.31285e+00
28 1.53595e+00 1.31180e+00
29 1.51149e+00 1.31114e+00
30 1.50529e+00 1.31043e+00
31 1.49927e+00 1.30934e+00
32 1.53422e+00 1.30812e+00
33 1.48645e+00 1.30787e+00
34 1.53439e+00 1.30774e+00
35 1.47847e+00 1.30708e+00
36 1.48900e+00 1.30669e+00
37 1.50569e+00 1.30577e+00
38 1.51016e+00 1.30513e+00
39 1.51347e+00 1.30431e+00
40 1.50501e+00 1.30362e+00
41 1.50864e+00 1.30310e+00
42 1.47151e+00 1.30221e+00
43 1.46104e+00 1.30149e+00
44 1.45136e+00 1.30107e+00
45 1.48181e+00 1.30047e+00
46 1.54777e+00 1.29946e+00
47 1.48829e+00 1.29886e+00
48 1.46719e+00 1.29813e+00
49 1.50741e+00 1.29756e+00
50 1.49780e+00 1.29721e+00
51 1.44928e+00 1.29663e+00
52 1.47087e+00 1.29582e+00
53 1.42358e+00 1.29526e+00
54 1.47098e+00 1.29445e+00
55 1.48367e+00 1.29343e+00
56 1.48213e+00 1.29244e+00
57 1.47496e+00 1.29175e+00
58 1.47589e+00 1.29126e+00
59 1.42681e+00 1.29006e+00
60 1.46387e+00 1.28939e+00
61 1.49612e+00 1.28885e+00
62 1.44895e+00 1.28863e+00
63 1.49030e+00 1.28788e+00
64 1.44739e+00 1.28709e+00
65 1.45511e+00 1.28646e+00
66 1.45578e+00 1.28558e+00
67 1.46481e+00 1.28447e+00
68 1.46667e+00 1.28403e+00
69 1.41710e+00 1.28298e+00
70 1.47151e+00 1.28265e+00
71 1.48818e+00 1.28199e+00
72 1.44638e+00 1.28166e+00
73 1.44891e+00 1.28060e+00
74 1.45252e+00 1.27970e+00
75 1.44342e+00 1.27823e+00
76 1.46797e+00 1.27758e+00
77 1.45373e+00 1.27718e+00
78 1.45417e+00 1.27657e+00
79 1.44720e+00 1.27592e+00
80 1.40595e+00 1.27514e+00
81 1.42540e+00 1.27412e+00
82 1.44332e+00 1.27378e+00
83 1.42002e+00 1.27325e+00
84 1.41900e+00 1.27252e+00
85 1.43370e+00 1.27170e+00
86 1.40689e+00 1.27071e+00
87 1.44226e+00 1.26984e+00
88 1.39438e+00 1.26984e+00
89 1.39981e+00 1.26960e+00
90 1.42987e+00 1.26900e+00
91 1.43889e+00 1.26813e+00
92 1.44933e+00 1.26714e+00
93 1.42634e+00 1.26613e+00
94 1.41896e+00 1.26521e+00
95 1.40559e+00 1.26400e+00
96 1.42551e+00 1.26318e+00
97 1.43124e+00 1.26229e+00
98 1.44754e+00 1.26158e+00
99 1.43219e+00 1.26079e+00
100 1.43459e+00 1.26004e+00
101 1.44066e+00 1.25878e+00
102 1.39633e+00 1.25837e+00
103 1.41933e+00 1.25764e+00
104 1.41797e+00 1.25678e+00
105 1.42729e+00 1.25616e+00
106 1.43556e+00 1.25529e+00
107 1.41478e+00 1.25509e+00
108 1.42929e+00 1.25379e+00
109 1.37765e+00 1.25310e+00
110 1.42788e+00 1.25222e+00
111 1.41760e+00 1.25101e+00
112 1.40303e+00 1.25020e+00
113 1.39739e+00 1.24992e+00
114 1.41834e+00 1.24840e+00
115 1.39859e+00 1.24777e+00
116 1.38533e+00 1.24812e+00
117 1.40804e+00 1.24744e+00
118 1.39775e+00 1.24684e+00
119 1.38001e+00 1.24619e+00
120 1.40349e+00 1.24570e+00
121 1.42727e+00 1.24486e+00
122 1.39504e+00 1.24455e+00
123 1.39049e+00 1.24408e+00
124 1.39484e+00 1.24382e+00
125 1.36381e+00 1.24312e+00
126 1.38082e+00 1.24188e+00
127 1.38258e+00 1.24152e+00
128 1.38679e+00 1.24087e+00
129 1.38110e+00 1.23992e+00
130 1.38400e+00 1.23965e+00
131 1.37986e+00 1.23885e+00
132 1.41465e+00 1.23866e+00
133 1.39090e+00 1.23811e+00
134 1.40114e+00 1.23752e+00
135 1.38679e+00 1.23691e+00
136 1.39886e+00 1.23664e+00
137 1.38829e+00 1.23648e+00
138 1.38987e+00 1.23585e+00
139 1.40309e+00 1.23478e+00
140 1.41357e+00 1.23428e+00
141 1.37848e+00 1.23398e+00
142 1.38559e+00 1.23359e+00
143 1.39823e+00 1.23303e+00
144 1.35820e+00 1.23241e+00
