training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.40802e+00 1.31068e+00
1 1.32848e+00 1.31316e+00
2 1.31036e+00 1.28085e+00
3 1.30404e+00 1.23527e+00
4 1.27581e+00 1.21697e+00
5 1.22832e+00 1.22926e+00
6 1.25583e+00 1.18641e+00
7 1.22732e+00 1.20371e+00
8 1.21069e+00 1.15524e+00
9 1.20368e+00 1.15544e+00
10 1.18127e+00 1.13644e+00
11 1.17942e+00 1.12460e+00
12 1.17419e+00 1.13466e+00
13 1.18661e+00 1.12683e+00
14 1.14723e+00 1.11028e+00
15 1.15430e+00 1.10517e+00
16 1.15961e+00 1.13676e+00
17 1.15641e+00 1.11273e+00
18 1.15446e+00 1.10518e+00
19 1.13997e+00 1.09471e+00
20 1.15810e+00 1.09653e+00
21 1.15596e+00 1.11275e+00
22 1.11547e+00 1.07776e+00
23 1.14073e+00 1.11545e+00
24 1.13848e+00 1.09148e+00
25 1.13935e+00 1.10730e+00
26 1.13974e+00 1.09080e+00
27 1.13588e+00 1.08101e+00
28 1.12914e+00 1.07015e+00
29 1.14211e+00 1.08175e+00
30 1.12518e+00 1.09401e+00
31 1.11919e+00 1.06644e+00
32 1.10541e+00 1.07044e+00
33 1.11645e+00 1.09790e+00
34 1.09372e+00 1.06068e+00
35 1.10215e+00 1.06714e+00
36 1.09489e+00 1.05632e+00
37 1.11857e+00 1.05831e+00
38 1.11221e+00 1.08800e+00
39 1.13548e+00 1.07301e+00
40 1.11211e+00 1.05233e+00
41 1.10482e+00 1.05087e+00
42 1.10616e+00 1.07145e+00
43 1.10020e+00 1.07456e+00
44 1.10353e+00 1.04941e+00
45 1.11213e+00 1.06415e+00
46 1.10016e+00 1.05530e+00
47 1.10176e+00 1.05761e+00
48 1.09981e+00 1.05962e+00
49 1.10278e+00 1.05889e+00
50 1.10589e+00 1.06054e+00
51 1.08551e+00 1.04804e+00
52 1.08827e+00 1.04402e+00
53 1.09146e+00 1.06066e+00
54 1.08738e+00 1.04801e+00
55 1.07861e+00 1.03706e+00
56 1.08118e+00 1.03614e+00
57 1.08152e+00 1.04198e+00
58 1.08221e+00 1.05069e+00
59 1.08270e+00 1.04348e+00
60 1.08424e+00 1.05117e+00
61 1.09318e+00 1.03979e+00
62 1.09368e+00 1.04355e+00
63 1.09035e+00 1.04985e+00
64 1.06707e+00 1.02648e+00
65 1.07670e+00 1.03885e+00
66 1.07472e+00 1.05669e+00
67 1.08311e+00 1.03483e+00
68 1.07457e+00 1.04151e+00
69 1.06138e+00 1.03460e+00
70 1.07105e+00 1.04164e+00
71 1.06348e+00 1.02739e+00
72 1.07285e+00 1.02920e+00
73 1.06626e+00 1.02276e+00
74 1.06251e+00 1.05067e+00
75 1.09573e+00 1.03155e+00
76 1.05700e+00 1.02921e+00
77 1.06708e+00 1.02917e+00
78 1.06549e+00 1.03115e+00
79 1.06690e+00 1.02653e+00
80 1.07823e+00 1.02739e+00
81 1.07721e+00 1.04775e+00
82 1.06896e+00 1.02416e+00
83 1.06938e+00 1.01980e+00
84 1.07058e+00 1.02565e+00
85 1.06351e+00 1.01975e+00
86 1.06540e+00 1.01572e+00
87 1.05955e+00 1.02290e+00
88 1.06482e+00 1.02395e+00
89 1.05217e+00 1.01713e+00
90 1.05375e+00 1.05510e+00
91 1.05264e+00 1.02644e+00
92 1.04961e+00 1.03278e+00
93 1.05963e+00 1.04759e+00
94 1.04837e+00 1.02612e+00
95 1.05629e+00 1.01966e+00
96 1.04611e+00 1.01282e+00
97 1.04074e+00 1.02176e+00
98 1.05884e+00 1.01288e+00
99 1.05477e+00 1.01438e+00
100 1.05714e+00 1.02495e+00
101 1.05951e+00 1.02436e+00
102 1.05101e+00 1.01727e+00
103 1.05359e+00 1.00943e+00
104 1.06805e+00 1.01219e+00
105 1.04304e+00 1.01255e+00
106 1.07202e+00 1.02369e+00
107 1.05269e+00 1.02715e+00
108 1.04376e+00 1.01324e+00
109 1.04524e+00 1.01479e+00
110 1.05099e+00 1.01782e+00
111 1.05469e+00 1.01262e+00
112 1.05069e+00 1.00937e+00
113 1.06085e+00 1.01246e+00
114 1.04531e+00 1.01489e+00
115 1.05192e+00 1.01566e+00
116 1.04767e+00 1.01782e+00
117 1.03698e+00 1.00417e+00
118 1.05650e+00 1.00706e+00
119 1.05759e+00 1.00766e+00
120 1.04348e+00 1.00354e+00
121 1.04630e+00 1.00641e+00
122 1.05481e+00 1.00565e+00
123 1.04346e+00 1.01194e+00
124 1.04119e+00 1.01021e+00
125 1.04595e+00 1.00811e+00
126 1.04865e+00 1.00547e+00
127 1.03162e+00 1.00342e+00
128 1.03592e+00 1.02178e+00
129 1.05571e+00 1.00540e+00
130 1.04312e+00 1.00867e+00
131 1.04697e+00 1.00473e+00
132 1.04972e+00 1.00926e+00
133 1.03415e+00 1.00179e+00
134 1.04095e+00 1.00378e+00
135 1.03932e+00 1.00353e+00
136 1.04279e+00 1.00220e+00
137 1.03291e+00 1.01516e+00
138 1.03827e+00 1.00722e+00
139 1.03149e+00 9.97059e-01
140 1.02780e+00 1.00462e+00
141 1.03908e+00 9.98399e-01
142 1.02938e+00 9.97156e-01
143 1.03524e+00 9.98870e-01
144 1.03212e+00 9.90946e-01
