training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 2.95966e+00 2.28688e+00
1 2.74773e+00 2.04092e+00
2 2.66489e+00 1.83537e+00
3 2.43849e+00 1.67470e+00
4 2.35934e+00 1.55230e+00
5 2.20222e+00 1.45313e+00
6 2.08778e+00 1.38515e+00
7 2.02336e+00 1.33619e+00
8 2.00003e+00 1.30199e+00
9 1.90952e+00 1.27732e+00
10 1.84951e+00 1.26104e+00
11 1.88079e+00 1.25173e+00
12 1.78798e+00 1.24425e+00
13 1.81675e+00 1.24025e+00
14 1.71243e+00 1.23699e+00
15 1.76295e+00 1.23527e+00
16 1.71295e+00 1.23481e+00
17 1.73553e+00 1.23369e+00
18 1.71719e+00 1.23297e+00
19 1.68250e+00 1.23108e+00
20 1.67244e+00 1.22947e+00
21 1.63985e+00 1.22721e+00
22 1.63659e+00 1.22542e+00
23 1.59021e+00 1.22329e+00
24 1.63266e+00 1.22085e+00
25 1.58303e+00 1.21924e+00
26 1.57859e+00 1.21644e+00
27 1.57094e+00 1.21343e+00
28 1.56316e+00 1.21148e+00
29 1.57050e+00 1.21039e+00
30 1.55117e+00 1.20910e+00
31 1.58625e+00 1.20628e+00
32 1.51410e+00 1.20504e+00
33 1.50461e+00 1.20105e+00
34 1.49205e+00 1.19940e+00
35 1.45449e+00 1.19782e+00
36 1.48176e+00 1.19569e+00
37 1.46091e+00 1.19292e+00
38 1.43519e+00 1.19078e+00
39 1.48585e+00 1.18859e+00
40 1.47547e+00 1.18750e+00
41 1.48081e+00 1.18541e+00
42 1.43494e+00 1.18217e+00
43 1.43076e+00 1.18144e+00
44 1.40724e+00 1.17948e+00
45 1.37708e+00 1.17847e+00
46 1.40663e+00 1.17790e+00
47 1.38843e+00 1.17692e+00
48 1.37148e+00 1.17480e+00
49 1.39624e+00 1.17265e+00
50 1.38632e+00 1.17118e+00
51 1.37866e+00 1.17046e+00
52 1.34698e+00 1.16900e+00
53 1.37801e+00 1.16672e+00
54 1.36736e+00 1.16548e+00
55 1.35166e+00 1.16408e+00
56 1.36619e+00 1.16277e+00
57 1.31714e+00 1.16111e+00
58 1.33087e+00 1.15907e+00
59 1.33108e+00 1.15883e+00
60 1.31529e+00 1.15784e+00
61 1.31374e+00 1.15728e+00
62 1.30768e+00 1.15605e+00
63 1.31297e+00 1.15566e+00
64 1.30929e+00 1.15447e+00
65 1.32326e+00 1.15224e+00
66 1.31620e+00 1.15128e+00
67 1.29047e+00 1.15121e+00
68 1.27263e+00 1.14968e+00
69 1.28569e+00 1.14966e+00
70 1.29706e+00 1.14980e+00
71 1.27451e+00 1.14929e+00
72 1.27013e+00 1.14841e+00
73 1.26583e+00 1.14751e+00
74 1.24683e+00 1.14649e+00
75 1.28048e+00 1.14502e+00
76 1.27206e+00 1.14508e+00
77 1.27171e+00 1.14415e+00
78 1.23911e+00 1.14443e+00
79 1.27210e+00 1.14296e+00
80 1.24172e+00 1.14233e+00
81 1.25639e+00 1.14168e+00
82 1.23596e+00 1.14115e+00
83 1.22326e+00 1.14106e+00
84 1.25001e+00 1.14033e+00
85 1.23692e+00 1.13927e+00
86 1.24862e+00 1.13847e+00
87 1.21084e+00 1.13676e+00
88 1.21065e+00 1.13633e+00
89 1.18745e+00 1.13609e+00
90 1.22368e+00 1.13559e+00
91 1.23146e+00 1.13466e+00
92 1.23161e+00 1.13442e+00
93 1.21839e+00 1.13461e+00
94 1.20462e+00 1.13434e+00
95 1.21172e+00 1.13401e+00
96 1.23641e+00 1.13405e+00
97 1.19514e+00 1.13332e+00
98 1.20581e+00 1.13294e+00
99 1.18563e+00 1.13222e+00
100 1.21502e+00 1.13252e+00
101 1.19305e+00 1.13162e+00
102 1.18210e+00 1.13069e+00
103 1.21081e+00 1.13063e+00
104 1.20408e+00 1.13008e+00
105 1.19074e+00 1.12998e+00
106 1.20595e+00 1.12863e+00
107 1.18908e+00 1.12787e+00
108 1.18822e+00 1.12704e+00
109 1.18358e+00 1.12715e+00
110 1.16940e+00 1.12771e+00
111 1.19821e+00 1.12698e+00
112 1.17614e+00 1.12643e+00
113 1.17624e+00 1.12462e+00
114 1.18705e+00 1.12433e+00
115 1.18781e+00 1.12430e+00
116 1.17380e+00 1.12362e+00
117 1.18167e+00 1.12326e+00
118 1.17508e+00 1.12320e+00
119 1.17800e+00 1.12269e+00
120 1.17263e+00 1.12232e+00
121 1.18197e+00 1.12105e+00
122 1.17399e+00 1.12093e+00
123 1.15410e+00 1.12040e+00
124 1.15898e+00 1.11987e+00
125 1.18104e+00 1.11925e+00
126 1.17807e+00 1.11859e+00
127 1.16051e+00 1.11720e+00
128 1.16821e+00 1.11713e+00
129 1.14479e+00 1.11718e+00
130 1.16275e+00 1.11678e+00
131 1.15140e+00 1.11580e+00
132 1.15372e+00 1.11541e+00
133 1.15455e+00 1.11524e+00
134 1.15456e+00 1.11501e+00
135 1.16181e+00 1.11483e+00
136 1.16941e+00 1.11463e+00
137 1.14193e+00 1.11447e+00
138 1.15853e+00 1.11455e+00
139 1.14955e+00 1.11406e+00
140 1.15243e+00 1.11384e+00
141 1.14513e+00 1.11254e+00
142 1.14489e+00 1.11255e+00
143 1.16059e+00 1.11150e+00
144 1.15115e+00 1.11188e+00
