training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.36205e+00 1.30302e+00
1 1.31138e+00 1.27696e+00
2 1.26315e+00 1.25222e+00
3 1.24863e+00 1.17982e+00
4 1.21126e+00 1.18430e+00
5 1.18835e+00 1.16065e+00
6 1.18762e+00 1.19860e+00
7 1.19665e+00 1.14917e+00
8 1.18072e+00 1.14284e+00
9 1.16007e+00 1.12627e+00
10 1.17291e+00 1.14306e+00
11 1.16484e+00 1.14311e+00
12 1.15872e+00 1.12862e+00
13 1.15838e+00 1.14959e+00
14 1.13675e+00 1.10333e+00
15 1.14100e+00 1.13365e+00
16 1.13842e+00 1.10900e+00
17 1.12717e+00 1.11869e+00
18 1.13932e+00 1.09323e+00
19 1.12814e+00 1.09897e+00
20 1.11234e+00 1.09338e+00
21 1.13214e+00 1.08156e+00
22 1.11237e+00 1.10224e+00
23 1.11087e+00 1.09558e+00
24 1.10846e+00 1.08051e+00
25 1.11971e+00 1.08769e+00
26 1.13023e+00 1.08348e+00
27 1.10857e+00 1.08262e+00
28 1.10899e+00 1.09246e+00
29 1.10259e+00 1.07588e+00
30 1.10449e+00 1.07067e+00
31 1.09396e+00 1.07420e+00
32 1.10506e+00 1.08085e+00
33 1.11518e+00 1.06608e+00
34 1.09001e+00 1.06648e+00
35 1.09481e+00 1.05705e+00
36 1.08414e+00 1.11027e+00
37 1.10077e+00 1.07840e+00
38 1.10490e+00 1.06869e+00
39 1.09812e+00 1.06038e+00
40 1.08943e+00 1.05532e+00
41 1.09343e+00 1.06118e+00
42 1.08089e+00 1.05842e+00
43 1.08688e+00 1.05723e+00
44 1.09059e+00 1.05092e+00
45 1.07693e+00 1.05200e+00
46 1.07390e+00 1.04060e+00
47 1.08963e+00 1.04496e+00
48 1.06792e+00 1.04546e+00
49 1.08475e+00 1.04305e+00
50 1.07693e+00 1.04302e+00
51 1.07917e+00 1.03988e+00
52 1.07345e+00 1.04628e+00
53 1.07356e+00 1.04715e+00
54 1.07191e+00 1.04627e+00
55 1.06452e+00 1.04629e+00
56 1.09045e+00 1.05215e+00
57 1.06239e+00 1.03405e+00
58 1.06889e+00 1.03557e+00
59 1.07128e+00 1.03823e+00
60 1.06683e+00 1.05135e+00
61 1.07552e+00 1.03515e+00
62 1.05399e+00 1.03043e+00
63 1.07347e+00 1.03434e+00
64 1.05807e+00 1.03087e+00
65 1.05620e+00 1.02872e+00
66 1.04791e+00 1.03535e+00
67 1.04483e+00 1.02904e+00
68 1.05915e+00 1.02445e+00
69 1.05909e+00 1.03525e+00
70 1.06784e+00 1.02847e+00
71 1.05980e+00 1.02961e+00
72 1.04845e+00 1.02577e+00
73 1.05422e+00 1.02940e+00
74 1.05944e+00 1.02265e+00
75 1.05158e+00 1.03572e+00
76 1.05575e+00 1.02136e+00
77 1.04595e+00 1.02522e+00
78 1.05101e+00 1.03316e+00
79 1.05916e+00 1.02105e+00
80 1.05736e+00 1.02272e+00
81 1.05364e+00 1.01747e+00
82 1.03993e+00 1.01570e+00
83 1.05621e+00 1.01855e+00
84 1.04667e+00 1.02017e+00
85 1.03850e+00 1.07065e+00
86 1.05326e+00 1.01748e+00
87 1.05755e+00 1.02876e+00
88 1.05660e+00 1.01354e+00
89 1.05033e+00 1.01133e+00
90 1.03665e+00 1.01007e+00
91 1.05811e+00 1.01683e+00
92 1.03892e+00 1.01070e+00
93 1.04625e+00 1.02001e+00
94 1.03663e+00 1.01510e+00
95 1.05138e+00 1.02172e+00
96 1.05042e+00 1.02134e+00
97 1.04174e+00 1.00972e+00
98 1.02472e+00 1.00624e+00
99 1.02795e+00 1.00983e+00
100 1.04998e+00 1.02628e+00
101 1.04209e+00 1.01836e+00
102 1.01807e+00 1.01653e+00
103 1.04717e+00 1.01191e+00
104 1.03265e+00 1.01089e+00
105 1.04574e+00 1.01486e+00
106 1.03178e+00 1.01162e+00
107 1.02223e+00 1.00438e+00
108 1.04369e+00 1.00321e+00
109 1.03417e+00 1.00865e+00
110 1.03138e+00 1.01517e+00
111 1.03589e+00 1.00436e+00
112 1.03447e+00 1.00096e+00
113 1.03758e+00 1.01168e+00
114 1.03235e+00 1.00579e+00
115 1.03883e+00 1.00589e+00
116 1.01579e+00 1.00060e+00
117 1.03384e+00 1.00059e+00
118 1.03128e+00 1.00665e+00
119 1.03813e+00 1.00080e+00
120 1.03993e+00 9.99019e-01
121 1.03321e+00 1.00552e+00
122 1.03680e+00 1.00547e+00
123 1.03723e+00 9.99587e-01
124 1.03329e+00 1.00849e+00
125 1.01933e+00 1.00045e+00
126 1.04347e+00 1.00471e+00
127 1.01854e+00 1.00038e+00
128 1.01607e+00 1.00192e+00
129 1.02447e+00 1.01360e+00
130 1.03049e+00 1.00600e+00
131 1.01791e+00 1.00814e+00
132 1.02713e+00 1.00172e+00
133 1.02035e+00 1.00190e+00
134 1.02913e+00 9.96394e-01
135 1.01507e+00 9.97734e-01
136 1.02825e+00 1.00059e+00
137 1.02131e+00 9.93207e-01
138 1.01879e+00 9.94992e-01
139 1.02077e+00 9.96341e-01
140 1.02454e+00 9.96456e-01
141 1.02693e+00 9.94841e-01
142 1.01954e+00 9.92266e-01
143 1.01570e+00 1.00642e+00
144 1.02259e+00 9.94327e-01
