training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.36262e+00 1.30218e+00
1 1.31314e+00 1.29084e+00
2 1.27935e+00 1.28244e+00
3 1.26652e+00 1.24413e+00
4 1.25340e+00 1.26396e+00
5 1.23935e+00 1.19689e+00
6 1.22299e+00 1.18279e+00
7 1.20359e+00 1.18535e+00
8 1.19125e+00 1.15511e+00
9 1.19818e+00 1.17516e+00
10 1.18707e+00 1.16582e+00
11 1.17083e+00 1.15552e+00
12 1.20243e+00 1.15237e+00
13 1.17197e+00 1.16466e+00
14 1.16517e+00 1.14596e+00
15 1.15625e+00 1.13283e+00
16 1.16090e+00 1.13923e+00
17 1.15275e+00 1.12598e+00
18 1.17073e+00 1.14222e+00
19 1.16040e+00 1.13067e+00
20 1.14016e+00 1.12126e+00
21 1.15743e+00 1.12162e+00
22 1.15089e+00 1.11862e+00
23 1.15003e+00 1.11219e+00
24 1.14903e+00 1.11418e+00
25 1.12855e+00 1.10555e+00
26 1.12697e+00 1.10055e+00
27 1.13234e+00 1.09755e+00
28 1.13223e+00 1.09911e+00
29 1.12830e+00 1.09989e+00
30 1.11472e+00 1.09149e+00
31 1.12574e+00 1.09263e+00
32 1.12584e+00 1.09803e+00
33 1.11588e+00 1.08965e+00
34 1.10169e+00 1.09005e+00
35 1.12678e+00 1.09476e+00
36 1.12579e+00 1.08963e+00
37 1.11947e+00 1.08546e+00
38 1.10062e+00 1.07960e+00
39 1.12150e+00 1.09137e+00
40 1.10125e+00 1.08111e+00
41 1.10243e+00 1.08853e+00
42 1.11193e+00 1.07938e+00
43 1.09308e+00 1.07674e+00
44 1.10656e+00 1.07707e+00
45 1.10059e+00 1.07625e+00
46 1.10455e+00 1.07762e+00
47 1.11104e+00 1.07355e+00
48 1.11148e+00 1.07651e+00
49 1.10134e+00 1.06846e+00
50 1.09523e+00 1.06738e+00
51 1.09233e+00 1.06804e+00
52 1.08536e+00 1.05551e+00
53 1.09382e+00 1.06847e+00
54 1.08368e+00 1.05807e+00
55 1.07445e+00 1.05667e+00
56 1.09907e+00 1.06009e+00
57 1.08170e+00 1.06679e+00
58 1.09336e+00 1.06571e+00
59 1.08141e+00 1.05825e+00
60 1.08897e+00 1.06006e+00
61 1.07763e+00 1.05520e+00
62 1.07871e+00 1.06124e+00
63 1.07672e+00 1.05759e+00
64 1.07763e+00 1.05017e+00
65 1.09052e+00 1.05468e+00
66 1.06542e+00 1.04990e+00
67 1.07769e+00 1.04986e+00
68 1.08580e+00 1.06074e+00
69 1.07656e+00 1.04972e+00
70 1.08239e+00 1.04380e+00
71 1.08409e+00 1.04965e+00
72 1.07935e+00 1.04869e+00
73 1.08752e+00 1.04563e+00
74 1.07207e+00 1.04691e+00
75 1.07920e+00 1.04721e+00
76 1.08886e+00 1.04592e+00
77 1.08022e+00 1.04805e+00
78 1.06789e+00 1.04374e+00
79 1.06197e+00 1.03758e+00
80 1.07414e+00 1.03877e+00
81 1.07256e+00 1.05657e+00
82 1.07573e+00 1.04569e+00
83 1.06733e+00 1.04854e+00
84 1.06291e+00 1.03595e+00
85 1.06018e+00 1.03792e+00
86 1.05797e+00 1.03695e+00
87 1.06846e+00 1.03877e+00
88 1.07976e+00 1.03699e+00
89 1.07118e+00 1.03300e+00
90 1.06893e+00 1.03877e+00
91 1.05817e+00 1.03833e+00
92 1.07267e+00 1.03656e+00
93 1.06030e+00 1.03582e+00
94 1.07128e+00 1.03530e+00
95 1.06676e+00 1.03491e+00
96 1.06262e+00 1.03337e+00
97 1.04793e+00 1.03315e+00
98 1.05139e+00 1.03149e+00
99 1.06488e+00 1.03190e+00
100 1.06010e+00 1.03194e+00
101 1.05423e+00 1.03269e+00
102 1.04747e+00 1.02670e+00
103 1.03854e+00 1.02483e+00
104 1.06155e+00 1.02336e+00
105 1.04534e+00 1.02630e+00
106 1.06712e+00 1.02899e+00
107 1.04640e+00 1.02706e+00
108 1.05703e+00 1.03222e+00
109 1.05012e+00 1.03083e+00
110 1.04667e+00 1.05342e+00
111 1.05088e+00 1.02237e+00
112 1.05035e+00 1.02233e+00
113 1.05031e+00 1.02218e+00
114 1.04408e+00 1.02021e+00
115 1.05357e+00 1.02230e+00
116 1.04235e+00 1.01791e+00
117 1.05109e+00 1.02269e+00
118 1.03404e+00 1.01600e+00
119 1.04048e+00 1.01819e+00
120 1.05902e+00 1.02602e+00
121 1.05667e+00 1.01781e+00
122 1.04674e+00 1.02386e+00
123 1.03223e+00 1.01522e+00
124 1.05232e+00 1.02545e+00
125 1.04647e+00 1.02775e+00
126 1.03674e+00 1.02740e+00
127 1.04766e+00 1.01911e+00
128 1.03412e+00 1.01476e+00
129 1.03235e+00 1.01358e+00
130 1.04774e+00 1.02378e+00
131 1.04050e+00 1.01570e+00
132 1.03475e+00 1.01580e+00
133 1.04465e+00 1.02227e+00
134 1.05035e+00 1.01849e+00
135 1.04177e+00 1.01824e+00
136 1.04139e+00 1.01526e+00
137 1.04008e+00 1.01447e+00
138 1.03473e+00 1.02061e+00
139 1.04416e+00 1.02458e+00
140 1.04099e+00 1.02308e+00
141 1.04327e+00 1.01680e+00
142 1.04791e+00 1.01555e+00
143 1.04267e+00 1.02370e+00
144 1.03821e+00 1.01436e+00
