training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 4.01231e+00 1.49662e+00
1 1.29328e+00 1.16502e+00
2 1.19374e+00 1.15910e+00
3 1.19249e+00 1.16380e+00
4 1.17049e+00 1.13954e+00
5 1.15930e+00 1.13176e+00
6 1.16572e+00 1.24249e+00
7 1.14575e+00 1.11695e+00
8 1.15332e+00 1.15442e+00
9 1.12555e+00 1.09829e+00
10 1.13820e+00 1.10808e+00
11 1.10729e+00 1.09939e+00
12 1.12780e+00 1.11627e+00
13 1.10397e+00 1.11116e+00
14 1.10040e+00 1.11285e+00
15 1.12209e+00 1.09051e+00
16 1.09954e+00 1.10162e+00
17 1.14774e+00 1.10929e+00
18 1.10438e+00 1.07630e+00
19 1.10621e+00 1.07503e+00
20 1.11744e+00 1.07396e+00
21 1.08583e+00 1.08156e+00
22 1.08079e+00 1.07859e+00
23 1.07380e+00 1.07184e+00
24 1.10494e+00 1.06925e+00
25 1.09051e+00 1.09294e+00
26 1.09246e+00 1.05583e+00
27 1.07418e+00 1.09281e+00
28 1.06978e+00 1.08868e+00
29 1.06857e+00 1.05371e+00
30 1.11586e+00 1.06941e+00
31 1.06805e+00 1.05431e+00
32 1.09358e+00 1.06004e+00
33 1.08342e+00 1.06845e+00
34 1.07777e+00 1.05260e+00
35 1.06817e+00 1.08615e+00
36 1.07811e+00 1.06797e+00
37 1.04613e+00 1.09716e+00
38 1.08032e+00 1.06172e+00
39 1.06931e+00 1.04546e+00
40 1.07067e+00 1.05149e+00
41 1.06725e+00 1.05049e+00
42 1.05139e+00 1.06397e+00
43 1.05707e+00 1.04177e+00
44 1.05834e+00 1.04561e+00
45 1.05539e+00 1.03203e+00
46 1.07537e+00 1.03658e+00
47 1.05504e+00 1.04336e+00
48 1.07686e+00 1.05996e+00
49 1.06005e+00 1.04676e+00
50 1.05088e+00 1.03311e+00
51 1.07045e+00 1.03408e+00
52 1.05204e+00 1.03410e+00
53 1.04136e+00 1.04400e+00
54 1.06279e+00 1.05339e+00
55 1.05013e+00 1.03595e+00
56 1.04900e+00 1.03408e+00
57 1.05301e+00 1.07832e+00
58 1.06062e+00 1.04195e+00
59 1.03080e+00 1.03787e+00
60 1.04163e+00 1.02537e+00
61 1.05298e+00 1.02229e+00
62 1.04311e+00 1.04308e+00
63 1.04894e+00 1.02500e+00
64 1.04431e+00 1.03636e+00
65 1.04807e+00 1.01867e+00
66 1.06331e+00 1.02126e+00
67 1.04277e+00 1.05521e+00
68 1.05470e+00 1.03148e+00
69 1.05006e+00 1.02472e+00
70 1.03589e+00 1.02768e+00
71 1.04162e+00 1.02488e+00
72 1.03581e+00 1.01113e+00
73 1.03934e+00 1.02319e+00
74 1.03271e+00 1.01432e+00
75 1.04496e+00 1.01294e+00
76 1.02884e+00 1.02557e+00
77 1.02610e+00 1.03419e+00
78 1.02347e+00 1.01883e+00
79 1.04289e+00 1.02209e+00
80 1.02982e+00 1.04222e+00
81 1.02847e+00 1.04067e+00
82 1.02412e+00 1.01780e+00
83 1.02295e+00 1.01776e+00
84 1.03012e+00 1.02181e+00
85 1.03630e+00 1.01376e+00
86 1.02436e+00 1.01586e+00
87 1.00744e+00 1.02467e+00
88 1.03548e+00 1.01920e+00
89 1.03878e+00 1.01118e+00
90 1.02341e+00 1.03050e+00
91 1.02343e+00 1.02160e+00
92 1.02862e+00 1.01633e+00
93 1.02592e+00 1.01963e+00
94 1.02372e+00 1.03300e+00
95 1.01494e+00 1.05972e+00
96 1.02907e+00 1.00571e+00
97 1.01421e+00 1.01275e+00
98 1.02523e+00 1.01539e+00
99 1.03123e+00 1.01653e+00
100 1.02039e+00 1.00030e+00
101 1.02501e+00 1.02540e+00
102 1.02057e+00 1.02401e+00
103 1.02066e+00 9.97783e-01
104 1.02042e+00 1.01221e+00
105 1.00995e+00 1.01263e+00
106 1.00814e+00 1.00828e+00
107 1.02330e+00 1.02004e+00
108 1.01682e+00 1.01508e+00
109 1.01165e+00 9.98308e-01
110 1.01205e+00 1.00148e+00
111 1.02081e+00 1.00754e+00
112 1.01021e+00 1.03085e+00
113 1.02038e+00 1.00360e+00
114 1.00735e+00 9.99616e-01
115 1.00117e+00 9.98492e-01
116 1.00003e+00 1.00572e+00
117 1.03448e+00 1.01040e+00
118 1.02173e+00 1.00043e+00
119 1.00126e+00 9.98242e-01
120 1.00124e+00 1.01240e+00
121 1.01586e+00 1.00172e+00
122 1.01439e+00 1.01220e+00
123 1.02900e+00 1.00822e+00
124 1.00798e+00 9.92492e-01
125 9.99959e-01 9.88477e-01
126 1.00067e+00 1.00578e+00
127 1.00328e+00 9.98062e-01
128 1.00482e+00 9.95749e-01
129 9.96433e-01 9.95191e-01
130 9.97554e-01 9.90728e-01
131 1.00787e+00 1.01577e+00
132 9.93809e-01 9.98478e-01
133 9.94118e-01 9.87866e-01
134 9.84021e-01 9.91309e-01
135 9.94794e-01 9.89239e-01
136 1.01119e+00 1.00542e+00
137 1.00853e+00 1.00060e+00
138 9.98981e-01 1.00235e+00
139 1.00559e+00 9.87557e-01
140 9.93904e-01 9.95039e-01
141 9.94644e-01 9.96666e-01
142 9.89552e-01 1.00435e+00
143 1.00754e+00 1.01149e+00
144 1.00085e+00 1.00824e+00
