training dataset: fesc_test
seed = 5
umFeatures = 7
Feature List: SFRs, Mstars, masses, redshifts, fgases, min_dist, t_lookback
fluxSize = 4
batch_size = 256
epochs     = 1000
0 epoch  1 train loss  2 test loss
0 1.37050e+00 1.28992e+00
1 1.30356e+00 1.27297e+00
2 1.25468e+00 1.19623e+00
3 1.22041e+00 1.17264e+00
4 1.19905e+00 1.16158e+00
5 1.19731e+00 1.15550e+00
6 1.18142e+00 1.14951e+00
7 1.16369e+00 1.15994e+00
8 1.17421e+00 1.11963e+00
9 1.16495e+00 1.12520e+00
10 1.15467e+00 1.13161e+00
11 1.16207e+00 1.11538e+00
12 1.14309e+00 1.10742e+00
13 1.13143e+00 1.11993e+00
14 1.13597e+00 1.12175e+00
15 1.14115e+00 1.10162e+00
16 1.13120e+00 1.08587e+00
17 1.13001e+00 1.11041e+00
18 1.13459e+00 1.09567e+00
19 1.13897e+00 1.09003e+00
20 1.13093e+00 1.10062e+00
21 1.13630e+00 1.08752e+00
22 1.10916e+00 1.07760e+00
23 1.11743e+00 1.08469e+00
24 1.11198e+00 1.07420e+00
25 1.09944e+00 1.07576e+00
26 1.09941e+00 1.06688e+00
27 1.09068e+00 1.06411e+00
28 1.08774e+00 1.06468e+00
29 1.09742e+00 1.07076e+00
30 1.10207e+00 1.05469e+00
31 1.09018e+00 1.06220e+00
32 1.10140e+00 1.09098e+00
33 1.09616e+00 1.05854e+00
34 1.09345e+00 1.05283e+00
35 1.08995e+00 1.05151e+00
36 1.08249e+00 1.05742e+00
37 1.07503e+00 1.04958e+00
38 1.08688e+00 1.07491e+00
39 1.08418e+00 1.04511e+00
40 1.07951e+00 1.04414e+00
41 1.07229e+00 1.04626e+00
42 1.07690e+00 1.12368e+00
43 1.08314e+00 1.04704e+00
44 1.07606e+00 1.03817e+00
45 1.07668e+00 1.04961e+00
46 1.06266e+00 1.03549e+00
47 1.08328e+00 1.04580e+00
48 1.07386e+00 1.04041e+00
49 1.05411e+00 1.04185e+00
50 1.07614e+00 1.03240e+00
51 1.06523e+00 1.03291e+00
52 1.05947e+00 1.03545e+00
53 1.07746e+00 1.03405e+00
54 1.05842e+00 1.02699e+00
55 1.07411e+00 1.03941e+00
56 1.06735e+00 1.03679e+00
57 1.05894e+00 1.03838e+00
58 1.05443e+00 1.05781e+00
59 1.08443e+00 1.02971e+00
60 1.07059e+00 1.02512e+00
61 1.05968e+00 1.04352e+00
62 1.03705e+00 1.01824e+00
63 1.04676e+00 1.02159e+00
64 1.05313e+00 1.02237e+00
65 1.04234e+00 1.01813e+00
66 1.04634e+00 1.03524e+00
67 1.05879e+00 1.02235e+00
68 1.06252e+00 1.02298e+00
69 1.05231e+00 1.03151e+00
70 1.05741e+00 1.02017e+00
71 1.05358e+00 1.01228e+00
72 1.04515e+00 1.01411e+00
73 1.05538e+00 1.02572e+00
74 1.04616e+00 1.01435e+00
75 1.04669e+00 1.01909e+00
76 1.04466e+00 1.00983e+00
77 1.04417e+00 1.01192e+00
78 1.04586e+00 1.02741e+00
79 1.04997e+00 1.02587e+00
80 1.04333e+00 1.01332e+00
81 1.03804e+00 1.01296e+00
82 1.04885e+00 1.01404e+00
83 1.05166e+00 1.01592e+00
84 1.05172e+00 1.00987e+00
85 1.03769e+00 1.01778e+00
86 1.03349e+00 1.00983e+00
87 1.04722e+00 1.00986e+00
88 1.03525e+00 1.02231e+00
89 1.04315e+00 1.01353e+00
90 1.03862e+00 1.01165e+00
91 1.04114e+00 1.00356e+00
92 1.02504e+00 1.00704e+00
93 1.03744e+00 1.00448e+00
94 1.04284e+00 1.00176e+00
95 1.02812e+00 1.00180e+00
96 1.03752e+00 1.00394e+00
97 1.04161e+00 9.96213e-01
98 1.03330e+00 1.00319e+00
99 1.02762e+00 9.99253e-01
100 1.03313e+00 9.96232e-01
101 1.01569e+00 9.94719e-01
102 1.04501e+00 9.95642e-01
103 1.02995e+00 1.00366e+00
104 1.02377e+00 9.95631e-01
105 1.03646e+00 9.99730e-01
106 1.02390e+00 9.91725e-01
107 1.02165e+00 9.98158e-01
108 1.03126e+00 1.00236e+00
109 1.02959e+00 9.94412e-01
110 1.03949e+00 1.00228e+00
111 1.03374e+00 1.00723e+00
112 1.03106e+00 9.95600e-01
113 1.01903e+00 9.99555e-01
114 1.01711e+00 9.96897e-01
115 1.01987e+00 9.88554e-01
116 1.02796e+00 1.00034e+00
117 1.02809e+00 9.98181e-01
118 1.03450e+00 9.90027e-01
119 1.01353e+00 9.93151e-01
120 1.02578e+00 1.00286e+00
121 1.03611e+00 9.86234e-01
122 1.01616e+00 9.97079e-01
123 1.02829e+00 9.92943e-01
124 1.01973e+00 9.88273e-01
125 1.01177e+00 9.87723e-01
126 1.02398e+00 9.93956e-01
127 1.00553e+00 9.84468e-01
128 1.01950e+00 9.88342e-01
129 1.01358e+00 9.84768e-01
130 1.00553e+00 9.86748e-01
131 1.01570e+00 1.00020e+00
132 1.01650e+00 9.91962e-01
133 1.01107e+00 9.92764e-01
134 1.02262e+00 9.85065e-01
135 1.02037e+00 9.88040e-01
136 1.02414e+00 9.87755e-01
137 1.01434e+00 9.89195e-01
138 1.01617e+00 9.81675e-01
139 1.01291e+00 9.94047e-01
140 1.02165e+00 9.83634e-01
141 1.00952e+00 9.84431e-01
142 1.01482e+00 9.87747e-01
143 1.00851e+00 9.80708e-01
144 1.01309e+00 9.82082e-01
